areaType,areaName,areaCode,date,newDeaths28DaysByDeathDate,cumDeaths28DaysByDeathDate,,,
region,East of England,E12000006,11/07/2022,6,18320,,,
region,East of England,E12000006,10/07/2022,5,18314,,,
region,East of England,E12000006,09/07/2022,8,18309,,,
region,East of England,E12000006,08/07/2022,10,18301,,,
region,East of England,E12000006,07/07/2022,11,18291,,,
region,East of England,E12000006,06/07/2022,19,18280,,,
region,East of England,E12000006,05/07/2022,11,18261,,,
region,East of England,E12000006,04/07/2022,11,18250,,,
region,East of England,E12000006,03/07/2022,10,18239,,,
region,East of England,E12000006,02/07/2022,12,18229,,,
region,East of England,E12000006,01/07/2022,6,18217,,,
region,East of England,E12000006,30/06/2022,8,18211,,,
region,East of England,E12000006,29/06/2022,7,18203,,,
region,East of England,E12000006,28/06/2022,13,18196,,,
region,East of England,E12000006,27/06/2022,8,18183,,,
region,East of England,E12000006,26/06/2022,7,18175,,,
region,East of England,E12000006,25/06/2022,9,18168,,,
region,East of England,E12000006,24/06/2022,7,18159,,,
region,East of England,E12000006,23/06/2022,4,18152,,,
region,East of England,E12000006,22/06/2022,9,18148,,,
region,East of England,E12000006,21/06/2022,9,18139,,,
region,East of England,E12000006,20/06/2022,5,18130,,,
region,East of England,E12000006,19/06/2022,9,18125,,,
region,East of England,E12000006,18/06/2022,10,18116,,,
region,East of England,E12000006,17/06/2022,5,18106,,,
region,East of England,E12000006,16/06/2022,9,18101,,,
region,East of England,E12000006,15/06/2022,4,18092,,,
region,East of England,E12000006,14/06/2022,5,18088,,,
region,East of England,E12000006,13/06/2022,4,18083,,,
region,East of England,E12000006,12/06/2022,4,18079,,,
region,East of England,E12000006,11/06/2022,9,18075,,,
region,East of England,E12000006,10/06/2022,6,18066,,,
region,East of England,E12000006,09/06/2022,5,18060,,,
region,East of England,E12000006,08/06/2022,4,18055,,,
region,East of England,E12000006,07/06/2022,4,18051,,,
region,East of England,E12000006,06/06/2022,6,18047,,,
region,East of England,E12000006,05/06/2022,9,18041,,,
region,East of England,E12000006,04/06/2022,11,18032,,,
region,East of England,E12000006,03/06/2022,5,18021,,,
region,East of England,E12000006,02/06/2022,8,18016,,,
region,East of England,E12000006,01/06/2022,6,18008,,,
region,East of England,E12000006,31/05/2022,9,18002,,,
region,East of England,E12000006,30/05/2022,7,17993,,,
region,East of England,E12000006,29/05/2022,5,17986,,,
region,East of England,E12000006,28/05/2022,6,17981,,,
region,East of England,E12000006,27/05/2022,4,17975,,,
region,East of England,E12000006,26/05/2022,5,17971,,,
region,East of England,E12000006,25/05/2022,1,17966,,,
region,East of England,E12000006,24/05/2022,8,17965,,,
region,East of England,E12000006,23/05/2022,14,17957,,,
region,East of England,E12000006,22/05/2022,8,17943,,,
region,East of England,E12000006,21/05/2022,8,17935,,,
region,East of England,E12000006,20/05/2022,6,17927,,,
region,East of England,E12000006,19/05/2022,11,17921,,,
region,East of England,E12000006,18/05/2022,8,17910,,,
region,East of England,E12000006,17/05/2022,17,17902,,,
region,East of England,E12000006,16/05/2022,7,17885,,,
region,East of England,E12000006,15/05/2022,6,17878,,,
region,East of England,E12000006,14/05/2022,11,17872,,,
region,East of England,E12000006,13/05/2022,9,17861,,,
region,East of England,E12000006,12/05/2022,11,17852,,,
region,East of England,E12000006,11/05/2022,13,17841,,,
region,East of England,E12000006,10/05/2022,10,17828,,,
region,East of England,E12000006,09/05/2022,14,17818,,,
region,East of England,E12000006,08/05/2022,8,17804,,,
region,East of England,E12000006,07/05/2022,20,17796,,,
region,East of England,E12000006,06/05/2022,17,17776,,,
region,East of England,E12000006,05/05/2022,7,17759,,,
region,East of England,E12000006,04/05/2022,16,17752,,,
region,East of England,E12000006,03/05/2022,13,17736,,,
region,East of England,E12000006,02/05/2022,18,17723,,,
region,East of England,E12000006,01/05/2022,21,17705,,,
region,East of England,E12000006,30/04/2022,16,17684,,,
region,East of England,E12000006,29/04/2022,26,17668,,,
region,East of England,E12000006,28/04/2022,24,17642,,,
region,East of England,E12000006,27/04/2022,16,17618,,,
region,East of England,E12000006,26/04/2022,11,17602,,,
region,East of England,E12000006,25/04/2022,20,17591,,,
region,East of England,E12000006,24/04/2022,21,17571,,,
region,East of England,E12000006,23/04/2022,19,17550,,,
region,East of England,E12000006,22/04/2022,30,17531,,,
region,East of England,E12000006,21/04/2022,22,17501,,,
region,East of England,E12000006,20/04/2022,29,17479,,,
region,East of England,E12000006,19/04/2022,19,17450,,,
region,East of England,E12000006,18/04/2022,21,17431,,,
region,East of England,E12000006,17/04/2022,18,17410,,,
region,East of England,E12000006,16/04/2022,27,17392,,,
region,East of England,E12000006,15/04/2022,19,17365,,,
region,East of England,E12000006,14/04/2022,23,17346,,,
region,East of England,E12000006,13/04/2022,27,17323,,,
region,East of England,E12000006,12/04/2022,30,17296,,,
region,East of England,E12000006,11/04/2022,20,17266,,,
region,East of England,E12000006,10/04/2022,21,17246,,,
region,East of England,E12000006,09/04/2022,38,17225,,,
region,East of England,E12000006,08/04/2022,25,17187,,,
region,East of England,E12000006,07/04/2022,40,17162,,,
region,East of England,E12000006,06/04/2022,21,17122,,,
region,East of England,E12000006,05/04/2022,22,17101,,,
region,East of England,E12000006,04/04/2022,22,17079,,,
region,East of England,E12000006,03/04/2022,25,17057,,,
region,East of England,E12000006,02/04/2022,39,17032,,,
region,East of England,E12000006,01/04/2022,24,16993,,,
region,East of England,E12000006,31/03/2022,27,16969,,,
region,East of England,E12000006,30/03/2022,35,16942,,,
region,East of England,E12000006,29/03/2022,26,16907,,,
region,East of England,E12000006,28/03/2022,22,16881,,,
region,East of England,E12000006,27/03/2022,26,16859,,,
region,East of England,E12000006,26/03/2022,32,16833,,,
region,East of England,E12000006,25/03/2022,25,16801,,,
region,East of England,E12000006,24/03/2022,22,16776,,,
region,East of England,E12000006,23/03/2022,23,16754,,,
region,East of England,E12000006,22/03/2022,20,16731,,,
region,East of England,E12000006,21/03/2022,18,16711,,,
region,East of England,E12000006,20/03/2022,15,16693,,,
region,East of England,E12000006,19/03/2022,17,16678,,,
region,East of England,E12000006,18/03/2022,19,16661,,,
region,East of England,E12000006,17/03/2022,21,16642,,,
region,East of England,E12000006,16/03/2022,12,16621,,,
region,East of England,E12000006,15/03/2022,24,16609,,,
region,East of England,E12000006,14/03/2022,17,16585,,,
region,East of England,E12000006,13/03/2022,16,16568,,,
region,East of England,E12000006,12/03/2022,18,16552,,,
region,East of England,E12000006,11/03/2022,14,16534,,,
region,East of England,E12000006,10/03/2022,17,16520,,,
region,East of England,E12000006,09/03/2022,17,16503,,,
region,East of England,E12000006,08/03/2022,16,16486,,,
region,East of England,E12000006,07/03/2022,10,16470,,,
region,East of England,E12000006,06/03/2022,9,16460,,,
region,East of England,E12000006,05/03/2022,15,16451,,,
region,East of England,E12000006,04/03/2022,15,16436,,,
region,East of England,E12000006,03/03/2022,19,16421,,,
region,East of England,E12000006,02/03/2022,23,16402,,,
region,East of England,E12000006,01/03/2022,14,16379,,,
region,East of England,E12000006,28/02/2022,20,16365,,,
region,East of England,E12000006,27/02/2022,11,16345,,,
region,East of England,E12000006,26/02/2022,12,16334,,,
region,East of England,E12000006,25/02/2022,12,16322,,,
region,East of England,E12000006,24/02/2022,15,16310,,,
region,East of England,E12000006,23/02/2022,14,16295,,,
region,East of England,E12000006,22/02/2022,16,16281,,,
region,East of England,E12000006,21/02/2022,13,16265,,,
region,East of England,E12000006,20/02/2022,16,16252,,,
region,East of England,E12000006,19/02/2022,14,16236,,,
region,East of England,E12000006,18/02/2022,12,16222,,,
region,East of England,E12000006,17/02/2022,12,16210,,,
region,East of England,E12000006,16/02/2022,13,16198,,,
region,East of England,E12000006,15/02/2022,24,16185,,,
region,East of England,E12000006,14/02/2022,15,16161,,,
region,East of England,E12000006,13/02/2022,17,16146,,,
region,East of England,E12000006,12/02/2022,18,16129,,,
region,East of England,E12000006,11/02/2022,13,16111,,,
region,East of England,E12000006,10/02/2022,21,16098,,,
region,East of England,E12000006,09/02/2022,22,16077,,,
region,East of England,E12000006,08/02/2022,13,16055,,,
region,East of England,E12000006,07/02/2022,20,16042,,,
region,East of England,E12000006,06/02/2022,20,16022,,,
region,East of England,E12000006,05/02/2022,21,16002,,,
region,East of England,E12000006,04/02/2022,26,15981,,,
region,East of England,E12000006,03/02/2022,16,15955,,,
region,East of England,E12000006,02/02/2022,20,15939,,,
region,East of England,E12000006,01/02/2022,21,15919,,,
region,East of England,E12000006,31/01/2022,27,15898,,,
region,East of England,E12000006,30/01/2022,21,15871,,,
region,East of England,E12000006,29/01/2022,29,15850,,,
region,East of England,E12000006,28/01/2022,17,15821,,,
region,East of England,E12000006,27/01/2022,20,15804,,,
region,East of England,E12000006,26/01/2022,24,15784,,,
region,East of England,E12000006,25/01/2022,28,15760,,,
region,East of England,E12000006,24/01/2022,25,15732,,,
region,East of England,E12000006,23/01/2022,27,15707,,,
region,East of England,E12000006,22/01/2022,26,15680,,,
region,East of England,E12000006,21/01/2022,26,15654,,,
region,East of England,E12000006,20/01/2022,22,15628,,,
region,East of England,E12000006,19/01/2022,32,15606,,,
region,East of England,E12000006,18/01/2022,21,15574,,,
region,East of England,E12000006,17/01/2022,28,15553,,,
region,East of England,E12000006,16/01/2022,20,15525,,,
region,East of England,E12000006,15/01/2022,17,15505,,,
region,East of England,E12000006,14/01/2022,34,15488,,,
region,East of England,E12000006,13/01/2022,25,15454,,,
region,East of England,E12000006,12/01/2022,20,15429,,,
region,East of England,E12000006,11/01/2022,27,15409,,,
region,East of England,E12000006,10/01/2022,35,15382,,,
region,East of England,E12000006,09/01/2022,25,15347,,,
region,East of England,E12000006,08/01/2022,21,15322,,,
region,East of England,E12000006,07/01/2022,21,15301,,,
region,East of England,E12000006,06/01/2022,20,15280,,,
region,East of England,E12000006,05/01/2022,28,15260,,,
region,East of England,E12000006,04/01/2022,20,15232,,,
region,East of England,E12000006,03/01/2022,21,15212,,,
region,East of England,E12000006,02/01/2022,22,15191,,,
region,East of England,E12000006,01/01/2022,13,15169,,,
region,East of England,E12000006,31/12/2021,14,15156,,,
region,East of England,E12000006,30/12/2021,17,15142,,,
region,East of England,E12000006,29/12/2021,9,15125,,,
region,East of England,E12000006,28/12/2021,18,15116,,,
region,East of England,E12000006,27/12/2021,12,15098,,,
region,East of England,E12000006,26/12/2021,10,15086,,,
region,East of England,E12000006,25/12/2021,5,15076,,,
region,East of England,E12000006,24/12/2021,16,15071,,,
region,East of England,E12000006,23/12/2021,16,15055,,,
region,East of England,E12000006,22/12/2021,13,15039,,,
region,East of England,E12000006,21/12/2021,10,15026,,,
region,East of England,E12000006,20/12/2021,14,15016,,,
region,East of England,E12000006,19/12/2021,10,15002,,,
region,East of England,E12000006,18/12/2021,7,14992,,,
region,East of England,E12000006,17/12/2021,15,14985,,,
region,East of England,E12000006,16/12/2021,10,14970,,,
region,East of England,E12000006,15/12/2021,10,14960,,,
region,East of England,E12000006,14/12/2021,9,14950,,,
region,East of England,E12000006,13/12/2021,10,14941,,,
region,East of England,E12000006,12/12/2021,7,14931,,,
region,East of England,E12000006,11/12/2021,8,14924,,,
region,East of England,E12000006,10/12/2021,10,14916,,,
region,East of England,E12000006,09/12/2021,7,14906,,,
region,East of England,E12000006,08/12/2021,12,14899,,,
region,East of England,E12000006,07/12/2021,8,14887,,,
region,East of England,E12000006,06/12/2021,11,14879,,,
region,East of England,E12000006,05/12/2021,8,14868,,,
region,East of England,E12000006,04/12/2021,19,14860,,,
region,East of England,E12000006,03/12/2021,14,14841,,,
region,East of England,E12000006,02/12/2021,10,14827,,,
region,East of England,E12000006,01/12/2021,12,14817,,,
region,East of England,E12000006,30/11/2021,3,14805,,,
region,East of England,E12000006,29/11/2021,10,14802,,,
region,East of England,E12000006,28/11/2021,10,14792,,,
region,East of England,E12000006,27/11/2021,10,14782,,,
region,East of England,E12000006,26/11/2021,8,14772,,,
region,East of England,E12000006,25/11/2021,10,14764,,,
region,East of England,E12000006,24/11/2021,8,14754,,,
region,East of England,E12000006,23/11/2021,20,14746,,,
region,East of England,E12000006,22/11/2021,11,14726,,,
region,East of England,E12000006,21/11/2021,16,14715,,,
region,East of England,E12000006,20/11/2021,14,14699,,,
region,East of England,E12000006,19/11/2021,17,14685,,,
region,East of England,E12000006,18/11/2021,12,14668,,,
region,East of England,E12000006,17/11/2021,10,14656,,,
region,East of England,E12000006,16/11/2021,9,14646,,,
region,East of England,E12000006,15/11/2021,15,14637,,,
region,East of England,E12000006,14/11/2021,10,14622,,,
region,East of England,E12000006,13/11/2021,10,14612,,,
region,East of England,E12000006,12/11/2021,13,14602,,,
region,East of England,E12000006,11/11/2021,11,14589,,,
region,East of England,E12000006,10/11/2021,14,14578,,,
region,East of England,E12000006,09/11/2021,14,14564,,,
region,East of England,E12000006,08/11/2021,12,14550,,,
region,East of England,E12000006,07/11/2021,11,14538,,,
region,East of England,E12000006,06/11/2021,10,14527,,,
region,East of England,E12000006,05/11/2021,11,14517,,,
region,East of England,E12000006,04/11/2021,8,14506,,,
region,East of England,E12000006,03/11/2021,20,14498,,,
region,East of England,E12000006,02/11/2021,12,14478,,,
region,East of England,E12000006,01/11/2021,15,14466,,,
region,East of England,E12000006,31/10/2021,14,14451,,,
region,East of England,E12000006,30/10/2021,15,14437,,,
region,East of England,E12000006,29/10/2021,21,14422,,,
region,East of England,E12000006,28/10/2021,15,14401,,,
region,East of England,E12000006,27/10/2021,17,14386,,,
region,East of England,E12000006,26/10/2021,12,14369,,,
region,East of England,E12000006,25/10/2021,18,14357,,,
region,East of England,E12000006,24/10/2021,17,14339,,,
region,East of England,E12000006,23/10/2021,15,14322,,,
region,East of England,E12000006,22/10/2021,11,14307,,,
region,East of England,E12000006,21/10/2021,12,14296,,,
region,East of England,E12000006,20/10/2021,10,14284,,,
region,East of England,E12000006,19/10/2021,15,14274,,,
region,East of England,E12000006,18/10/2021,9,14259,,,
region,East of England,E12000006,17/10/2021,8,14250,,,
region,East of England,E12000006,16/10/2021,12,14242,,,
region,East of England,E12000006,15/10/2021,10,14230,,,
region,East of England,E12000006,14/10/2021,5,14220,,,
region,East of England,E12000006,13/10/2021,6,14215,,,
region,East of England,E12000006,12/10/2021,8,14209,,,
region,East of England,E12000006,11/10/2021,7,14201,,,
region,East of England,E12000006,10/10/2021,3,14194,,,
region,East of England,E12000006,09/10/2021,6,14191,,,
region,East of England,E12000006,08/10/2021,9,14185,,,
region,East of England,E12000006,07/10/2021,5,14176,,,
region,East of England,E12000006,06/10/2021,8,14171,,,
region,East of England,E12000006,05/10/2021,9,14163,,,
region,East of England,E12000006,04/10/2021,6,14154,,,
region,East of England,E12000006,03/10/2021,6,14148,,,
region,East of England,E12000006,02/10/2021,5,14142,,,
region,East of England,E12000006,01/10/2021,8,14137,,,
region,East of England,E12000006,30/09/2021,5,14129,,,
region,East of England,E12000006,29/09/2021,5,14124,,,
region,East of England,E12000006,28/09/2021,4,14119,,,
region,East of England,E12000006,27/09/2021,5,14115,,,
region,East of England,E12000006,26/09/2021,5,14110,,,
region,East of England,E12000006,25/09/2021,2,14105,,,
region,East of England,E12000006,24/09/2021,7,14103,,,
region,East of England,E12000006,23/09/2021,7,14096,,,
region,East of England,E12000006,22/09/2021,13,14089,,,
region,East of England,E12000006,21/09/2021,11,14076,,,
region,East of England,E12000006,20/09/2021,8,14065,,,
region,East of England,E12000006,19/09/2021,16,14057,,,
region,East of England,E12000006,18/09/2021,13,14041,,,
region,East of England,E12000006,17/09/2021,16,14028,,,
region,East of England,E12000006,16/09/2021,15,14012,,,
region,East of England,E12000006,15/09/2021,7,13997,,,
region,East of England,E12000006,14/09/2021,11,13990,,,
region,East of England,E12000006,13/09/2021,7,13979,,,
region,East of England,E12000006,12/09/2021,12,13972,,,
region,East of England,E12000006,11/09/2021,16,13960,,,
region,East of England,E12000006,10/09/2021,9,13944,,,
region,East of England,E12000006,09/09/2021,3,13935,,,
region,East of England,E12000006,08/09/2021,14,13932,,,
region,East of England,E12000006,07/09/2021,12,13918,,,
region,East of England,E12000006,06/09/2021,10,13906,,,
region,East of England,E12000006,05/09/2021,13,13896,,,
region,East of England,E12000006,04/09/2021,14,13883,,,
region,East of England,E12000006,03/09/2021,16,13869,,,
region,East of England,E12000006,02/09/2021,8,13853,,,
region,East of England,E12000006,01/09/2021,10,13845,,,
region,East of England,E12000006,31/08/2021,11,13835,,,
region,East of England,E12000006,30/08/2021,7,13824,,,
region,East of England,E12000006,29/08/2021,12,13817,,,
region,East of England,E12000006,28/08/2021,4,13805,,,
region,East of England,E12000006,27/08/2021,9,13801,,,
region,East of England,E12000006,26/08/2021,16,13792,,,
region,East of England,E12000006,25/08/2021,11,13776,,,
region,East of England,E12000006,24/08/2021,7,13765,,,
region,East of England,E12000006,23/08/2021,4,13758,,,
region,East of England,E12000006,22/08/2021,10,13754,,,
region,East of England,E12000006,21/08/2021,10,13744,,,
region,East of England,E12000006,20/08/2021,8,13734,,,
region,East of England,E12000006,19/08/2021,9,13726,,,
region,East of England,E12000006,18/08/2021,8,13717,,,
region,East of England,E12000006,17/08/2021,9,13709,,,
region,East of England,E12000006,16/08/2021,10,13700,,,
region,East of England,E12000006,15/08/2021,9,13690,,,
region,East of England,E12000006,14/08/2021,8,13681,,,
region,East of England,E12000006,13/08/2021,9,13673,,,
region,East of England,E12000006,12/08/2021,9,13664,,,
region,East of England,E12000006,11/08/2021,6,13655,,,
region,East of England,E12000006,10/08/2021,6,13649,,,
region,East of England,E12000006,09/08/2021,6,13643,,,
region,East of England,E12000006,08/08/2021,8,13637,,,
region,East of England,E12000006,07/08/2021,10,13629,,,
region,East of England,E12000006,06/08/2021,6,13619,,,
region,East of England,E12000006,05/08/2021,2,13613,,,
region,East of England,E12000006,04/08/2021,4,13611,,,
region,East of England,E12000006,03/08/2021,5,13607,,,
region,East of England,E12000006,02/08/2021,6,13602,,,
region,East of England,E12000006,01/08/2021,2,13596,,,
region,East of England,E12000006,31/07/2021,8,13594,,,
region,East of England,E12000006,30/07/2021,6,13586,,,
region,East of England,E12000006,29/07/2021,2,13580,,,
region,East of England,E12000006,28/07/2021,5,13578,,,
region,East of England,E12000006,27/07/2021,5,13573,,,
region,East of England,E12000006,26/07/2021,5,13568,,,
region,East of England,E12000006,25/07/2021,3,13563,,,
region,East of England,E12000006,24/07/2021,7,13560,,,
region,East of England,E12000006,23/07/2021,6,13553,,,
region,East of England,E12000006,22/07/2021,3,13547,,,
region,East of England,E12000006,21/07/2021,2,13544,,,
region,East of England,E12000006,20/07/2021,6,13542,,,
region,East of England,E12000006,19/07/2021,3,13536,,,
region,East of England,E12000006,18/07/2021,4,13533,,,
region,East of England,E12000006,17/07/2021,3,13529,,,
region,East of England,E12000006,16/07/2021,0,13526,,,
region,East of England,E12000006,15/07/2021,2,13526,,,
region,East of England,E12000006,14/07/2021,1,13524,,,
region,East of England,E12000006,13/07/2021,1,13523,,,
region,East of England,E12000006,12/07/2021,2,13522,,,
region,East of England,E12000006,11/07/2021,2,13520,,,
region,East of England,E12000006,10/07/2021,3,13518,,,
region,East of England,E12000006,09/07/2021,1,13515,,,
region,East of England,E12000006,08/07/2021,4,13514,,,
region,East of England,E12000006,07/07/2021,1,13510,,,
region,East of England,E12000006,06/07/2021,2,13509,,,
region,East of England,E12000006,05/07/2021,2,13507,,,
region,East of England,E12000006,04/07/2021,0,13505,,,
region,East of England,E12000006,03/07/2021,0,13505,,,
region,East of England,E12000006,02/07/2021,1,13505,,,
region,East of England,E12000006,01/07/2021,0,13504,,,
region,East of England,E12000006,30/06/2021,1,13504,,,
region,East of England,E12000006,29/06/2021,0,13503,,,
region,East of England,E12000006,28/06/2021,0,13503,,,
region,East of England,E12000006,27/06/2021,0,13503,,,
region,East of England,E12000006,26/06/2021,1,13503,,,
region,East of England,E12000006,25/06/2021,1,13502,,,
region,East of England,E12000006,24/06/2021,0,13501,,,
region,East of England,E12000006,23/06/2021,0,13501,,,
region,East of England,E12000006,22/06/2021,1,13501,,,
region,East of England,E12000006,21/06/2021,0,13500,,,
region,East of England,E12000006,20/06/2021,2,13500,,,
region,East of England,E12000006,19/06/2021,0,13498,,,
region,East of England,E12000006,18/06/2021,0,13498,,,
region,East of England,E12000006,17/06/2021,0,13498,,,
region,East of England,E12000006,16/06/2021,2,13498,,,
region,East of England,E12000006,15/06/2021,1,13496,,,
region,East of England,E12000006,14/06/2021,0,13495,,,
region,East of England,E12000006,13/06/2021,1,13495,,,
region,East of England,E12000006,12/06/2021,1,13494,,,
region,East of England,E12000006,11/06/2021,0,13493,,,
region,East of England,E12000006,10/06/2021,1,13493,,,
region,East of England,E12000006,09/06/2021,1,13492,,,
region,East of England,E12000006,08/06/2021,1,13491,,,
region,East of England,E12000006,07/06/2021,1,13490,,,
region,East of England,E12000006,06/06/2021,0,13489,,,
region,East of England,E12000006,05/06/2021,1,13489,,,
region,East of England,E12000006,04/06/2021,0,13488,,,
region,East of England,E12000006,03/06/2021,0,13488,,,
region,East of England,E12000006,02/06/2021,2,13488,,,
region,East of England,E12000006,01/06/2021,0,13486,,,
region,East of England,E12000006,31/05/2021,2,13486,,,
region,East of England,E12000006,30/05/2021,1,13484,,,
region,East of England,E12000006,29/05/2021,1,13483,,,
region,East of England,E12000006,28/05/2021,1,13482,,,
region,East of England,E12000006,27/05/2021,0,13481,,,
region,East of England,E12000006,26/05/2021,2,13481,,,
region,East of England,E12000006,25/05/2021,0,13479,,,
region,East of England,E12000006,24/05/2021,0,13479,,,
region,East of England,E12000006,23/05/2021,0,13479,,,
region,East of England,E12000006,22/05/2021,0,13479,,,
region,East of England,E12000006,21/05/2021,1,13479,,,
region,East of England,E12000006,20/05/2021,0,13478,,,
region,East of England,E12000006,19/05/2021,0,13478,,,
region,East of England,E12000006,18/05/2021,1,13478,,,
region,East of England,E12000006,17/05/2021,1,13477,,,
region,East of England,E12000006,16/05/2021,1,13476,,,
region,East of England,E12000006,15/05/2021,1,13475,,,
region,East of England,E12000006,14/05/2021,0,13474,,,
region,East of England,E12000006,13/05/2021,1,13474,,,
region,East of England,E12000006,12/05/2021,0,13473,,,
region,East of England,E12000006,11/05/2021,2,13473,,,
region,East of England,E12000006,10/05/2021,0,13471,,,
region,East of England,E12000006,09/05/2021,1,13471,,,
region,East of England,E12000006,08/05/2021,0,13470,,,
region,East of England,E12000006,07/05/2021,0,13470,,,
region,East of England,E12000006,06/05/2021,4,13470,,,
region,East of England,E12000006,05/05/2021,1,13466,,,
region,East of England,E12000006,04/05/2021,2,13465,,,
region,East of England,E12000006,03/05/2021,0,13463,,,
region,East of England,E12000006,02/05/2021,0,13463,,,
region,East of England,E12000006,01/05/2021,0,13463,,,
region,East of England,E12000006,30/04/2021,1,13463,,,
region,East of England,E12000006,29/04/2021,1,13462,,,
region,East of England,E12000006,28/04/2021,2,13461,,,
region,East of England,E12000006,27/04/2021,5,13459,,,
region,East of England,E12000006,26/04/2021,1,13454,,,
region,East of England,E12000006,25/04/2021,4,13453,,,
region,East of England,E12000006,24/04/2021,1,13449,,,
region,East of England,E12000006,23/04/2021,2,13448,,,
region,East of England,E12000006,22/04/2021,0,13446,,,
region,East of England,E12000006,21/04/2021,1,13446,,,
region,East of England,E12000006,20/04/2021,2,13445,,,
region,East of England,E12000006,19/04/2021,0,13443,,,
region,East of England,E12000006,18/04/2021,1,13443,,,
region,East of England,E12000006,17/04/2021,3,13442,,,
region,East of England,E12000006,16/04/2021,3,13439,,,
region,East of England,E12000006,15/04/2021,2,13436,,,
region,East of England,E12000006,14/04/2021,1,13434,,,
region,East of England,E12000006,13/04/2021,2,13433,,,
region,East of England,E12000006,12/04/2021,1,13431,,,
region,East of England,E12000006,11/04/2021,0,13430,,,
region,East of England,E12000006,10/04/2021,3,13430,,,
region,East of England,E12000006,09/04/2021,1,13427,,,
region,East of England,E12000006,08/04/2021,2,13426,,,
region,East of England,E12000006,07/04/2021,2,13424,,,
region,East of England,E12000006,06/04/2021,0,13422,,,
region,East of England,E12000006,05/04/2021,0,13422,,,
region,East of England,E12000006,04/04/2021,3,13422,,,
region,East of England,E12000006,03/04/2021,3,13419,,,
region,East of England,E12000006,02/04/2021,1,13416,,,
region,East of England,E12000006,01/04/2021,1,13415,,,
region,East of England,E12000006,31/03/2021,3,13414,,,
region,East of England,E12000006,30/03/2021,6,13411,,,
region,East of England,E12000006,29/03/2021,2,13405,,,
region,East of England,E12000006,28/03/2021,6,13403,,,
region,East of England,E12000006,27/03/2021,2,13397,,,
region,East of England,E12000006,26/03/2021,1,13395,,,
region,East of England,E12000006,25/03/2021,6,13394,,,
region,East of England,E12000006,24/03/2021,3,13388,,,
region,East of England,E12000006,23/03/2021,4,13385,,,
region,East of England,E12000006,22/03/2021,5,13381,,,
region,East of England,E12000006,21/03/2021,9,13376,,,
region,East of England,E12000006,20/03/2021,4,13367,,,
region,East of England,E12000006,19/03/2021,5,13363,,,
region,East of England,E12000006,18/03/2021,4,13358,,,
region,East of England,E12000006,17/03/2021,6,13354,,,
region,East of England,E12000006,16/03/2021,12,13348,,,
region,East of England,E12000006,15/03/2021,7,13336,,,
region,East of England,E12000006,14/03/2021,8,13329,,,
region,East of England,E12000006,13/03/2021,10,13321,,,
region,East of England,E12000006,12/03/2021,3,13311,,,
region,East of England,E12000006,11/03/2021,12,13308,,,
region,East of England,E12000006,10/03/2021,10,13296,,,
region,East of England,E12000006,09/03/2021,9,13286,,,
region,East of England,E12000006,08/03/2021,12,13277,,,
region,East of England,E12000006,07/03/2021,20,13265,,,
region,East of England,E12000006,06/03/2021,16,13245,,,
region,East of England,E12000006,05/03/2021,14,13229,,,
region,East of England,E12000006,04/03/2021,15,13215,,,
region,East of England,E12000006,03/03/2021,11,13200,,,
region,East of England,E12000006,02/03/2021,23,13189,,,
region,East of England,E12000006,01/03/2021,17,13166,,,
region,East of England,E12000006,28/02/2021,20,13149,,,
region,East of England,E12000006,27/02/2021,30,13129,,,
region,East of England,E12000006,26/02/2021,23,13099,,,
region,East of England,E12000006,25/02/2021,29,13076,,,
region,East of England,E12000006,24/02/2021,25,13047,,,
region,East of England,E12000006,23/02/2021,32,13022,,,
region,East of England,E12000006,22/02/2021,27,12990,,,
region,East of England,E12000006,21/02/2021,25,12963,,,
region,East of England,E12000006,20/02/2021,37,12938,,,
region,East of England,E12000006,19/02/2021,44,12901,,,
region,East of England,E12000006,18/02/2021,38,12857,,,
region,East of England,E12000006,17/02/2021,49,12819,,,
region,East of England,E12000006,16/02/2021,63,12770,,,
region,East of England,E12000006,15/02/2021,65,12707,,,
region,East of England,E12000006,14/02/2021,55,12642,,,
region,East of England,E12000006,13/02/2021,45,12587,,,
region,East of England,E12000006,12/02/2021,59,12542,,,
region,East of England,E12000006,11/02/2021,73,12483,,,
region,East of England,E12000006,10/02/2021,67,12410,,,
region,East of England,E12000006,09/02/2021,76,12343,,,
region,East of England,E12000006,08/02/2021,91,12267,,,
region,East of England,E12000006,07/02/2021,79,12176,,,
region,East of England,E12000006,06/02/2021,97,12097,,,
region,East of England,E12000006,05/02/2021,98,12000,,,
region,East of England,E12000006,04/02/2021,101,11902,,,
region,East of England,E12000006,03/02/2021,109,11801,,,
region,East of England,E12000006,02/02/2021,103,11692,,,
region,East of England,E12000006,01/02/2021,103,11589,,,
region,East of England,E12000006,31/01/2021,115,11486,,,
region,East of England,E12000006,30/01/2021,125,11371,,,
region,East of England,E12000006,29/01/2021,134,11246,,,
region,East of England,E12000006,28/01/2021,158,11112,,,
region,East of England,E12000006,27/01/2021,150,10954,,,
region,East of England,E12000006,26/01/2021,126,10804,,,
region,East of England,E12000006,25/01/2021,155,10678,,,
region,East of England,E12000006,24/01/2021,172,10523,,,
region,East of England,E12000006,23/01/2021,152,10351,,,
region,East of England,E12000006,22/01/2021,181,10199,,,
