areaType,areaName,areaCode,date,newDeaths28DaysByDeathDate,cumDeaths28DaysByDeathDate,,,
region,North East and Yorkshire,E12000001,12/03/2021,19,16735,,,
region,North East and Yorkshire,E12000001,11/03/2021,24,16716,,,
region,North East and Yorkshire,E12000001,10/03/2021,17,16692,,,
region,North East and Yorkshire,E12000001,09/03/2021,24,16675,,,
region,North East and Yorkshire,E12000001,08/03/2021,28,16651,,,
region,North East and Yorkshire,E12000001,07/03/2021,19,16623,,,
region,North East and Yorkshire,E12000001,06/03/2021,24,16604,,,
region,North East and Yorkshire,E12000001,05/03/2021,28,16580,,,
region,North East and Yorkshire,E12000001,04/03/2021,18,16552,,,
region,North East and Yorkshire,E12000001,03/03/2021,26,16534,,,
region,North East and Yorkshire,E12000001,02/03/2021,21,16508,,,
region,North East and Yorkshire,E12000001,01/03/2021,28,16487,,,
region,North East and Yorkshire,E12000001,28/02/2021,35,16459,,,
region,North East and Yorkshire,E12000001,27/02/2021,31,16424,,,
region,North East and Yorkshire,E12000001,26/02/2021,29,16393,,,
region,North East and Yorkshire,E12000001,25/02/2021,31,16364,,,
region,North East and Yorkshire,E12000001,24/02/2021,40,16333,,,
region,North East and Yorkshire,E12000001,23/02/2021,39,16293,,,
region,North East and Yorkshire,E12000001,22/02/2021,26,16254,,,
region,North East and Yorkshire,E12000001,21/02/2021,53,16228,,,
region,North East and Yorkshire,E12000001,20/02/2021,44,16175,,,
region,North East and Yorkshire,E12000001,19/02/2021,50,16131,,,
region,North East and Yorkshire,E12000001,18/02/2021,51,16081,,,
region,North East and Yorkshire,E12000001,17/02/2021,51,16030,,,
region,North East and Yorkshire,E12000001,16/02/2021,47,15979,,,
region,North East and Yorkshire,E12000001,15/02/2021,63,15932,,,
region,North East and Yorkshire,E12000001,14/02/2021,66,15869,,,
region,North East and Yorkshire,E12000001,13/02/2021,68,15803,,,
region,North East and Yorkshire,E12000001,12/02/2021,64,15735,,,
region,North East and Yorkshire,E12000001,11/02/2021,67,15671,,,
region,North East and Yorkshire,E12000001,10/02/2021,74,15604,,,
region,North East and Yorkshire,E12000001,09/02/2021,56,15530,,,
region,North East and Yorkshire,E12000001,08/02/2021,72,15474,,,
region,North East and Yorkshire,E12000001,07/02/2021,63,15402,,,
region,North East and Yorkshire,E12000001,06/02/2021,61,15339,,,
region,North East and Yorkshire,E12000001,05/02/2021,84,15278,,,
region,North East and Yorkshire,E12000001,04/02/2021,93,15194,,,
region,North East and Yorkshire,E12000001,03/02/2021,94,15101,,,
region,North East and Yorkshire,E12000001,02/02/2021,81,15007,,,
region,North East and Yorkshire,E12000001,01/02/2021,89,14926,,,
region,North East and Yorkshire,E12000001,31/01/2021,92,14837,,,
region,North East and Yorkshire,E12000001,30/01/2021,94,14745,,,
region,North East and Yorkshire,E12000001,29/01/2021,92,14651,,,
region,North East and Yorkshire,E12000001,28/01/2021,95,14559,,,
region,North East and Yorkshire,E12000001,27/01/2021,94,14464,,,
region,North East and Yorkshire,E12000001,26/01/2021,89,14370,,,
region,North East and Yorkshire,E12000001,25/01/2021,101,14281,,,
region,North East and Yorkshire,E12000001,24/01/2021,96,14180,,,
region,North East and Yorkshire,E12000001,23/01/2021,84,14084,,,
region,North East and Yorkshire,E12000001,22/01/2021,94,14000,,,
region,North East and Yorkshire,E12000001,21/01/2021,100,13906,,,
region,North East and Yorkshire,E12000001,20/01/2021,97,13806,,,
region,North East and Yorkshire,E12000001,19/01/2021,128,13709,,,
region,North East and Yorkshire,E12000001,18/01/2021,84,13581,,,
region,North East and Yorkshire,E12000001,17/01/2021,92,13497,,,
region,North East and Yorkshire,E12000001,16/01/2021,107,13405,,,
region,North East and Yorkshire,E12000001,15/01/2021,107,13298,,,
region,North East and Yorkshire,E12000001,14/01/2021,79,13191,,,
region,North East and Yorkshire,E12000001,13/01/2021,91,13112,,,
region,North East and Yorkshire,E12000001,12/01/2021,92,13021,,,
region,North East and Yorkshire,E12000001,11/01/2021,96,12929,,,
region,North East and Yorkshire,E12000001,10/01/2021,91,12833,,,
region,North East and Yorkshire,E12000001,09/01/2021,75,12742,,,
region,North East and Yorkshire,E12000001,08/01/2021,77,12667,,,
region,North East and Yorkshire,E12000001,07/01/2021,81,12590,,,
region,North East and Yorkshire,E12000001,06/01/2021,78,12509,,,
region,North East and Yorkshire,E12000001,05/01/2021,83,12431,,,
region,North East and Yorkshire,E12000001,04/01/2021,66,12348,,,
region,North East and Yorkshire,E12000001,03/01/2021,67,12282,,,
region,North East and Yorkshire,E12000001,02/01/2021,74,12215,,,
region,North East and Yorkshire,E12000001,01/01/2021,91,12141,,,
region,North East and Yorkshire,E12000001,31/12/2020,59,12050,,,
region,North East and Yorkshire,E12000001,30/12/2020,55,11991,,,
region,North East and Yorkshire,E12000001,29/12/2020,71,11936,,,
region,North East and Yorkshire,E12000001,28/12/2020,86,11865,,,
region,North East and Yorkshire,E12000001,27/12/2020,87,11779,,,
region,North East and Yorkshire,E12000001,26/12/2020,82,11692,,,
region,North East and Yorkshire,E12000001,25/12/2020,60,11610,,,
region,North East and Yorkshire,E12000001,24/12/2020,62,11550,,,
region,North East and Yorkshire,E12000001,23/12/2020,68,11488,,,
region,North East and Yorkshire,E12000001,22/12/2020,74,11420,,,
region,North East and Yorkshire,E12000001,21/12/2020,59,11346,,,
region,North East and Yorkshire,E12000001,20/12/2020,68,11287,,,
region,North East and Yorkshire,E12000001,19/12/2020,63,11219,,,
region,North East and Yorkshire,E12000001,18/12/2020,84,11156,,,
region,North East and Yorkshire,E12000001,17/12/2020,76,11072,,,
region,North East and Yorkshire,E12000001,16/12/2020,50,10996,,,
region,North East and Yorkshire,E12000001,15/12/2020,62,10946,,,
region,North East and Yorkshire,E12000001,14/12/2020,73,10884,,,
region,North East and Yorkshire,E12000001,13/12/2020,64,10811,,,
region,North East and Yorkshire,E12000001,12/12/2020,63,10747,,,
region,North East and Yorkshire,E12000001,11/12/2020,77,10684,,,
region,North East and Yorkshire,E12000001,10/12/2020,81,10607,,,
region,North East and Yorkshire,E12000001,09/12/2020,69,10526,,,
region,North East and Yorkshire,E12000001,08/12/2020,67,10457,,,
region,North East and Yorkshire,E12000001,07/12/2020,77,10390,,,
region,North East and Yorkshire,E12000001,06/12/2020,84,10313,,,
region,North East and Yorkshire,E12000001,05/12/2020,71,10229,,,
region,North East and Yorkshire,E12000001,04/12/2020,90,10158,,,
region,North East and Yorkshire,E12000001,03/12/2020,85,10068,,,
region,North East and Yorkshire,E12000001,02/12/2020,74,9983,,,
region,North East and Yorkshire,E12000001,01/12/2020,54,9909,,,
region,North East and Yorkshire,E12000001,30/11/2020,77,9855,,,
region,North East and Yorkshire,E12000001,29/11/2020,81,9778,,,
region,North East and Yorkshire,E12000001,28/11/2020,95,9697,,,
region,North East and Yorkshire,E12000001,27/11/2020,90,9602,,,
region,North East and Yorkshire,E12000001,26/11/2020,90,9512,,,
region,North East and Yorkshire,E12000001,25/11/2020,90,9422,,,
region,North East and Yorkshire,E12000001,24/11/2020,114,9332,,,
region,North East and Yorkshire,E12000001,23/11/2020,109,9218,,,
region,North East and Yorkshire,E12000001,22/11/2020,99,9109,,,
region,North East and Yorkshire,E12000001,21/11/2020,101,9010,,,
region,North East and Yorkshire,E12000001,20/11/2020,102,8909,,,
region,North East and Yorkshire,E12000001,19/11/2020,110,8807,,,
region,North East and Yorkshire,E12000001,18/11/2020,111,8697,,,
region,North East and Yorkshire,E12000001,17/11/2020,88,8586,,,
region,North East and Yorkshire,E12000001,16/11/2020,77,8498,,,
region,North East and Yorkshire,E12000001,15/11/2020,107,8421,,,
region,North East and Yorkshire,E12000001,14/11/2020,102,8314,,,
region,North East and Yorkshire,E12000001,13/11/2020,96,8212,,,
region,North East and Yorkshire,E12000001,12/11/2020,99,8116,,,
region,North East and Yorkshire,E12000001,11/11/2020,77,8017,,,
region,North East and Yorkshire,E12000001,10/11/2020,85,7940,,,
region,North East and Yorkshire,E12000001,09/11/2020,118,7855,,,
region,North East and Yorkshire,E12000001,08/11/2020,89,7737,,,
region,North East and Yorkshire,E12000001,07/11/2020,101,7648,,,
region,North East and Yorkshire,E12000001,06/11/2020,94,7547,,,
region,North East and Yorkshire,E12000001,05/11/2020,83,7453,,,
region,North East and Yorkshire,E12000001,04/11/2020,67,7370,,,
region,North East and Yorkshire,E12000001,03/11/2020,83,7303,,,
region,North East and Yorkshire,E12000001,02/11/2020,67,7220,,,
region,North East and Yorkshire,E12000001,01/11/2020,74,7153,,,
region,North East and Yorkshire,E12000001,31/10/2020,73,7079,,,
region,North East and Yorkshire,E12000001,30/10/2020,72,7006,,,
region,North East and Yorkshire,E12000001,29/10/2020,58,6934,,,
region,North East and Yorkshire,E12000001,28/10/2020,64,6876,,,
region,North East and Yorkshire,E12000001,27/10/2020,55,6812,,,
region,North East and Yorkshire,E12000001,26/10/2020,62,6757,,,
region,North East and Yorkshire,E12000001,25/10/2020,49,6695,,,
region,North East and Yorkshire,E12000001,24/10/2020,41,6646,,,
region,North East and Yorkshire,E12000001,23/10/2020,45,6605,,,
region,North East and Yorkshire,E12000001,22/10/2020,48,6560,,,
region,North East and Yorkshire,E12000001,21/10/2020,59,6512,,,
region,North East and Yorkshire,E12000001,20/10/2020,54,6453,,,
region,North East and Yorkshire,E12000001,19/10/2020,53,6399,,,
region,North East and Yorkshire,E12000001,18/10/2020,36,6346,,,
region,North East and Yorkshire,E12000001,17/10/2020,49,6310,,,
region,North East and Yorkshire,E12000001,16/10/2020,34,6261,,,
region,North East and Yorkshire,E12000001,15/10/2020,29,6227,,,
region,North East and Yorkshire,E12000001,14/10/2020,31,6198,,,
region,North East and Yorkshire,E12000001,13/10/2020,24,6167,,,
region,North East and Yorkshire,E12000001,12/10/2020,24,6143,,,
region,North East and Yorkshire,E12000001,11/10/2020,26,6119,,,
region,North East and Yorkshire,E12000001,10/10/2020,30,6093,,,
region,North East and Yorkshire,E12000001,09/10/2020,20,6063,,,
region,North East and Yorkshire,E12000001,08/10/2020,23,6043,,,
region,North East and Yorkshire,E12000001,07/10/2020,24,6020,,,
region,North East and Yorkshire,E12000001,06/10/2020,19,5996,,,
region,North East and Yorkshire,E12000001,05/10/2020,17,5977,,,
region,North East and Yorkshire,E12000001,04/10/2020,15,5960,,,
region,North East and Yorkshire,E12000001,03/10/2020,14,5945,,,
region,North East and Yorkshire,E12000001,02/10/2020,26,5931,,,
region,North East and Yorkshire,E12000001,01/10/2020,11,5905,,,
region,North East and Yorkshire,E12000001,30/09/2020,7,5894,,,
region,North East and Yorkshire,E12000001,29/09/2020,8,5887,,,
region,North East and Yorkshire,E12000001,28/09/2020,7,5879,,,
region,North East and Yorkshire,E12000001,27/09/2020,15,5872,,,
region,North East and Yorkshire,E12000001,26/09/2020,11,5857,,,
region,North East and Yorkshire,E12000001,25/09/2020,7,5846,,,
region,North East and Yorkshire,E12000001,24/09/2020,5,5839,,,
region,North East and Yorkshire,E12000001,23/09/2020,8,5834,,,
region,North East and Yorkshire,E12000001,22/09/2020,6,5826,,,
region,North East and Yorkshire,E12000001,21/09/2020,9,5820,,,
region,North East and Yorkshire,E12000001,20/09/2020,9,5811,,,
region,North East and Yorkshire,E12000001,19/09/2020,3,5802,,,
region,North East and Yorkshire,E12000001,18/09/2020,6,5799,,,
region,North East and Yorkshire,E12000001,17/09/2020,7,5793,,,
region,North East and Yorkshire,E12000001,16/09/2020,4,5786,,,
region,North East and Yorkshire,E12000001,15/09/2020,3,5782,,,
region,North East and Yorkshire,E12000001,14/09/2020,4,5779,,,
region,North East and Yorkshire,E12000001,13/09/2020,4,5775,,,
region,North East and Yorkshire,E12000001,12/09/2020,3,5771,,,
region,North East and Yorkshire,E12000001,11/09/2020,3,5768,,,
region,North East and Yorkshire,E12000001,10/09/2020,2,5765,,,
region,North East and Yorkshire,E12000001,09/09/2020,3,5763,,,
region,North East and Yorkshire,E12000001,08/09/2020,1,5760,,,
region,North East and Yorkshire,E12000001,07/09/2020,2,5759,,,
region,North East and Yorkshire,E12000001,06/09/2020,1,5757,,,
region,North East and Yorkshire,E12000001,05/09/2020,4,5756,,,
region,North East and Yorkshire,E12000001,04/09/2020,1,5752,,,
region,North East and Yorkshire,E12000001,03/09/2020,1,5751,,,
region,North East and Yorkshire,E12000001,02/09/2020,3,5750,,,
region,North East and Yorkshire,E12000001,01/09/2020,1,5747,,,
region,North East and Yorkshire,E12000001,31/08/2020,1,5746,,,
region,North East and Yorkshire,E12000001,30/08/2020,1,5745,,,
region,North East and Yorkshire,E12000001,29/08/2020,3,5744,,,
region,North East and Yorkshire,E12000001,28/08/2020,2,5741,,,
region,North East and Yorkshire,E12000001,27/08/2020,1,5739,,,
region,North East and Yorkshire,E12000001,26/08/2020,1,5738,,,
region,North East and Yorkshire,E12000001,25/08/2020,1,5737,,,
region,North East and Yorkshire,E12000001,24/08/2020,0,5736,,,
region,North East and Yorkshire,E12000001,23/08/2020,2,5736,,,
region,North East and Yorkshire,E12000001,22/08/2020,1,5734,,,
region,North East and Yorkshire,E12000001,21/08/2020,2,5733,,,
region,North East and Yorkshire,E12000001,20/08/2020,1,5731,,,
region,North East and Yorkshire,E12000001,19/08/2020,0,5730,,,
region,North East and Yorkshire,E12000001,18/08/2020,1,5730,,,
region,North East and Yorkshire,E12000001,17/08/2020,4,5729,,,
region,North East and Yorkshire,E12000001,16/08/2020,1,5725,,,
region,North East and Yorkshire,E12000001,15/08/2020,2,5724,,,
region,North East and Yorkshire,E12000001,14/08/2020,0,5722,,,
region,North East and Yorkshire,E12000001,13/08/2020,1,5722,,,
region,North East and Yorkshire,E12000001,12/08/2020,1,5721,,,
region,North East and Yorkshire,E12000001,11/08/2020,1,5720,,,
region,North East and Yorkshire,E12000001,10/08/2020,2,5719,,,
region,North East and Yorkshire,E12000001,09/08/2020,2,5717,,,
region,North East and Yorkshire,E12000001,08/08/2020,1,5715,,,
region,North East and Yorkshire,E12000001,07/08/2020,0,5714,,,
region,North East and Yorkshire,E12000001,06/08/2020,3,5714,,,
region,North East and Yorkshire,E12000001,05/08/2020,0,5711,,,
region,North East and Yorkshire,E12000001,04/08/2020,2,5711,,,
region,North East and Yorkshire,E12000001,03/08/2020,2,5709,,,
region,North East and Yorkshire,E12000001,02/08/2020,1,5707,,,
region,North East and Yorkshire,E12000001,01/08/2020,3,5706,,,
region,North East and Yorkshire,E12000001,31/07/2020,0,5703,,,
region,North East and Yorkshire,E12000001,30/07/2020,0,5703,,,
region,North East and Yorkshire,E12000001,29/07/2020,0,5703,,,
region,North East and Yorkshire,E12000001,28/07/2020,2,5703,,,
region,North East and Yorkshire,E12000001,27/07/2020,1,5701,,,
region,North East and Yorkshire,E12000001,26/07/2020,2,5700,,,
region,North East and Yorkshire,E12000001,25/07/2020,2,5698,,,
region,North East and Yorkshire,E12000001,24/07/2020,3,5696,,,
region,North East and Yorkshire,E12000001,23/07/2020,3,5693,,,
region,North East and Yorkshire,E12000001,22/07/2020,3,5690,,,
region,North East and Yorkshire,E12000001,21/07/2020,3,5687,,,
region,North East and Yorkshire,E12000001,20/07/2020,0,5684,,,
region,North East and Yorkshire,E12000001,19/07/2020,2,5684,,,
region,North East and Yorkshire,E12000001,18/07/2020,4,5682,,,
region,North East and Yorkshire,E12000001,17/07/2020,3,5678,,,
region,North East and Yorkshire,E12000001,16/07/2020,1,5675,,,
region,North East and Yorkshire,E12000001,15/07/2020,2,5674,,,
region,North East and Yorkshire,E12000001,14/07/2020,3,5672,,,
region,North East and Yorkshire,E12000001,13/07/2020,1,5669,,,
region,North East and Yorkshire,E12000001,12/07/2020,3,5668,,,
region,North East and Yorkshire,E12000001,11/07/2020,1,5665,,,
region,North East and Yorkshire,E12000001,10/07/2020,4,5664,,,
region,North East and Yorkshire,E12000001,09/07/2020,0,5660,,,
region,North East and Yorkshire,E12000001,08/07/2020,5,5660,,,
region,North East and Yorkshire,E12000001,07/07/2020,4,5655,,,
region,North East and Yorkshire,E12000001,06/07/2020,3,5651,,,
region,North East and Yorkshire,E12000001,05/07/2020,2,5648,,,
region,North East and Yorkshire,E12000001,04/07/2020,3,5646,,,
region,North East and Yorkshire,E12000001,03/07/2020,7,5643,,,
region,North East and Yorkshire,E12000001,02/07/2020,9,5636,,,
region,North East and Yorkshire,E12000001,01/07/2020,3,5627,,,
region,North East and Yorkshire,E12000001,30/06/2020,9,5624,,,
region,North East and Yorkshire,E12000001,29/06/2020,3,5615,,,
region,North East and Yorkshire,E12000001,28/06/2020,7,5612,,,
region,North East and Yorkshire,E12000001,27/06/2020,7,5605,,,
region,North East and Yorkshire,E12000001,26/06/2020,8,5598,,,
region,North East and Yorkshire,E12000001,25/06/2020,7,5590,,,
region,North East and Yorkshire,E12000001,24/06/2020,14,5583,,,
region,North East and Yorkshire,E12000001,23/06/2020,10,5569,,,
region,North East and Yorkshire,E12000001,22/06/2020,12,5559,,,
region,North East and Yorkshire,E12000001,21/06/2020,11,5547,,,
region,North East and Yorkshire,E12000001,20/06/2020,8,5536,,,
region,North East and Yorkshire,E12000001,19/06/2020,4,5528,,,
region,North East and Yorkshire,E12000001,18/06/2020,14,5524,,,
region,North East and Yorkshire,E12000001,17/06/2020,5,5510,,,
region,North East and Yorkshire,E12000001,16/06/2020,12,5505,,,
region,North East and Yorkshire,E12000001,15/06/2020,11,5493,,,
region,North East and Yorkshire,E12000001,14/06/2020,14,5482,,,
region,North East and Yorkshire,E12000001,13/06/2020,10,5468,,,
region,North East and Yorkshire,E12000001,12/06/2020,14,5458,,,
region,North East and Yorkshire,E12000001,11/06/2020,13,5444,,,
region,North East and Yorkshire,E12000001,10/06/2020,24,5431,,,
region,North East and Yorkshire,E12000001,09/06/2020,16,5407,,,
region,North East and Yorkshire,E12000001,08/06/2020,19,5391,,,
region,North East and Yorkshire,E12000001,07/06/2020,21,5372,,,
region,North East and Yorkshire,E12000001,06/06/2020,20,5351,,,
region,North East and Yorkshire,E12000001,05/06/2020,24,5331,,,
region,North East and Yorkshire,E12000001,04/06/2020,23,5307,,,
region,North East and Yorkshire,E12000001,03/06/2020,28,5284,,,
region,North East and Yorkshire,E12000001,02/06/2020,37,5256,,,
region,North East and Yorkshire,E12000001,01/06/2020,27,5219,,,
region,North East and Yorkshire,E12000001,31/05/2020,30,5192,,,
region,North East and Yorkshire,E12000001,30/05/2020,35,5162,,,
region,North East and Yorkshire,E12000001,29/05/2020,41,5127,,,
region,North East and Yorkshire,E12000001,28/05/2020,39,5086,,,
region,North East and Yorkshire,E12000001,27/05/2020,36,5047,,,
region,North East and Yorkshire,E12000001,26/05/2020,36,5011,,,
region,North East and Yorkshire,E12000001,25/05/2020,38,4975,,,
region,North East and Yorkshire,E12000001,24/05/2020,38,4937,,,
region,North East and Yorkshire,E12000001,23/05/2020,37,4899,,,
region,North East and Yorkshire,E12000001,22/05/2020,40,4862,,,
region,North East and Yorkshire,E12000001,21/05/2020,47,4822,,,
region,North East and Yorkshire,E12000001,20/05/2020,44,4775,,,
region,North East and Yorkshire,E12000001,19/05/2020,46,4731,,,
region,North East and Yorkshire,E12000001,18/05/2020,65,4685,,,
region,North East and Yorkshire,E12000001,17/05/2020,50,4620,,,
region,North East and Yorkshire,E12000001,16/05/2020,66,4570,,,
region,North East and Yorkshire,E12000001,15/05/2020,64,4504,,,
region,North East and Yorkshire,E12000001,14/05/2020,62,4440,,,
region,North East and Yorkshire,E12000001,13/05/2020,65,4378,,,
region,North East and Yorkshire,E12000001,12/05/2020,46,4313,,,
region,North East and Yorkshire,E12000001,11/05/2020,54,4267,,,
region,North East and Yorkshire,E12000001,10/05/2020,65,4213,,,
region,North East and Yorkshire,E12000001,09/05/2020,62,4148,,,
region,North East and Yorkshire,E12000001,08/05/2020,73,4086,,,
region,North East and Yorkshire,E12000001,07/05/2020,91,4013,,,
region,North East and Yorkshire,E12000001,06/05/2020,76,3922,,,
region,North East and Yorkshire,E12000001,05/05/2020,78,3846,,,
region,North East and Yorkshire,E12000001,04/05/2020,82,3768,,,
region,North East and Yorkshire,E12000001,03/05/2020,75,3686,,,
region,North East and Yorkshire,E12000001,02/05/2020,96,3611,,,
region,North East and Yorkshire,E12000001,01/05/2020,95,3515,,,
region,North East and Yorkshire,E12000001,30/04/2020,91,3420,,,
region,North East and Yorkshire,E12000001,29/04/2020,99,3329,,,
region,North East and Yorkshire,E12000001,28/04/2020,98,3230,,,
region,North East and Yorkshire,E12000001,27/04/2020,98,3132,,,
region,North East and Yorkshire,E12000001,26/04/2020,97,3034,,,
region,North East and Yorkshire,E12000001,25/04/2020,110,2937,,,
region,North East and Yorkshire,E12000001,24/04/2020,100,2827,,,
region,North East and Yorkshire,E12000001,23/04/2020,87,2727,,,
region,North East and Yorkshire,E12000001,22/04/2020,106,2640,,,
region,North East and Yorkshire,E12000001,21/04/2020,102,2534,,,
region,North East and Yorkshire,E12000001,20/04/2020,115,2432,,,
region,North East and Yorkshire,E12000001,19/04/2020,110,2317,,,
region,North East and Yorkshire,E12000001,18/04/2020,113,2207,,,
region,North East and Yorkshire,E12000001,17/04/2020,108,2094,,,
region,North East and Yorkshire,E12000001,16/04/2020,108,1986,,,
region,North East and Yorkshire,E12000001,15/04/2020,112,1878,,,
region,North East and Yorkshire,E12000001,14/04/2020,114,1766,,,
region,North East and Yorkshire,E12000001,13/04/2020,100,1652,,,
region,North East and Yorkshire,E12000001,12/04/2020,108,1552,,,
region,North East and Yorkshire,E12000001,11/04/2020,108,1444,,,
region,North East and Yorkshire,E12000001,10/04/2020,128,1336,,,
region,North East and Yorkshire,E12000001,09/04/2020,118,1208,,,
region,North East and Yorkshire,E12000001,08/04/2020,122,1090,,,
region,North East and Yorkshire,E12000001,07/04/2020,101,968,,,
region,North East and Yorkshire,E12000001,06/04/2020,102,867,,,
region,North East and Yorkshire,E12000001,05/04/2020,98,765,,,
region,North East and Yorkshire,E12000001,04/04/2020,117,667,,,
region,North East and Yorkshire,E12000001,03/04/2020,95,550,,,
region,North East and Yorkshire,E12000001,02/04/2020,73,455,,,
region,North East and Yorkshire,E12000001,01/04/2020,74,382,,,
region,North East and Yorkshire,E12000001,31/03/2020,61,308,,,
region,North East and Yorkshire,E12000001,30/03/2020,64,247,,,
region,North East and Yorkshire,E12000001,29/03/2020,37,183,,,
region,North East and Yorkshire,E12000001,28/03/2020,31,146,,,
region,North East and Yorkshire,E12000001,27/03/2020,30,115,,,
region,North East and Yorkshire,E12000001,26/03/2020,23,85,,,
region,North East and Yorkshire,E12000001,25/03/2020,14,62,,,
region,North East and Yorkshire,E12000001,24/03/2020,8,48,,,
region,North East and Yorkshire,E12000001,23/03/2020,9,40,,,
region,North East and Yorkshire,E12000001,22/03/2020,8,31,,,
region,North East and Yorkshire,E12000001,21/03/2020,5,23,,,
region,North East and Yorkshire,E12000001,20/03/2020,5,18,,,
region,North East and Yorkshire,E12000001,19/03/2020,2,13,,,
region,North East and Yorkshire,E12000001,18/03/2020,3,11,,,
region,North East and Yorkshire,E12000001,17/03/2020,2,8,,,
region,North East and Yorkshire,E12000001,16/03/2020,2,6,,,
region,North East and Yorkshire,E12000001,15/03/2020,3,4,,,
region,North West,E12000002,11/07/2022,3,25299,,,
region,North West,E12000002,10/07/2022,6,25296,,,
region,North West,E12000002,09/07/2022,7,25290,,,
region,North West,E12000002,08/07/2022,10,25283,,,
region,North West,E12000002,07/07/2022,16,25273,,,
region,North West,E12000002,06/07/2022,12,25257,,,
region,North West,E12000002,05/07/2022,23,25245,,,
region,North West,E12000002,04/07/2022,16,25222,,,
region,North West,E12000002,03/07/2022,10,25206,,,
region,North West,E12000002,02/07/2022,15,25196,,,
region,North West,E12000002,01/07/2022,15,25181,,,
region,North West,E12000002,30/06/2022,10,25166,,,
region,North West,E12000002,29/06/2022,11,25156,,,
region,North West,E12000002,28/06/2022,11,25145,,,
region,North West,E12000002,27/06/2022,13,25134,,,
region,North West,E12000002,26/06/2022,8,25121,,,
region,North West,E12000002,25/06/2022,7,25113,,,
region,North West,E12000002,24/06/2022,13,25106,,,
region,North West,E12000002,23/06/2022,10,25093,,,
region,North West,E12000002,22/06/2022,12,25083,,,
region,North West,E12000002,21/06/2022,6,25071,,,
region,North West,E12000002,20/06/2022,8,25065,,,
region,North West,E12000002,19/06/2022,7,25057,,,
region,North West,E12000002,18/06/2022,6,25050,,,
region,North West,E12000002,17/06/2022,2,25044,,,
region,North West,E12000002,16/06/2022,9,25042,,,
region,North West,E12000002,15/06/2022,3,25033,,,
region,North West,E12000002,14/06/2022,6,25030,,,
region,North West,E12000002,13/06/2022,6,25024,,,
region,North West,E12000002,12/06/2022,6,25018,,,
region,North West,E12000002,11/06/2022,9,25012,,,
region,North West,E12000002,10/06/2022,6,25003,,,
region,North West,E12000002,09/06/2022,3,24997,,,
region,North West,E12000002,08/06/2022,7,24994,,,
region,North West,E12000002,07/06/2022,3,24987,,,
region,North West,E12000002,06/06/2022,4,24984,,,
region,North West,E12000002,05/06/2022,4,24980,,,
region,North West,E12000002,04/06/2022,6,24976,,,
region,North West,E12000002,03/06/2022,2,24970,,,
region,North West,E12000002,02/06/2022,5,24968,,,
region,North West,E12000002,01/06/2022,7,24963,,,
region,North West,E12000002,31/05/2022,11,24956,,,
region,North West,E12000002,30/05/2022,8,24945,,,
region,North West,E12000002,29/05/2022,7,24937,,,
region,North West,E12000002,28/05/2022,4,24930,,,
region,North West,E12000002,27/05/2022,7,24926,,,
region,North West,E12000002,26/05/2022,15,24919,,,
region,North West,E12000002,25/05/2022,7,24904,,,
region,North West,E12000002,24/05/2022,7,24897,,,
region,North West,E12000002,23/05/2022,5,24890,,,
region,North West,E12000002,22/05/2022,5,24885,,,
region,North West,E12000002,21/05/2022,9,24880,,,
region,North West,E12000002,20/05/2022,13,24871,,,
region,North West,E12000002,19/05/2022,11,24858,,,
region,North West,E12000002,18/05/2022,7,24847,,,
region,North West,E12000002,17/05/2022,12,24840,,,
region,North West,E12000002,16/05/2022,10,24828,,,
region,North West,E12000002,15/05/2022,19,24818,,,
region,North West,E12000002,14/05/2022,12,24799,,,
region,North West,E12000002,13/05/2022,13,24787,,,
region,North West,E12000002,12/05/2022,17,24774,,,
region,North West,E12000002,11/05/2022,14,24757,,,
region,North West,E12000002,10/05/2022,14,24743,,,
region,North West,E12000002,09/05/2022,17,24729,,,
region,North West,E12000002,08/05/2022,18,24712,,,
region,North West,E12000002,07/05/2022,14,24694,,,
region,North West,E12000002,06/05/2022,27,24680,,,
region,North West,E12000002,05/05/2022,12,24653,,,
region,North West,E12000002,04/05/2022,18,24641,,,
region,North West,E12000002,03/05/2022,16,24623,,,
region,North West,E12000002,02/05/2022,27,24607,,,
region,North West,E12000002,01/05/2022,26,24580,,,
region,North West,E12000002,30/04/2022,26,24554,,,
region,North West,E12000002,29/04/2022,23,24528,,,
region,North West,E12000002,28/04/2022,24,24505,,,
region,North West,E12000002,27/04/2022,27,24481,,,
region,North West,E12000002,26/04/2022,22,24454,,,
region,North West,E12000002,25/04/2022,22,24432,,,
region,North West,E12000002,24/04/2022,18,24410,,,
region,North West,E12000002,23/04/2022,27,24392,,,
region,North West,E12000002,22/04/2022,30,24365,,,
region,North West,E12000002,21/04/2022,26,24335,,,
region,North West,E12000002,20/04/2022,36,24309,,,
region,North West,E12000002,19/04/2022,33,24273,,,
region,North West,E12000002,18/04/2022,22,24240,,,
region,North West,E12000002,17/04/2022,30,24218,,,
region,North West,E12000002,16/04/2022,27,24188,,,
region,North West,E12000002,15/04/2022,25,24161,,,
region,North West,E12000002,14/04/2022,44,24136,,,
region,North West,E12000002,13/04/2022,34,24092,,,
region,North West,E12000002,12/04/2022,28,24058,,,
region,North West,E12000002,11/04/2022,27,24030,,,
region,North West,E12000002,10/04/2022,30,24003,,,
region,North West,E12000002,09/04/2022,30,23973,,,
