Region,Date,New Cases,New Cases (cumulative),Reinfections,Reinfections (cumulative),New Daily Deaths,New Daily Deaths (cumulative),New Hospital Admissions,New Hospital Admissions (cumulative),"New Vaccinations, 1st dose","New Vaccinations, 1st dose (cumulative)","New Vaccinations, 2nd dose","New Vaccinations, 2nd dose (cumulative)","New Vaccinations, Booster","New Vaccinations, Booster (cumulative)"
South West,12/07/2022,1879,1836485,356.0,97451.0,,,,,91.0,4623975.0,495.0,4442401.0,518.0,3708049.0
South West,11/07/2022,2756,1834606,552.0,97095.0,3.0,11227.0,208.0,65498.0,82.0,4623884.0,432.0,4441906.0,518.0,3707531.0
South West,10/07/2022,2566,1831850,497.0,96543.0,9.0,11224.0,190.0,65290.0,95.0,4623802.0,519.0,4441474.0,422.0,3707013.0
South West,09/07/2022,2199,1829284,417.0,96046.0,14.0,11215.0,154.0,65100.0,176.0,4623707.0,900.0,4440955.0,642.0,3706591.0
South West,08/07/2022,2615,1827085,466.0,95629.0,5.0,11201.0,146.0,64946.0,88.0,4623531.0,357.0,4440055.0,421.0,3705949.0
South West,07/07/2022,2902,1824470,579.0,95163.0,9.0,11196.0,180.0,64800.0,145.0,4623443.0,625.0,4439698.0,715.0,3705528.0
South West,06/07/2022,3245,1821568,609.0,94584.0,12.0,11187.0,190.0,64620.0,104.0,4623298.0,455.0,4439073.0,544.0,3704813.0
South West,05/07/2022,3457,1818323,635.0,93975.0,9.0,11175.0,173.0,64430.0,108.0,4623194.0,579.0,4438618.0,725.0,3704269.0
South West,04/07/2022,3709,1814866,746.0,93340.0,7.0,11166.0,214.0,64257.0,100.0,4623086.0,448.0,4438039.0,522.0,3703544.0
South West,03/07/2022,3187,1811157,579.0,92594.0,11.0,11159.0,189.0,64043.0,83.0,4622986.0,521.0,4437591.0,311.0,3703022.0
South West,02/07/2022,2531,1807970,408.0,92015.0,13.0,11148.0,160.0,63854.0,163.0,4622903.0,1031.0,4437070.0,776.0,3702711.0
South West,01/07/2022,2775,1805439,492.0,91607.0,8.0,11135.0,136.0,63694.0,65.0,4622740.0,319.0,4436039.0,416.0,3701935.0
South West,30/06/2022,2693,1802664,505.0,91115.0,9.0,11127.0,151.0,63558.0,90.0,4622675.0,383.0,4435720.0,631.0,3701519.0
South West,29/06/2022,2701,1799971,489.0,90610.0,6.0,11118.0,168.0,63407.0,123.0,4622585.0,509.0,4435337.0,794.0,3700888.0
South West,28/06/2022,2688,1797270,444.0,90121.0,9.0,11112.0,141.0,63239.0,117.0,4622462.0,460.0,4434828.0,646.0,3700094.0
South West,27/06/2022,2696,1794582,462.0,89677.0,11.0,11103.0,159.0,63098.0,94.0,4622345.0,440.0,4434368.0,608.0,3699448.0
South West,26/06/2022,2125,1791886,377.0,89215.0,5.0,11092.0,116.0,62939.0,93.0,4622251.0,359.0,4433928.0,366.0,3698840.0
South West,25/06/2022,1714,1789761,248.0,88838.0,9.0,11087.0,77.0,62823.0,203.0,4622158.0,837.0,4433569.0,848.0,3698474.0
South West,24/06/2022,1738,1788047,278.0,88590.0,9.0,11078.0,90.0,62746.0,101.0,4621955.0,333.0,4432732.0,528.0,3697626.0
South West,23/06/2022,1835,1786309,288.0,88312.0,8.0,11069.0,84.0,62656.0,90.0,4621854.0,241.0,4432399.0,475.0,3697098.0
South West,22/06/2022,1981,1784474,286.0,88024.0,6.0,11061.0,107.0,62572.0,117.0,4621764.0,417.0,4432158.0,629.0,3696623.0
South West,21/06/2022,1906,1782493,289.0,87738.0,6.0,11055.0,105.0,62465.0,132.0,4621647.0,339.0,4431741.0,701.0,3695994.0
South West,20/06/2022,1840,1780587,307.0,87449.0,3.0,11049.0,87.0,62360.0,75.0,4621515.0,250.0,4431402.0,379.0,3695293.0
South West,19/06/2022,1544,1778747,235.0,87142.0,6.0,11046.0,75.0,62273.0,66.0,4621440.0,256.0,4431152.0,277.0,3694914.0
South West,18/06/2022,1235,1777203,174.0,86907.0,5.0,11040.0,45.0,62198.0,177.0,4621374.0,636.0,4430896.0,629.0,3694637.0
South West,17/06/2022,1237,1775968,180.0,86733.0,6.0,11035.0,72.0,62153.0,84.0,4621197.0,258.0,4430260.0,464.0,3694008.0
South West,16/06/2022,1282,1774731,225.0,86553.0,2.0,11029.0,88.0,62081.0,82.0,4621113.0,346.0,4430002.0,634.0,3693544.0
South West,15/06/2022,1316,1773449,183.0,86328.0,8.0,11027.0,79.0,61993.0,114.0,4621031.0,375.0,4429656.0,552.0,3692910.0
South West,14/06/2022,1271,1772133,185.0,86145.0,0.0,11019.0,64.0,61914.0,94.0,4620917.0,343.0,4429281.0,747.0,3692358.0
South West,13/06/2022,1419,1770862,227.0,85960.0,3.0,11019.0,72.0,61850.0,66.0,4620823.0,262.0,4428938.0,450.0,3691611.0
South West,12/06/2022,1119,1769443,140.0,85733.0,2.0,11016.0,81.0,61778.0,102.0,4620757.0,387.0,4428676.0,442.0,3691161.0
South West,11/06/2022,942,1768324,123.0,85593.0,7.0,11014.0,54.0,61697.0,235.0,4620655.0,773.0,4428289.0,907.0,3690719.0
South West,10/06/2022,954,1767382,130.0,85470.0,4.0,11007.0,56.0,61643.0,77.0,4620420.0,256.0,4427516.0,469.0,3689812.0
South West,09/06/2022,1004,1766428,154.0,85340.0,2.0,11003.0,54.0,61587.0,131.0,4620343.0,394.0,4427260.0,650.0,3689343.0
South West,08/06/2022,1018,1765424,164.0,85186.0,6.0,11001.0,70.0,61533.0,121.0,4620212.0,380.0,4426866.0,725.0,3688693.0
South West,07/06/2022,951,1764406,133.0,85022.0,7.0,10995.0,54.0,61463.0,127.0,4620091.0,352.0,4426486.0,785.0,3687968.0
South West,06/06/2022,1031,1763455,151.0,84889.0,6.0,10988.0,58.0,61409.0,107.0,4619964.0,335.0,4426134.0,632.0,3687183.0
South West,05/06/2022,810,1762424,126.0,84738.0,10.0,10982.0,41.0,61351.0,34.0,4619857.0,164.0,4425799.0,178.0,3686551.0
South West,04/06/2022,621,1761614,74.0,84612.0,4.0,10972.0,34.0,61310.0,94.0,4619823.0,449.0,4425635.0,438.0,3686373.0
South West,03/06/2022,580,1760993,76.0,84538.0,2.0,10968.0,34.0,61276.0,27.0,4619729.0,85.0,4425186.0,125.0,3685935.0
South West,02/06/2022,538,1760413,67.0,84462.0,7.0,10966.0,39.0,61242.0,41.0,4619702.0,189.0,4425101.0,240.0,3685810.0
South West,01/06/2022,587,1759875,72.0,84395.0,3.0,10959.0,55.0,61203.0,170.0,4619661.0,667.0,4424912.0,908.0,3685570.0
South West,31/05/2022,626,1759288,75.0,84323.0,8.0,10956.0,60.0,61148.0,209.0,4619491.0,811.0,4424245.0,989.0,3684662.0
South West,30/05/2022,625,1758662,74.0,84248.0,5.0,10948.0,43.0,61088.0,168.0,4619282.0,689.0,4423434.0,876.0,3683673.0
South West,29/05/2022,514,1758037,65.0,84174.0,4.0,10943.0,43.0,61045.0,83.0,4619114.0,284.0,4422745.0,393.0,3682797.0
South West,28/05/2022,438,1757523,49.0,84109.0,10.0,10939.0,46.0,61002.0,188.0,4619031.0,870.0,4422461.0,987.0,3682404.0
South West,27/05/2022,460,1757085,53.0,84060.0,1.0,10929.0,32.0,60956.0,126.0,4618843.0,346.0,4421591.0,593.0,3681417.0
South West,26/05/2022,494,1756625,61.0,84007.0,4.0,10928.0,49.0,60924.0,157.0,4618717.0,536.0,4421245.0,774.0,3680824.0
South West,25/05/2022,498,1756131,67.0,83946.0,5.0,10924.0,55.0,60875.0,199.0,4618560.0,476.0,4420709.0,872.0,3680050.0
South West,24/05/2022,536,1755633,90.0,83879.0,5.0,10919.0,45.0,60820.0,192.0,4618361.0,490.0,4420233.0,884.0,3679178.0
South West,23/05/2022,640,1755097,97.0,83789.0,6.0,10914.0,50.0,60775.0,144.0,4618169.0,305.0,4419743.0,740.0,3678294.0
South West,22/05/2022,554,1754457,75.0,83692.0,9.0,10908.0,43.0,60725.0,101.0,4618025.0,298.0,4419438.0,406.0,3677554.0
South West,21/05/2022,429,1753903,49.0,83617.0,7.0,10899.0,50.0,60682.0,244.0,4617924.0,853.0,4419140.0,960.0,3677148.0
South West,20/05/2022,506,1753474,62.0,83568.0,4.0,10892.0,59.0,60632.0,138.0,4617680.0,369.0,4418287.0,770.0,3676188.0
South West,19/05/2022,556,1752968,92.0,83506.0,3.0,10888.0,68.0,60573.0,187.0,4617542.0,574.0,4417918.0,1008.0,3675418.0
South West,18/05/2022,633,1752412,72.0,83414.0,8.0,10885.0,56.0,60505.0,233.0,4617355.0,560.0,4417344.0,1040.0,3674410.0
South West,17/05/2022,622,1751779,89.0,83342.0,6.0,10877.0,66.0,60449.0,206.0,4617122.0,559.0,4416784.0,1149.0,3673370.0
South West,16/05/2022,816,1751157,128.0,83253.0,8.0,10871.0,65.0,60383.0,119.0,4616916.0,368.0,4416225.0,803.0,3672221.0
South West,15/05/2022,654,1750341,75.0,83125.0,5.0,10863.0,75.0,60318.0,181.0,4616797.0,535.0,4415857.0,586.0,3671418.0
South West,14/05/2022,486,1749687,64.0,83050.0,7.0,10858.0,42.0,60243.0,375.0,4616616.0,1123.0,4415322.0,1342.0,3670832.0
South West,13/05/2022,604,1749201,62.0,82986.0,15.0,10851.0,65.0,60201.0,136.0,4616241.0,364.0,4414199.0,573.0,3669490.0
South West,12/05/2022,643,1748597,89.0,82924.0,14.0,10836.0,77.0,60136.0,213.0,4616105.0,670.0,4413835.0,1139.0,3668917.0
South West,11/05/2022,723,1747954,87.0,82835.0,3.0,10822.0,55.0,60059.0,214.0,4615892.0,675.0,4413165.0,1090.0,3667778.0
South West,10/05/2022,746,1747231,93.0,82748.0,12.0,10819.0,85.0,60004.0,264.0,4615678.0,771.0,4412490.0,1039.0,3666688.0
South West,09/05/2022,919,1746485,129.0,82655.0,6.0,10807.0,86.0,59919.0,141.0,4615414.0,508.0,4411719.0,806.0,3665649.0
South West,08/05/2022,781,1745566,83.0,82526.0,10.0,10801.0,60.0,59833.0,144.0,4615273.0,494.0,4411211.0,509.0,3664843.0
South West,07/05/2022,685,1744785,81.0,82443.0,12.0,10791.0,48.0,59773.0,352.0,4615129.0,1389.0,4410717.0,1396.0,3664334.0
South West,06/05/2022,767,1744100,96.0,82362.0,12.0,10779.0,75.0,59725.0,195.0,4614777.0,547.0,4409328.0,976.0,3662938.0
South West,05/05/2022,982,1743333,123.0,82266.0,17.0,10767.0,77.0,59650.0,200.0,4614582.0,609.0,4408781.0,1105.0,3661962.0
South West,04/05/2022,1036,1742351,109.0,82143.0,9.0,10750.0,102.0,59573.0,330.0,4614382.0,824.0,4408172.0,1293.0,3660857.0
South West,03/05/2022,1117,1741315,165.0,82034.0,15.0,10741.0,118.0,59471.0,239.0,4614052.0,711.0,4407348.0,1258.0,3659564.0
South West,02/05/2022,1144,1740198,160.0,81869.0,16.0,10726.0,86.0,59353.0,93.0,4613813.0,201.0,4406637.0,296.0,3658306.0
South West,01/05/2022,868,1739054,97.0,81709.0,19.0,10710.0,80.0,59267.0,155.0,4613720.0,447.0,4406436.0,331.0,3658010.0
South West,30/04/2022,730,1738186,73.0,81612.0,20.0,10691.0,78.0,59187.0,487.0,4613565.0,1449.0,4405989.0,1491.0,3657679.0
South West,29/04/2022,858,1737456,96.0,81539.0,16.0,10671.0,85.0,59109.0,220.0,4613078.0,591.0,4404540.0,995.0,3656188.0
South West,28/04/2022,968,1736598,118.0,81443.0,24.0,10655.0,102.0,59024.0,283.0,4612858.0,875.0,4403949.0,1183.0,3655193.0
South West,27/04/2022,1052,1735630,127.0,81325.0,20.0,10631.0,127.0,58922.0,358.0,4612575.0,775.0,4403074.0,1385.0,3654010.0
South West,26/04/2022,1243,1734578,135.0,81198.0,21.0,10611.0,113.0,58795.0,280.0,4612217.0,685.0,4402299.0,1198.0,3652625.0
South West,25/04/2022,1471,1733335,179.0,81063.0,15.0,10590.0,118.0,58682.0,165.0,4611937.0,510.0,4401614.0,901.0,3651427.0
South West,24/04/2022,1356,1731864,149.0,80884.0,14.0,10575.0,117.0,58564.0,217.0,4611772.0,480.0,4401104.0,530.0,3650526.0
South West,23/04/2022,1237,1730508,117.0,80735.0,24.0,10561.0,130.0,58447.0,560.0,4611555.0,1515.0,4400624.0,1589.0,3649996.0
South West,22/04/2022,1457,1729271,154.0,80618.0,20.0,10537.0,134.0,58317.0,411.0,4610995.0,1008.0,4399109.0,1113.0,3648407.0
South West,21/04/2022,1590,1727814,158.0,80464.0,26.0,10517.0,146.0,58183.0,462.0,4610584.0,1079.0,4398101.0,1295.0,3647294.0
South West,20/04/2022,2007,1726224,217.0,80306.0,23.0,10491.0,169.0,58037.0,390.0,4610122.0,1051.0,4397022.0,1331.0,3645999.0
South West,19/04/2022,2238,1724217,219.0,80089.0,23.0,10468.0,141.0,57868.0,528.0,4609732.0,1364.0,4395971.0,1468.0,3644668.0
South West,18/04/2022,2454,1721979,240.0,79870.0,29.0,10445.0,170.0,57727.0,117.0,4609204.0,282.0,4394607.0,337.0,3643200.0
South West,17/04/2022,1869,1719525,159.0,79630.0,28.0,10416.0,167.0,57557.0,44.0,4609087.0,92.0,4394325.0,108.0,3642863.0
South West,16/04/2022,1887,1717656,137.0,79471.0,27.0,10388.0,163.0,57390.0,344.0,4609043.0,886.0,4394233.0,840.0,3642755.0
South West,15/04/2022,2066,1715769,189.0,79334.0,29.0,10361.0,164.0,57227.0,178.0,4608699.0,364.0,4393347.0,401.0,3641915.0
South West,14/04/2022,2584,1713703,232.0,79145.0,20.0,10332.0,190.0,57063.0,464.0,4608521.0,990.0,4392983.0,1420.0,3641514.0
South West,13/04/2022,3042,1711119,304.0,78913.0,31.0,10312.0,218.0,56873.0,583.0,4608057.0,1280.0,4391993.0,1638.0,3640094.0
South West,12/04/2022,3197,1708077,276.0,78609.0,29.0,10281.0,239.0,56655.0,447.0,4607474.0,1104.0,4390713.0,1428.0,3638456.0
South West,11/04/2022,3747,1704880,369.0,78333.0,31.0,10252.0,224.0,56416.0,387.0,4607027.0,1024.0,4389609.0,1134.0,3637028.0
South West,10/04/2022,3094,1701133,257.0,77964.0,30.0,10221.0,223.0,56192.0,229.0,4606640.0,587.0,4388585.0,550.0,3635894.0
South West,09/04/2022,2696,1698039,228.0,77707.0,35.0,10191.0,201.0,55969.0,620.0,4606411.0,1725.0,4387998.0,1679.0,3635344.0
South West,08/04/2022,3343,1695343,324.0,77479.0,39.0,10156.0,214.0,55768.0,248.0,4605791.0,682.0,4386273.0,1010.0,3633665.0
South West,07/04/2022,3854,1692000,370.0,77155.0,39.0,10117.0,243.0,55554.0,374.0,4605543.0,1062.0,4385591.0,1390.0,3632655.0
South West,06/04/2022,4561,1688146,445.0,76785.0,31.0,10078.0,266.0,55311.0,355.0,4605169.0,993.0,4384529.0,1299.0,3631265.0
South West,05/04/2022,4826,1683585,434.0,76340.0,30.0,10047.0,221.0,55045.0,267.0,4604814.0,873.0,4383536.0,1131.0,3629966.0
South West,04/04/2022,5651,1678759,566.0,75906.0,33.0,10017.0,240.0,54824.0,251.0,4604547.0,672.0,4382663.0,961.0,3628835.0
South West,03/04/2022,4418,1673108,405.0,75340.0,33.0,9984.0,230.0,54584.0,134.0,4604296.0,623.0,4381991.0,605.0,3627874.0
South West,02/04/2022,3987,1668690,339.0,74935.0,34.0,9951.0,201.0,54354.0,419.0,4604162.0,1635.0,4381368.0,1336.0,3627269.0
South West,01/04/2022,4935,1664703,409.0,74596.0,23.0,9917.0,245.0,54153.0,194.0,4603743.0,745.0,4379733.0,918.0,3625933.0
South West,31/03/2022,5835,1659768,566.0,74187.0,36.0,9894.0,230.0,53908.0,371.0,4603549.0,1110.0,4378988.0,1588.0,3625015.0
South West,30/03/2022,7781,1653933,735.0,73621.0,34.0,9858.0,263.0,53678.0,281.0,4603178.0,1051.0,4377878.0,1383.0,3623427.0
South West,29/03/2022,8648,1646152,887.0,72886.0,26.0,9824.0,245.0,53415.0,263.0,4602897.0,935.0,4376827.0,1268.0,3622044.0
South West,28/03/2022,10265,1637504,1029.0,71999.0,24.0,9798.0,308.0,53170.0,219.0,4602634.0,784.0,4375892.0,1072.0,3620776.0
South West,27/03/2022,7589,1627239,760.0,70970.0,33.0,9774.0,253.0,52862.0,130.0,4602415.0,529.0,4375108.0,625.0,3619704.0
South West,26/03/2022,7259,1619650,679.0,70210.0,25.0,9741.0,234.0,52609.0,369.0,4602285.0,1535.0,4374579.0,1613.0,3619079.0
South West,25/03/2022,8118,1612391,791.0,69531.0,27.0,9716.0,233.0,52375.0,245.0,4601916.0,1011.0,4373044.0,1159.0,3617466.0
South West,24/03/2022,9377,1604273,901.0,68740.0,17.0,9689.0,289.0,52142.0,317.0,4601671.0,1107.0,4372033.0,1291.0,3616307.0
South West,23/03/2022,10939,1594896,1099.0,67839.0,27.0,9672.0,285.0,51853.0,380.0,4601354.0,1145.0,4370926.0,1749.0,3615016.0
South West,22/03/2022,11973,1583957,1210.0,66740.0,21.0,9645.0,261.0,51568.0,307.0,4600974.0,1013.0,4369781.0,1480.0,3613267.0
South West,21/03/2022,12969,1571984,1365.0,65530.0,21.0,9624.0,264.0,51307.0,396.0,4600667.0,1336.0,4368768.0,1224.0,3611787.0
South West,20/03/2022,10381,1559015,1042.0,64165.0,24.0,9603.0,214.0,51043.0,161.0,4600271.0,541.0,4367432.0,578.0,3610563.0
South West,19/03/2022,8291,1548634,753.0,63123.0,26.0,9579.0,249.0,50829.0,427.0,4600110.0,1571.0,4366891.0,1708.0,3609985.0
South West,18/03/2022,9473,1540343,824.0,62370.0,23.0,9553.0,223.0,50580.0,339.0,4599683.0,1139.0,4365320.0,1268.0,3608277.0
South West,17/03/2022,9963,1530870,950.0,61546.0,30.0,9530.0,234.0,50357.0,414.0,4599344.0,1319.0,4364181.0,1327.0,3607009.0
South West,16/03/2022,11140,1520907,1052.0,60596.0,17.0,9500.0,275.0,50123.0,381.0,4598930.0,1328.0,4362862.0,1679.0,3605682.0
South West,15/03/2022,11166,1509767,1005.0,59544.0,24.0,9483.0,284.0,49848.0,390.0,4598549.0,1263.0,4361534.0,1448.0,3604003.0
South West,14/03/2022,12053,1498601,1156.0,58539.0,23.0,9459.0,196.0,49564.0,350.0,4598159.0,1110.0,4360271.0,1162.0,3602555.0
South West,13/03/2022,9175,1486548,876.0,57383.0,13.0,9436.0,233.0,49368.0,174.0,4597809.0,622.0,4359161.0,740.0,3601393.0
South West,12/03/2022,7035,1477373,622.0,56507.0,15.0,9423.0,190.0,49135.0,496.0,4597635.0,1653.0,4358539.0,1876.0,3600653.0
South West,11/03/2022,7545,1470338,612.0,55885.0,18.0,9408.0,188.0,48945.0,371.0,4597139.0,1262.0,4356886.0,1336.0,3598777.0
South West,10/03/2022,7692,1462793,660.0,55273.0,19.0,9390.0,177.0,48757.0,407.0,4596768.0,1304.0,4355624.0,1407.0,3597441.0
South West,09/03/2022,7850,1455101,680.0,54613.0,10.0,9371.0,190.0,48580.0,426.0,4596361.0,1322.0,4354320.0,1708.0,3596034.0
South West,08/03/2022,7289,1447251,620.0,53933.0,16.0,9361.0,211.0,48390.0,382.0,4595935.0,1141.0,4352998.0,1307.0,3594326.0
South West,07/03/2022,6976,1439962,640.0,53313.0,11.0,9345.0,210.0,48179.0,354.0,4595553.0,1301.0,4351857.0,1137.0,3593019.0
South West,06/03/2022,4967,1432986,393.0,52673.0,15.0,9334.0,135.0,47969.0,167.0,4595199.0,603.0,4350556.0,714.0,3591882.0
South West,05/03/2022,3962,1428019,300.0,52280.0,9.0,9319.0,176.0,47834.0,448.0,4595032.0,1433.0,4349953.0,1865.0,3591168.0
South West,04/03/2022,4006,1424057,325.0,51980.0,16.0,9310.0,150.0,47658.0,460.0,4594584.0,1325.0,4348520.0,1425.0,3589303.0
South West,03/03/2022,4184,1420051,348.0,51655.0,14.0,9294.0,167.0,47508.0,507.0,4594124.0,1655.0,4347195.0,1538.0,3587878.0
South West,02/03/2022,4458,1415867,360.0,51307.0,11.0,9280.0,157.0,47341.0,539.0,4593617.0,1621.0,4345540.0,1764.0,3586340.0
South West,01/03/2022,4201,1411409,340.0,50947.0,9.0,9269.0,149.0,47184.0,493.0,4593078.0,1360.0,4343919.0,1321.0,3584576.0
South West,28/02/2022,4400,1407208,320.0,50607.0,11.0,9260.0,153.0,47035.0,337.0,4592585.0,1138.0,4342559.0,1254.0,3583255.0
South West,27/02/2022,3109,1402808,250.0,50287.0,9.0,9249.0,108.0,46882.0,197.0,4592248.0,648.0,4341421.0,912.0,3582001.0
South West,26/02/2022,2502,1399699,184.0,50037.0,12.0,9240.0,126.0,46774.0,524.0,4592051.0,1688.0,4340773.0,1971.0,3581089.0
South West,25/02/2022,2586,1397197,193.0,49853.0,12.0,9228.0,99.0,46648.0,466.0,4591527.0,1225.0,4339085.0,1597.0,3579118.0
South West,24/02/2022,2968,1394611,234.0,49660.0,17.0,9216.0,125.0,46549.0,575.0,4591061.0,1374.0,4337860.0,1721.0,3577521.0
South West,23/02/2022,3419,1391643,237.0,49426.0,10.0,9199.0,118.0,46424.0,613.0,4590486.0,1519.0,4336486.0,2131.0,3575800.0
South West,22/02/2022,3701,1388224,300.0,49189.0,14.0,9189.0,116.0,46306.0,626.0,4589873.0,1806.0,4334967.0,2167.0,3573669.0
South West,21/02/2022,4163,1384523,329.0,48889.0,11.0,9175.0,133.0,46190.0,479.0,4589247.0,1173.0,4333161.0,1476.0,3571502.0
South West,20/02/2022,3609,1380360,246.0,48560.0,13.0,9164.0,95.0,46057.0,208.0,4588768.0,658.0,4331988.0,691.0,3570026.0
South West,19/02/2022,3479,1376751,269.0,48314.0,12.0,9151.0,99.0,45962.0,714.0,4588560.0,2047.0,4331330.0,2099.0,3569335.0
South West,18/02/2022,2976,1373272,203.0,48045.0,11.0,9139.0,112.0,45863.0,168.0,4587846.0,454.0,4329283.0,843.0,3567236.0
South West,17/02/2022,4636,1370296,374.0,47842.0,11.0,9128.0,114.0,45751.0,851.0,4587678.0,2273.0,4328829.0,2176.0,3566393.0
South West,16/02/2022,5387,1365660,409.0,47468.0,18.0,9117.0,143.0,45637.0,743.0,4586827.0,2096.0,4326556.0,2297.0,3564217.0
South West,15/02/2022,5874,1360273,496.0,47059.0,14.0,9099.0,142.0,45494.0,696.0,4586084.0,2006.0,4324460.0,2114.0,3561920.0
South West,14/02/2022,6071,1354399,495.0,46563.0,12.0,9085.0,141.0,45352.0,658.0,4585388.0,1562.0,4322454.0,1573.0,3559806.0
South West,13/02/2022,4749,1348328,385.0,46068.0,10.0,9073.0,145.0,45211.0,355.0,4584730.0,904.0,4320892.0,897.0,3558233.0
South West,12/02/2022,4101,1343579,269.0,45683.0,9.0,9063.0,106.0,45066.0,1071.0,4584375.0,2551.0,4319988.0,2849.0,3557336.0
South West,11/02/2022,4620,1339478,346.0,45414.0,14.0,9054.0,119.0,44960.0,726.0,4583304.0,2006.0,4317437.0,2111.0,3554487.0
South West,10/02/2022,5454,1334858,492.0,45068.0,16.0,9040.0,129.0,44841.0,827.0,4582578.0,2250.0,4315431.0,2131.0,3552376.0
South West,09/02/2022,6919,1329404,621.0,44576.0,12.0,9024.0,153.0,44712.0,856.0,4581751.0,2270.0,4313181.0,2355.0,3550245.0
South West,08/02/2022,7409,1322485,584.0,43955.0,11.0,9012.0,150.0,44559.0,790.0,4580895.0,1944.0,4310911.0,2321.0,3547890.0
South West,07/02/2022,8357,1315076,728.0,43371.0,13.0,9001.0,117.0,44409.0,727.0,4580105.0,1742.0,4308967.0,1748.0,3545569.0
South West,06/02/2022,6587,1306719,525.0,42643.0,20.0,8988.0,110.0,44292.0,481.0,4579378.0,1429.0,4307225.0,1165.0,3543821.0
South West,05/02/2022,5521,1300132,379.0,42118.0,14.0,8968.0,134.0,44182.0,1008.0,4578897.0,2959.0,4305796.0,2869.0,3542656.0
South West,04/02/2022,6668,1294611,500.0,41739.0,18.0,8954.0,121.0,44048.0,716.0,4577889.0,1689.0,4302837.0,2291.0,3539787.0
South West,03/02/2022,7944,1287943,665.0,41239.0,26.0,8936.0,125.0,43927.0,1020.0,4577173.0,2120.0,4301148.0,2887.0,3537496.0
South West,02/02/2022,8981,1279999,739.0,40574.0,24.0,8910.0,152.0,43802.0,874.0,4576153.0,1898.0,4299028.0,2551.0,3534609.0
South West,01/02/2022,9608,1271018,807.0,39835.0,16.0,8886.0,146.0,43650.0,899.0,4575279.0,1835.0,4297130.0,2638.0,3532058.0
South West,31/01/2022,10773,1261410,887.0,39028.0,15.0,8870.0,156.0,43504.0,714.0,4574380.0,1433.0,4295295.0,2546.0,3529420.0
South West,30/01/2022,8758,1250637,646.0,38141.0,23.0,8855.0,109.0,43348.0,991.0,4573666.0,2979.0,4293862.0,2409.0,3526874.0
South West,29/01/2022,7472,1241879,521.0,37495.0,14.0,8832.0,103.0,43239.0,1626.0,4572675.0,4060.0,4290883.0,4364.0,3524465.0
South West,28/01/2022,8135,1234407,630.0,36974.0,20.0,8818.0,114.0,43136.0,1037.0,4571049.0,2305.0,4286823.0,3441.0,3520101.0
South West,27/01/2022,9121,1226272,722.0,36344.0,23.0,8798.0,127.0,43022.0,1060.0,4570012.0,2131.0,4284518.0,3669.0,3516660.0
South West,26/01/2022,10196,1217151,852.0,35622.0,18.0,8775.0,141.0,42895.0,1132.0,4568952.0,2752.0,4282387.0,4263.0,3512991.0
South West,25/01/2022,10531,1206955,869.0,34770.0,25.0,8757.0,145.0,42754.0,970.0,4567820.0,1888.0,4279635.0,4329.0,3508728.0
South West,24/01/2022,11435,1196424,893.0,33901.0,21.0,8732.0,169.0,42609.0,798.0,4566850.0,1594.0,4277747.0,3533.0,3504399.0
South West,23/01/2022,9155,1184989,703.0,33008.0,18.0,8711.0,119.0,42440.0,1109.0,4566052.0,3104.0,4276153.0,3489.0,3500866.0
South West,22/01/2022,7126,1175834,511.0,32305.0,14.0,8693.0,94.0,42321.0,2013.0,4564943.0,4818.0,4273049.0,5877.0,3497377.0
South West,21/01/2022,7810,1168708,540.0,31794.0,16.0,8679.0,126.0,42227.0,1181.0,4562930.0,2409.0,4268231.0,4953.0,3491500.0
South West,20/01/2022,8267,1160898,593.0,31254.0,17.0,8663.0,141.0,42101.0,1245.0,4561749.0,2398.0,4265822.0,5102.0,3486547.0
South West,19/01/2022,8922,1152631,676.0,30661.0,17.0,8646.0,132.0,41960.0,1159.0,4560504.0,2575.0,4263424.0,5024.0,3481445.0
South West,18/01/2022,9182,1143709,698.0,29985.0,10.0,8629.0,143.0,41828.0,1340.0,4559345.0,2158.0,4260849.0,5366.0,3476421.0
South West,17/01/2022,10066,1134527,717.0,29287.0,19.0,8619.0,132.0,41685.0,1018.0,4558005.0,1773.0,4258691.0,4500.0,3471055.0
South West,16/01/2022,7445,1124461,504.0,28570.0,18.0,8600.0,115.0,41553.0,1686.0,4556987.0,2352.0,4256918.0,5018.0,3466555.0
South West,15/01/2022,5769,1117016,364.0,28066.0,15.0,8582.0,104.0,41438.0,2908.0,4555301.0,3448.0,4254566.0,9465.0,3461537.0
South West,14/01/2022,6366,1111247,428.0,27702.0,13.0,8567.0,126.0,41334.0,1247.0,4552393.0,1579.0,4251118.0,6623.0,3452072.0
South West,13/01/2022,6595,1104881,450.0,27274.0,10.0,8554.0,124.0,41208.0,1689.0,4551146.0,2254.0,4249539.0,9289.0,3445449.0
South West,12/01/2022,7141,1098286,497.0,26824.0,19.0,8544.0,132.0,41084.0,1588.0,4549457.0,2453.0,4247285.0,9244.0,3436160.0
South West,11/01/2022,7952,1091145,566.0,26327.0,12.0,8525.0,156.0,40952.0,1317.0,4547869.0,1971.0,4244832.0,10360.0,3426916.0
South West,10/01/2022,8956,1083193,657.0,25761.0,16.0,8513.0,149.0,40796.0,985.0,4546552.0,1669.0,4242861.0,11181.0,3416556.0
