Region,Date,New Cases,New Cases (cumulative),Reinfections,Reinfections (cumulative),New Daily Deaths,New Daily Deaths (cumulative),New Hospital Admissions,New Hospital Admissions (cumulative),"New Vaccinations, 1st dose","New Vaccinations, 1st dose (cumulative)","New Vaccinations, 2nd dose","New Vaccinations, 2nd dose (cumulative)","New Vaccinations, Booster","New Vaccinations, Booster (cumulative)"
Midlands,21/04/2022,2579,3467841,393.0,184107.0,33.0,31755.0,241.0,141201.0,903.0,8222022.0,1845.0,7775448.0,2505.0,6073840.0
Midlands,20/04/2022,3078,3465262,431.0,183714.0,42.0,31722.0,265.0,140960.0,822.0,8221119.0,1766.0,7773603.0,2369.0,6071335.0
Midlands,19/04/2022,3637,3462184,511.0,183283.0,34.0,31680.0,290.0,140695.0,858.0,8220297.0,1929.0,7771837.0,2358.0,6068966.0
Midlands,18/04/2022,3841,3458547,506.0,182772.0,36.0,31646.0,290.0,140405.0,277.0,8219439.0,626.0,7769908.0,735.0,6066608.0
Midlands,17/04/2022,3108,3454706,363.0,182266.0,47.0,31610.0,267.0,140115.0,260.0,8219162.0,435.0,7769282.0,485.0,6065873.0
Midlands,16/04/2022,3079,3451598,389.0,181903.0,39.0,31563.0,246.0,139848.0,791.0,8218902.0,1810.0,7768847.0,1839.0,6065388.0
Midlands,15/04/2022,3314,3448519,373.0,181514.0,45.0,31524.0,315.0,139602.0,375.0,8218111.0,864.0,7767037.0,1120.0,6063549.0
Midlands,14/04/2022,4096,3445205,513.0,181141.0,47.0,31479.0,334.0,139287.0,918.0,8217736.0,1902.0,7766173.0,2493.0,6062429.0
Midlands,13/04/2022,4842,3441109,548.0,180628.0,71.0,31432.0,400.0,138953.0,937.0,8216818.0,1861.0,7764271.0,2411.0,6059936.0
Midlands,12/04/2022,5202,3436267,659.0,180080.0,66.0,31361.0,408.0,138553.0,837.0,8215881.0,1831.0,7762410.0,2411.0,6057525.0
Midlands,11/04/2022,5759,3431065,758.0,179421.0,58.0,31295.0,414.0,138145.0,873.0,8215044.0,1867.0,7760579.0,2414.0,6055114.0
Midlands,10/04/2022,5157,3425306,585.0,178663.0,52.0,31237.0,383.0,137731.0,720.0,8214171.0,1627.0,7758712.0,1788.0,6052700.0
Midlands,09/04/2022,4351,3420149,499.0,178078.0,42.0,31185.0,355.0,137348.0,1060.0,8213451.0,2628.0,7757085.0,2802.0,6050912.0
Midlands,08/04/2022,5119,3415798,602.0,177579.0,49.0,31143.0,363.0,136993.0,720.0,8212391.0,1855.0,7754457.0,2528.0,6048110.0
Midlands,07/04/2022,5922,3410679,730.0,176977.0,48.0,31094.0,414.0,136630.0,608.0,8211671.0,1394.0,7752602.0,2073.0,6045582.0
Midlands,06/04/2022,6942,3404757,845.0,176247.0,47.0,31046.0,443.0,136216.0,730.0,8211063.0,1583.0,7751208.0,2331.0,6043509.0
Midlands,05/04/2022,7729,3397815,991.0,175402.0,41.0,30999.0,451.0,135773.0,574.0,8210333.0,1457.0,7749625.0,2051.0,6041178.0
Midlands,04/04/2022,8704,3390086,1136.0,174411.0,51.0,30958.0,423.0,135322.0,576.0,8209759.0,1502.0,7748168.0,1958.0,6039127.0
Midlands,03/04/2022,6761,3381382,843.0,173275.0,36.0,30907.0,366.0,134899.0,447.0,8209183.0,1500.0,7746666.0,1502.0,6037169.0
Midlands,02/04/2022,6031,3374621,679.0,172432.0,48.0,30871.0,348.0,134533.0,747.0,8208736.0,2643.0,7745166.0,2786.0,6035667.0
Midlands,01/04/2022,7402,3368590,899.0,171753.0,47.0,30823.0,376.0,134185.0,573.0,8207989.0,1865.0,7742523.0,2164.0,6032881.0
Midlands,31/03/2022,8122,3361188,995.0,170854.0,38.0,30776.0,438.0,133809.0,638.0,8207416.0,2076.0,7740658.0,2161.0,6030717.0
Midlands,30/03/2022,11436,3353066,1419.0,169859.0,28.0,30738.0,473.0,133371.0,633.0,8206778.0,2150.0,7738582.0,2327.0,6028556.0
Midlands,29/03/2022,12285,3341630,1577.0,168440.0,34.0,30710.0,373.0,132898.0,612.0,8206145.0,2007.0,7736432.0,1985.0,6026229.0
Midlands,28/03/2022,14234,3329345,1820.0,166863.0,37.0,30676.0,426.0,132525.0,501.0,8205533.0,1706.0,7734425.0,1798.0,6024244.0
Midlands,27/03/2022,10702,3315111,1340.0,165043.0,38.0,30639.0,385.0,132099.0,368.0,8205032.0,1418.0,7732719.0,1248.0,6022446.0
Midlands,26/03/2022,9256,3304409,1020.0,163703.0,36.0,30601.0,327.0,131714.0,853.0,8204664.0,2993.0,7731301.0,2835.0,6021198.0
Midlands,25/03/2022,10743,3295153,1296.0,162683.0,36.0,30565.0,334.0,131387.0,707.0,8203811.0,2654.0,7728308.0,2590.0,6018363.0
Midlands,24/03/2022,12096,3284410,1466.0,161387.0,35.0,30529.0,391.0,131053.0,666.0,8203104.0,1986.0,7725654.0,2390.0,6015773.0
Midlands,23/03/2022,13601,3272314,1668.0,159921.0,33.0,30494.0,389.0,130662.0,641.0,8202438.0,2086.0,7723668.0,2354.0,6013383.0
Midlands,22/03/2022,13933,3258713,1671.0,158253.0,33.0,30461.0,443.0,130273.0,561.0,8201797.0,1718.0,7721582.0,2117.0,6011029.0
Midlands,21/03/2022,15209,3244780,1883.0,156582.0,32.0,30428.0,320.0,129830.0,675.0,8201236.0,2130.0,7719864.0,2114.0,6008912.0
Midlands,20/03/2022,11209,3229571,1259.0,154699.0,28.0,30396.0,315.0,129510.0,424.0,8200561.0,1644.0,7717734.0,1699.0,6006798.0
Midlands,19/03/2022,9272,3218362,969.0,153440.0,25.0,30368.0,327.0,129195.0,911.0,8200137.0,3162.0,7716090.0,3095.0,6005099.0
Midlands,18/03/2022,10018,3209090,1086.0,152471.0,28.0,30343.0,311.0,128868.0,713.0,8199226.0,2625.0,7712928.0,2379.0,6002004.0
Midlands,17/03/2022,11086,3199072,1238.0,151385.0,28.0,30315.0,286.0,128557.0,735.0,8198513.0,2305.0,7710303.0,2321.0,5999625.0
Midlands,16/03/2022,11902,3187986,1340.0,150147.0,21.0,30287.0,281.0,128271.0,606.0,8197778.0,2015.0,7707998.0,2078.0,5997304.0
Midlands,15/03/2022,11880,3176084,1361.0,148807.0,28.0,30266.0,285.0,127990.0,612.0,8197172.0,2018.0,7705983.0,2099.0,5995226.0
Midlands,14/03/2022,12620,3164204,1406.0,147446.0,30.0,30238.0,294.0,127705.0,697.0,8196560.0,2435.0,7703965.0,2057.0,5993127.0
Midlands,13/03/2022,9590,3151584,1049.0,146040.0,27.0,30208.0,265.0,127411.0,539.0,8195863.0,1990.0,7701530.0,1984.0,5991070.0
Midlands,12/03/2022,7821,3141994,802.0,144991.0,29.0,30181.0,226.0,127146.0,1007.0,8195324.0,3094.0,7699540.0,3446.0,5989086.0
Midlands,11/03/2022,8163,3134173,825.0,144189.0,28.0,30152.0,231.0,126920.0,802.0,8194317.0,2194.0,7696446.0,2600.0,5985640.0
Midlands,10/03/2022,8552,3126010,897.0,143364.0,28.0,30124.0,224.0,126689.0,889.0,8193515.0,2712.0,7694252.0,2515.0,5983040.0
Midlands,09/03/2022,8531,3117458,911.0,142467.0,27.0,30096.0,249.0,126465.0,963.0,8192626.0,2485.0,7691540.0,2360.0,5980525.0
Midlands,08/03/2022,8343,3108927,878.0,141556.0,24.0,30069.0,208.0,126216.0,780.0,8191663.0,2537.0,7689055.0,2181.0,5978165.0
Midlands,07/03/2022,7928,3100584,925.0,140678.0,25.0,30045.0,222.0,126008.0,738.0,8190883.0,2332.0,7686518.0,2245.0,5975984.0
Midlands,06/03/2022,5738,3092656,631.0,139753.0,24.0,30020.0,196.0,125786.0,457.0,8190145.0,1669.0,7684186.0,2068.0,5973739.0
Midlands,05/03/2022,4482,3086918,447.0,139122.0,27.0,29996.0,170.0,125590.0,891.0,8189688.0,2971.0,7682517.0,3451.0,5971671.0
Midlands,04/03/2022,4784,3082436,501.0,138675.0,19.0,29969.0,189.0,125420.0,982.0,8188797.0,2839.0,7679546.0,2883.0,5968220.0
Midlands,03/03/2022,4912,3077652,532.0,138174.0,23.0,29950.0,216.0,125231.0,1081.0,8187815.0,3037.0,7676707.0,2670.0,5965337.0
Midlands,02/03/2022,5158,3072740,525.0,137642.0,22.0,29927.0,205.0,125015.0,909.0,8186734.0,2447.0,7673670.0,2623.0,5962667.0
Midlands,01/03/2022,5112,3067582,530.0,137117.0,18.0,29905.0,179.0,124810.0,835.0,8185825.0,2310.0,7671223.0,2328.0,5960044.0
Midlands,28/02/2022,5253,3062470,549.0,136587.0,19.0,29887.0,195.0,124631.0,917.0,8184990.0,2508.0,7668913.0,2639.0,5957716.0
Midlands,27/02/2022,3611,3057217,345.0,136038.0,23.0,29868.0,156.0,124436.0,539.0,8184073.0,1665.0,7666405.0,2182.0,5955077.0
Midlands,26/02/2022,2825,3053606,253.0,135693.0,23.0,29845.0,159.0,124280.0,1151.0,8183534.0,3103.0,7664740.0,3552.0,5952895.0
Midlands,25/02/2022,3177,3050781,332.0,135440.0,22.0,29822.0,143.0,124121.0,1090.0,8182383.0,2821.0,7661637.0,3327.0,5949343.0
Midlands,24/02/2022,3522,3047604,379.0,135108.0,25.0,29800.0,167.0,123978.0,1189.0,8181293.0,2786.0,7658816.0,3134.0,5946016.0
Midlands,23/02/2022,4313,3044082,415.0,134729.0,30.0,29775.0,190.0,123811.0,1220.0,8180104.0,2707.0,7656030.0,2829.0,5942882.0
Midlands,22/02/2022,4334,3039769,462.0,134314.0,24.0,29745.0,169.0,123621.0,1195.0,8178884.0,3194.0,7653323.0,3277.0,5940053.0
Midlands,21/02/2022,5360,3035435,536.0,133852.0,33.0,29721.0,182.0,123452.0,1055.0,8177689.0,2635.0,7650129.0,2872.0,5936776.0
Midlands,20/02/2022,4525,3030075,434.0,133316.0,26.0,29688.0,158.0,123270.0,715.0,8176634.0,1870.0,7647494.0,2212.0,5933904.0
Midlands,19/02/2022,3977,3025550,359.0,132882.0,37.0,29662.0,159.0,123112.0,1318.0,8175919.0,3121.0,7645624.0,3781.0,5931692.0
Midlands,18/02/2022,4694,3021573,470.0,132523.0,31.0,29625.0,180.0,122953.0,1109.0,8174601.0,2685.0,7642503.0,2907.0,5927911.0
Midlands,17/02/2022,5619,3016879,573.0,132053.0,36.0,29594.0,195.0,122773.0,1139.0,8173492.0,3063.0,7639818.0,3786.0,5925004.0
Midlands,16/02/2022,6411,3011260,685.0,131480.0,33.0,29558.0,203.0,122578.0,1300.0,8172353.0,3570.0,7636755.0,3598.0,5921218.0
Midlands,15/02/2022,6602,3004849,682.0,130795.0,17.0,29525.0,195.0,122375.0,1152.0,8171053.0,2847.0,7633185.0,3366.0,5917620.0
Midlands,14/02/2022,7143,2998247,794.0,130113.0,32.0,29508.0,186.0,122180.0,1126.0,8169901.0,3015.0,7630338.0,3159.0,5914254.0
Midlands,13/02/2022,5601,2991104,588.0,129319.0,24.0,29476.0,168.0,121994.0,790.0,8168775.0,2030.0,7627323.0,2629.0,5911095.0
Midlands,12/02/2022,4853,2985503,467.0,128731.0,36.0,29452.0,169.0,121826.0,1863.0,8167985.0,4453.0,7625293.0,5157.0,5908466.0
Midlands,11/02/2022,5887,2980650,610.0,128264.0,34.0,29416.0,192.0,121657.0,1698.0,8166122.0,4244.0,7620840.0,4856.0,5903309.0
Midlands,10/02/2022,6852,2974763,740.0,127654.0,34.0,29382.0,228.0,121465.0,1666.0,8164424.0,4124.0,7616596.0,3617.0,5898453.0
Midlands,09/02/2022,8637,2967911,905.0,126914.0,32.0,29348.0,224.0,121237.0,1530.0,8162758.0,3795.0,7612472.0,3066.0,5894836.0
Midlands,08/02/2022,9532,2959274,1039.0,126009.0,38.0,29316.0,221.0,121013.0,1512.0,8161228.0,4836.0,7608677.0,3209.0,5891770.0
Midlands,07/02/2022,10973,2949742,1271.0,124970.0,26.0,29278.0,219.0,120792.0,1460.0,8159716.0,4334.0,7603841.0,3263.0,5888561.0
Midlands,06/02/2022,8853,2938769,983.0,123699.0,42.0,29252.0,227.0,120573.0,888.0,8158256.0,2367.0,7599507.0,2450.0,5885298.0
Midlands,05/02/2022,7354,2929916,745.0,122716.0,41.0,29210.0,191.0,120346.0,1758.0,8157368.0,4399.0,7597140.0,4893.0,5882848.0
Midlands,04/02/2022,9151,2922562,892.0,121971.0,45.0,29169.0,221.0,120155.0,1742.0,8155610.0,4357.0,7592741.0,4339.0,5877955.0
Midlands,03/02/2022,11502,2913411,1276.0,121079.0,39.0,29124.0,278.0,119934.0,1965.0,8153868.0,5192.0,7588384.0,4297.0,5873616.0
Midlands,02/02/2022,13318,2901909,1396.0,119803.0,60.0,29085.0,278.0,119656.0,1966.0,8151903.0,5033.0,7583192.0,4226.0,5869319.0
Midlands,01/02/2022,14191,2888591,1642.0,118407.0,53.0,29025.0,324.0,119378.0,1848.0,8149937.0,5020.0,7578159.0,4390.0,5865093.0
Midlands,31/01/2022,16414,2874400,1881.0,116765.0,49.0,28972.0,287.0,119054.0,1901.0,8148089.0,4160.0,7573139.0,4577.0,5860703.0
Midlands,30/01/2022,14089,2857986,1554.0,114884.0,46.0,28923.0,264.0,118767.0,1779.0,8146188.0,4026.0,7568979.0,4850.0,5856126.0
Midlands,29/01/2022,11601,2843897,1173.0,113330.0,47.0,28877.0,247.0,118503.0,2675.0,8144409.0,5737.0,7564953.0,6855.0,5851276.0
Midlands,28/01/2022,13435,2832296,1352.0,112157.0,44.0,28830.0,269.0,118256.0,2991.0,8141734.0,6028.0,7559216.0,7278.0,5844421.0
Midlands,27/01/2022,15575,2818861,1664.0,110805.0,56.0,28786.0,319.0,117987.0,2722.0,8138743.0,5117.0,7553188.0,6473.0,5837143.0
Midlands,26/01/2022,18033,2803286,1940.0,109141.0,49.0,28730.0,328.0,117668.0,2319.0,8136021.0,4968.0,7548071.0,6390.0,5830670.0
Midlands,25/01/2022,18776,2785253,2014.0,107201.0,43.0,28681.0,348.0,117340.0,2286.0,8133702.0,4761.0,7543103.0,6577.0,5824280.0
Midlands,24/01/2022,21524,2766477,2307.0,105187.0,42.0,28638.0,283.0,116992.0,2091.0,8131416.0,4548.0,7538342.0,6204.0,5817703.0
Midlands,23/01/2022,17792,2744953,1877.0,102880.0,49.0,28596.0,309.0,116709.0,1730.0,8129325.0,4376.0,7533794.0,5367.0,5811499.0
Midlands,22/01/2022,13754,2727161,1365.0,101003.0,50.0,28547.0,268.0,116400.0,2886.0,8127595.0,6323.0,7529418.0,8950.0,5806132.0
Midlands,21/01/2022,15423,2713407,1545.0,99638.0,53.0,28497.0,280.0,116132.0,3027.0,8124709.0,5596.0,7523095.0,8435.0,5797182.0
Midlands,20/01/2022,17315,2697984,1740.0,98093.0,42.0,28444.0,355.0,115852.0,2749.0,8121682.0,4945.0,7517499.0,7201.0,5788747.0
Midlands,19/01/2022,19744,2680669,2083.0,96353.0,47.0,28402.0,333.0,115497.0,2776.0,8118933.0,4627.0,7512554.0,7446.0,5781546.0
Midlands,18/01/2022,21115,2660925,2263.0,94270.0,50.0,28355.0,304.0,115164.0,2888.0,8116157.0,5107.0,7507927.0,8891.0,5774100.0
Midlands,17/01/2022,23656,2639810,2473.0,92007.0,55.0,28305.0,407.0,114860.0,2656.0,8113269.0,4329.0,7502820.0,7682.0,5765209.0
Midlands,16/01/2022,17630,2616154,1803.0,89534.0,49.0,28250.0,389.0,114453.0,2492.0,8110613.0,3928.0,7498491.0,7849.0,5757527.0
Midlands,15/01/2022,13635,2598524,1234.0,87731.0,49.0,28201.0,314.0,114064.0,4009.0,8108121.0,6474.0,7494563.0,13811.0,5749678.0
Midlands,14/01/2022,15121,2584889,1578.0,86497.0,50.0,28152.0,354.0,113750.0,3246.0,8104112.0,4397.0,7488089.0,13888.0,5735867.0
Midlands,13/01/2022,17232,2569768,1736.0,84919.0,50.0,28102.0,421.0,113396.0,3118.0,8100866.0,4347.0,7483692.0,13237.0,5721979.0
Midlands,12/01/2022,18081,2552536,1880.0,83183.0,33.0,28052.0,367.0,112975.0,3248.0,8097748.0,4602.0,7479345.0,14122.0,5708742.0
Midlands,11/01/2022,20361,2534455,2101.0,81303.0,55.0,28019.0,406.0,112608.0,2897.0,8094500.0,3873.0,7474743.0,16159.0,5694620.0
Midlands,10/01/2022,23500,2514094,2333.0,79202.0,45.0,27964.0,404.0,112202.0,2714.0,8091603.0,3673.0,7470870.0,17046.0,5678461.0
Midlands,09/01/2022,16449,2490594,1649.0,76869.0,44.0,27919.0,424.0,111798.0,3400.0,8088889.0,4650.0,7467197.0,18269.0,5661415.0
Midlands,08/01/2022,15921,2474145,1557.0,75220.0,44.0,27875.0,333.0,111374.0,5046.0,8085489.0,7472.0,7462547.0,35100.0,5643146.0
Midlands,07/01/2022,20903,2458224,2141.0,73663.0,45.0,27831.0,348.0,111041.0,3836.0,8080443.0,4809.0,7455075.0,29406.0,5608046.0
Midlands,06/01/2022,30717,2437321,3319.0,71522.0,48.0,27786.0,420.0,110693.0,3723.0,8076607.0,4656.0,7450266.0,28848.0,5578640.0
Midlands,05/01/2022,36399,2406604,3879.0,68203.0,36.0,27738.0,438.0,110273.0,4255.0,8072884.0,5466.0,7445610.0,32732.0,5549792.0
Midlands,04/01/2022,45439,2370205,4730.0,64324.0,41.0,27702.0,377.0,109835.0,3624.0,8068629.0,5666.0,7440144.0,27090.0,5517060.0
Midlands,03/01/2022,37252,2324766,3889.0,59594.0,28.0,27661.0,354.0,109458.0,2909.0,8065005.0,3937.0,7434478.0,17663.0,5489970.0
Midlands,02/01/2022,28664,2287514,2916.0,55705.0,29.0,27633.0,371.0,109104.0,2453.0,8062096.0,3551.0,7430541.0,20552.0,5472307.0
Midlands,01/01/2022,19515,2258850,1755.0,52789.0,30.0,27604.0,340.0,108733.0,289.0,8059643.0,300.0,7426990.0,1828.0,5451755.0
Midlands,31/12/2021,28750,2239335,2621.0,51034.0,33.0,27574.0,359.0,108393.0,2317.0,8059354.0,3089.0,7426690.0,19887.0,5449927.0
Midlands,30/12/2021,36830,2210585,3506.0,48413.0,33.0,27541.0,395.0,108034.0,5603.0,8057037.0,6818.0,7423601.0,54126.0,5430040.0
Midlands,29/12/2021,42326,2173755,3812.0,44907.0,21.0,27508.0,503.0,107639.0,5666.0,8051434.0,7098.0,7416783.0,56929.0,5375914.0
Midlands,28/12/2021,32712,2131429,2982.0,41095.0,31.0,27487.0,367.0,107136.0,4173.0,8045768.0,4682.0,7409685.0,40431.0,5318985.0
Midlands,27/12/2021,29076,2098717,2586.0,38113.0,24.0,27456.0,309.0,106769.0,3114.0,8041595.0,3573.0,7405003.0,36457.0,5278554.0
Midlands,26/12/2021,17381,2069641,1421.0,35527.0,27.0,27432.0,251.0,106460.0,285.0,8038481.0,352.0,7401430.0,3563.0,5242097.0
Midlands,25/12/2021,10699,2052260,775.0,34106.0,14.0,27405.0,219.0,106209.0,94.0,8038196.0,69.0,7401078.0,794.0,5238534.0
Midlands,24/12/2021,19775,2041561,1670.0,33331.0,25.0,27391.0,173.0,105990.0,1777.0,8038102.0,2063.0,7401009.0,18328.0,5237740.0
Midlands,23/12/2021,22338,2021786,2014.0,31661.0,18.0,27366.0,206.0,105817.0,4719.0,8036325.0,6442.0,7398946.0,76326.0,5219412.0
Midlands,22/12/2021,21893,1999448,1910.0,29647.0,26.0,27348.0,201.0,105611.0,6093.0,8031606.0,8184.0,7392504.0,112931.0,5143086.0
Midlands,21/12/2021,19693,1977555,1701.0,27737.0,16.0,27322.0,172.0,105410.0,6016.0,8025513.0,8886.0,7384320.0,133482.0,5030155.0
Midlands,20/12/2021,16922,1957862,1374.0,26036.0,21.0,27306.0,186.0,105238.0,6274.0,8019497.0,8042.0,7375434.0,131520.0,4896673.0
Midlands,19/12/2021,11135,1940940,790.0,24662.0,18.0,27285.0,163.0,105052.0,5688.0,8013223.0,6814.0,7367392.0,129694.0,4765153.0
Midlands,18/12/2021,10565,1929805,770.0,23872.0,22.0,27267.0,115.0,104889.0,6410.0,8007535.0,7921.0,7360578.0,157334.0,4635459.0
Midlands,17/12/2021,11729,1919240,831.0,23102.0,28.0,27245.0,115.0,104774.0,5165.0,8001125.0,7244.0,7352657.0,143741.0,4478125.0
Midlands,16/12/2021,12971,1907511,913.0,22271.0,15.0,27217.0,141.0,104659.0,5019.0,7995960.0,7003.0,7345413.0,148845.0,4334384.0
Midlands,15/12/2021,14229,1894540,1012.0,21358.0,24.0,27202.0,117.0,104518.0,4563.0,7990941.0,6192.0,7338410.0,125323.0,4185539.0
Midlands,14/12/2021,11964,1880311,773.0,20346.0,16.0,27178.0,132.0,104401.0,3807.0,7986378.0,6069.0,7332218.0,112388.0,4060216.0
Midlands,13/12/2021,10967,1868347,602.0,19573.0,18.0,27162.0,133.0,104269.0,3578.0,7982571.0,4900.0,7326149.0,83956.0,3947828.0
Midlands,12/12/2021,6959,1857380,271.0,18971.0,26.0,27144.0,145.0,104136.0,4155.0,7978993.0,5707.0,7321249.0,73501.0,3863872.0
Midlands,11/12/2021,6703,1850421,203.0,18700.0,19.0,27118.0,108.0,103991.0,4119.0,7974838.0,7233.0,7315542.0,102021.0,3790371.0
Midlands,10/12/2021,7441,1843718,207.0,18497.0,20.0,27099.0,126.0,103883.0,3414.0,7970719.0,5658.0,7308309.0,71828.0,3688350.0
Midlands,09/12/2021,8217,1836277,206.0,18290.0,25.0,27079.0,143.0,103757.0,3354.0,7967305.0,5735.0,7302651.0,76623.0,3616522.0
Midlands,08/12/2021,8516,1828060,193.0,18084.0,20.0,27054.0,131.0,103614.0,2937.0,7963951.0,4626.0,7296916.0,66504.0,3539899.0
Midlands,07/12/2021,8347,1819544,188.0,17891.0,18.0,27034.0,183.0,103483.0,2806.0,7961014.0,4414.0,7292290.0,62731.0,3473395.0
Midlands,06/12/2021,9129,1811197,214.0,17703.0,32.0,27016.0,140.0,103300.0,2737.0,7958208.0,4168.0,7287876.0,51923.0,3410664.0
Midlands,05/12/2021,6351,1802068,101.0,17489.0,19.0,26984.0,133.0,103160.0,2740.0,7955471.0,5190.0,7283708.0,50400.0,3358741.0
Midlands,04/12/2021,6186,1795717,123.0,17388.0,21.0,26965.0,128.0,103027.0,4247.0,7952731.0,6802.0,7278518.0,80401.0,3308341.0
Midlands,03/12/2021,7001,1789531,118.0,17265.0,27.0,26944.0,108.0,102899.0,3563.0,7948484.0,5286.0,7271716.0,63104.0,3227940.0
Midlands,02/12/2021,7695,1782530,104.0,17147.0,23.0,26917.0,154.0,102791.0,3259.0,7944921.0,5257.0,7266430.0,68679.0,3164836.0
Midlands,01/12/2021,8222,1774835,128.0,17043.0,19.0,26894.0,144.0,102637.0,3463.0,7941662.0,5481.0,7261173.0,67063.0,3096157.0
Midlands,30/11/2021,8439,1766613,140.0,16915.0,19.0,26875.0,123.0,102493.0,3892.0,7938199.0,5574.0,7255692.0,63742.0,3029094.0
Midlands,29/11/2021,8468,1758174,134.0,16775.0,35.0,26856.0,126.0,102370.0,3955.0,7934307.0,4711.0,7250118.0,51167.0,2965352.0
Midlands,28/11/2021,6015,1749706,86.0,16641.0,19.0,26821.0,121.0,102244.0,2976.0,7930352.0,5038.0,7245407.0,51591.0,2914185.0
Midlands,27/11/2021,4882,1743691,73.0,16555.0,17.0,26802.0,116.0,102123.0,3773.0,7927376.0,6297.0,7240369.0,88529.0,2862594.0
Midlands,26/11/2021,6037,1738809,89.0,16482.0,31.0,26785.0,127.0,102007.0,3403.0,7923603.0,4363.0,7234072.0,61581.0,2774065.0
Midlands,25/11/2021,6712,1732772,110.0,16393.0,27.0,26754.0,132.0,101880.0,4692.0,7920200.0,3849.0,7229709.0,64957.0,2712484.0
Midlands,24/11/2021,7333,1726060,103.0,16283.0,16.0,26727.0,127.0,101748.0,4457.0,7915508.0,3937.0,7225860.0,64910.0,2647527.0
Midlands,23/11/2021,7441,1718727,103.0,16180.0,32.0,26711.0,142.0,101621.0,3589.0,7911051.0,3236.0,7221923.0,59075.0,2582617.0
Midlands,22/11/2021,8022,1711286,103.0,16077.0,22.0,26679.0,123.0,101479.0,3498.0,7907462.0,2810.0,7218687.0,48896.0,2523542.0
Midlands,21/11/2021,5984,1703264,89.0,15974.0,19.0,26657.0,111.0,101356.0,2184.0,7903964.0,2378.0,7215877.0,43767.0,2474646.0
Midlands,20/11/2021,5629,1697280,73.0,15885.0,22.0,26638.0,91.0,101245.0,4554.0,7901780.0,4347.0,7213499.0,87338.0,2430879.0
Midlands,19/11/2021,6504,1691651,84.0,15812.0,25.0,26616.0,132.0,101154.0,4148.0,7897226.0,3144.0,7209152.0,55665.0,2343541.0
Midlands,18/11/2021,7079,1685147,85.0,15728.0,29.0,26591.0,156.0,101022.0,4657.0,7893078.0,3233.0,7206008.0,65078.0,2287876.0
Midlands,17/11/2021,7399,1678068,103.0,15643.0,21.0,26562.0,133.0,100866.0,5285.0,7888421.0,3448.0,7202775.0,60845.0,2222798.0
Midlands,16/11/2021,7700,1670669,96.0,15540.0,31.0,26541.0,147.0,100733.0,4935.0,7883136.0,3249.0,7199327.0,54871.0,2161953.0
Midlands,15/11/2021,7975,1662969,92.0,15444.0,27.0,26510.0,128.0,100586.0,5438.0,7878201.0,2636.0,7196078.0,45185.0,2107082.0
Midlands,14/11/2021,5696,1654994,86.0,15352.0,22.0,26483.0,124.0,100458.0,3740.0,7872763.0,2453.0,7193442.0,40218.0,2061897.0
Midlands,13/11/2021,5006,1649298,70.0,15266.0,20.0,26461.0,123.0,100334.0,5355.0,7869023.0,4570.0,7190989.0,87454.0,2021679.0
Midlands,12/11/2021,6019,1644292,90.0,15196.0,25.0,26441.0,135.0,100211.0,6396.0,7863668.0,3463.0,7186419.0,58074.0,1934225.0
Midlands,11/11/2021,6365,1638273,90.0,15106.0,29.0,26416.0,148.0,100076.0,6890.0,7857272.0,3678.0,7182956.0,61013.0,1876151.0
Midlands,10/11/2021,6925,1631908,94.0,15016.0,21.0,26387.0,157.0,99928.0,7276.0,7850382.0,3606.0,7179278.0,61019.0,1815138.0
Midlands,09/11/2021,6764,1624983,97.0,14922.0,22.0,26366.0,162.0,99771.0,7710.0,7843106.0,3353.0,7175672.0,50928.0,1754119.0
Midlands,08/11/2021,7222,1618219,94.0,14825.0,28.0,26344.0,157.0,99609.0,6518.0,7835396.0,3066.0,7172319.0,44844.0,1703191.0
Midlands,07/11/2021,5160,1610997,63.0,14731.0,35.0,26316.0,136.0,99452.0,4390.0,7828878.0,2319.0,7169253.0,39548.0,1658347.0
Midlands,06/11/2021,4549,1605837,57.0,14668.0,20.0,26281.0,122.0,99316.0,5727.0,7824488.0,4645.0,7166934.0,77648.0,1618799.0
Midlands,05/11/2021,4642,1601288,75.0,14611.0,29.0,26261.0,130.0,99194.0,6989.0,7818761.0,3133.0,7162289.0,49361.0,1541151.0
Midlands,04/11/2021,5327,1596646,68.0,14536.0,22.0,26232.0,148.0,99064.0,8123.0,7811772.0,2819.0,7159156.0,54845.0,1491790.0
Midlands,03/11/2021,5564,1591319,80.0,14468.0,18.0,26210.0,177.0,98916.0,7802.0,7803649.0,2913.0,7156337.0,56177.0,1436945.0
Midlands,02/11/2021,5755,1585755,82.0,14388.0,27.0,26192.0,168.0,98739.0,7848.0,7795847.0,3027.0,7153424.0,44990.0,1380768.0
Midlands,01/11/2021,7276,1580000,96.0,14306.0,29.0,26165.0,187.0,98571.0,7179.0,7787999.0,2775.0,7150397.0,39618.0,1335778.0
Midlands,31/10/2021,5400,1572724,69.0,14210.0,34.0,26136.0,146.0,98384.0,5112.0,7780820.0,2657.0,7147622.0,32201.0,1296160.0
Midlands,30/10/2021,5259,1567324,56.0,14141.0,24.0,26102.0,139.0,98238.0,5109.0,7775708.0,4699.0,7144965.0,67587.0,1263959.0
