areaType,areaName,areaCode,date,newAdmissions,cumAdmissions
overview,United Kingdom,K02000001,2020-07-21,125,130886
overview,United Kingdom,K02000001,2020-07-20,130,130761
overview,United Kingdom,K02000001,2020-07-19,126,130631
overview,United Kingdom,K02000001,2020-07-18,105,130505
overview,United Kingdom,K02000001,2020-07-17,143,130400
overview,United Kingdom,K02000001,2020-07-16,166,130257
overview,United Kingdom,K02000001,2020-07-15,168,130091
overview,United Kingdom,K02000001,2020-07-14,186,129923
overview,United Kingdom,K02000001,2020-07-13,189,129737
overview,United Kingdom,K02000001,2020-07-12,114,129548
overview,United Kingdom,K02000001,2020-07-11,177,129434
overview,United Kingdom,K02000001,2020-07-10,175,129257
overview,United Kingdom,K02000001,2020-07-09,214,129082
overview,United Kingdom,K02000001,2020-07-08,207,128868
overview,United Kingdom,K02000001,2020-07-07,215,128661
overview,United Kingdom,K02000001,2020-07-06,203,128446
overview,United Kingdom,K02000001,2020-07-05,195,128243
overview,United Kingdom,K02000001,2020-07-04,202,128048
overview,United Kingdom,K02000001,2020-07-03,214,127846
overview,United Kingdom,K02000001,2020-07-02,216,127632
overview,United Kingdom,K02000001,2020-07-01,270,127416
overview,United Kingdom,K02000001,2020-06-30,296,127146
overview,United Kingdom,K02000001,2020-06-29,219,126850
overview,United Kingdom,K02000001,2020-06-28,208,126631
overview,United Kingdom,K02000001,2020-06-27,286,126423
overview,United Kingdom,K02000001,2020-06-26,338,126137
overview,United Kingdom,K02000001,2020-06-25,324,125799
overview,United Kingdom,K02000001,2020-06-24,367,125475
overview,United Kingdom,K02000001,2020-06-23,362,125108
overview,United Kingdom,K02000001,2020-06-22,392,124746
overview,United Kingdom,K02000001,2020-06-21,288,124354
overview,United Kingdom,K02000001,2020-06-20,258,124066
overview,United Kingdom,K02000001,2020-06-19,336,123808
overview,United Kingdom,K02000001,2020-06-18,402,123472
overview,United Kingdom,K02000001,2020-06-17,431,123070
overview,United Kingdom,K02000001,2020-06-16,455,122639
overview,United Kingdom,K02000001,2020-06-15,439,122184
overview,United Kingdom,K02000001,2020-06-14,364,121745
overview,United Kingdom,K02000001,2020-06-13,385,121381
overview,United Kingdom,K02000001,2020-06-12,393,120996
overview,United Kingdom,K02000001,2020-06-11,446,120603
overview,United Kingdom,K02000001,2020-06-10,511,120157
overview,United Kingdom,K02000001,2020-06-09,491,119646
overview,United Kingdom,K02000001,2020-06-08,412,119155
overview,United Kingdom,K02000001,2020-06-07,406,118743
overview,United Kingdom,K02000001,2020-06-06,407,118337
overview,United Kingdom,K02000001,2020-06-05,475,117930
overview,United Kingdom,K02000001,2020-06-04,564,117455
overview,United Kingdom,K02000001,2020-06-03,632,116891
overview,United Kingdom,K02000001,2020-06-02,668,116259
overview,United Kingdom,K02000001,2020-06-01,605,115591
overview,United Kingdom,K02000001,2020-05-31,528,114986
overview,United Kingdom,K02000001,2020-05-30,568,114458
overview,United Kingdom,K02000001,2020-05-29,614,113890
overview,United Kingdom,K02000001,2020-05-28,702,113276
overview,United Kingdom,K02000001,2020-05-27,712,112574
overview,United Kingdom,K02000001,2020-05-26,698,111862
overview,United Kingdom,K02000001,2020-05-25,602,111164
overview,United Kingdom,K02000001,2020-05-24,587,110562
overview,United Kingdom,K02000001,2020-05-23,643,109975
overview,United Kingdom,K02000001,2020-05-22,740,109332
overview,United Kingdom,K02000001,2020-05-21,841,108592
overview,United Kingdom,K02000001,2020-05-20,850,107751
overview,United Kingdom,K02000001,2020-05-19,880,106901
overview,United Kingdom,K02000001,2020-05-18,848,106021
overview,United Kingdom,K02000001,2020-05-17,792,105173
overview,United Kingdom,K02000001,2020-05-16,813,104381
overview,United Kingdom,K02000001,2020-05-15,868,103568
overview,United Kingdom,K02000001,2020-05-14,908,102700
overview,United Kingdom,K02000001,2020-05-13,966,101792
overview,United Kingdom,K02000001,2020-05-12,983,100826
overview,United Kingdom,K02000001,2020-05-11,1029,99843
overview,United Kingdom,K02000001,2020-05-10,915,98814
overview,United Kingdom,K02000001,2020-05-09,944,97899
overview,United Kingdom,K02000001,2020-05-08,909,96955
overview,United Kingdom,K02000001,2020-05-07,1166,96046
overview,United Kingdom,K02000001,2020-05-06,1204,94880
overview,United Kingdom,K02000001,2020-05-05,1146,93676
overview,United Kingdom,K02000001,2020-05-04,1249,92530
overview,United Kingdom,K02000001,2020-05-03,1188,91281
overview,United Kingdom,K02000001,2020-05-02,1180,90093
overview,United Kingdom,K02000001,2020-05-01,1262,88913
overview,United Kingdom,K02000001,2020-04-30,1442,87651
overview,United Kingdom,K02000001,2020-04-29,1488,86209
overview,United Kingdom,K02000001,2020-04-28,1518,84721
overview,United Kingdom,K02000001,2020-04-27,1536,83203
overview,United Kingdom,K02000001,2020-04-26,1355,81667
overview,United Kingdom,K02000001,2020-04-25,1253,80312
overview,United Kingdom,K02000001,2020-04-24,1525,79059
overview,United Kingdom,K02000001,2020-04-23,1512,77534
overview,United Kingdom,K02000001,2020-04-22,1530,76022
overview,United Kingdom,K02000001,2020-04-21,1712,74492
overview,United Kingdom,K02000001,2020-04-20,1736,72780
overview,United Kingdom,K02000001,2020-04-19,1657,71044
overview,United Kingdom,K02000001,2020-04-18,1630,69387
overview,United Kingdom,K02000001,2020-04-17,1966,67757
overview,United Kingdom,K02000001,2020-04-16,2011,65791
overview,United Kingdom,K02000001,2020-04-15,1880,63780
overview,United Kingdom,K02000001,2020-04-14,2088,61900
overview,United Kingdom,K02000001,2020-04-13,2162,59812
overview,United Kingdom,K02000001,2020-04-12,2066,57650
overview,United Kingdom,K02000001,2020-04-11,2163,55584
overview,United Kingdom,K02000001,2020-04-10,2461,53421
overview,United Kingdom,K02000001,2020-04-09,2631,50960
overview,United Kingdom,K02000001,2020-04-08,2966,48329
overview,United Kingdom,K02000001,2020-04-07,3150,45363
overview,United Kingdom,K02000001,2020-04-06,3047,42213
overview,United Kingdom,K02000001,2020-04-05,2913,39166
overview,United Kingdom,K02000001,2020-04-04,2922,36253
overview,United Kingdom,K02000001,2020-04-03,2932,33331
overview,United Kingdom,K02000001,2020-04-02,3284,30399
overview,United Kingdom,K02000001,2020-04-01,3565,27115
overview,United Kingdom,K02000001,2020-03-31,2834,23550
overview,United Kingdom,K02000001,2020-03-30,3189,20716
overview,United Kingdom,K02000001,2020-03-29,2492,17527
overview,United Kingdom,K02000001,2020-03-28,2196,15035
overview,United Kingdom,K02000001,2020-03-27,2229,12839
overview,United Kingdom,K02000001,2020-03-26,1931,10610
overview,United Kingdom,K02000001,2020-03-25,2087,8679
overview,United Kingdom,K02000001,2020-03-24,1718,6592
overview,United Kingdom,K02000001,2020-03-23,1273,4874
