areaType,areaName,areaCode,date,newCasesBySpecimenDate,cumCasesBySpecimenDate,newFirstEpisodesBySpecimenDate,cumFirstEpisodesBySpecimenDate,newReinfectionsBySpecimenDate,cumReinfectionsBySpecimenDate
overview,United Kingdom,K02000001,2022-02-07,76476,18133243,68675,17393239,7801,740004
overview,United Kingdom,K02000001,2022-02-06,60540,18056767,54626,17324564,5914,732203
overview,United Kingdom,K02000001,2022-02-05,52302,17996227,47537,17269938,4765,726289
overview,United Kingdom,K02000001,2022-02-04,63186,17943925,57310,17222401,5876,721524
overview,United Kingdom,K02000001,2022-02-03,76641,17880739,69106,17165091,7535,715648
overview,United Kingdom,K02000001,2022-02-02,88415,17804098,79737,17095985,8678,708113
overview,United Kingdom,K02000001,2022-02-01,93774,17715683,84215,17016248,9559,699435
overview,United Kingdom,K02000001,2022-01-31,104957,17621909,94220,16932033,10737,689876
overview,United Kingdom,K02000001,2022-01-30,87563,17516952,78997,16837813,8566,679139
overview,United Kingdom,K02000001,2022-01-29,73505,17429389,66855,16758816,6650,670573
overview,United Kingdom,K02000001,2022-01-28,84025,17355884,76116,16691961,7909,663923
overview,United Kingdom,K02000001,2022-01-27,96199,17271859,86831,16615845,9368,656014
overview,United Kingdom,K02000001,2022-01-26,108667,17175660,97941,16529014,10726,646646
overview,United Kingdom,K02000001,2022-01-25,113202,17066993,101978,16431073,11224,635920
overview,United Kingdom,K02000001,2022-01-24,127362,16953791,114714,16329095,12648,624696
overview,United Kingdom,K02000001,2022-01-23,102365,16826429,92619,16214381,9746,612048
overview,United Kingdom,K02000001,2022-01-22,81730,16724064,74550,16121762,7180,602302
overview,United Kingdom,K02000001,2022-01-21,91572,16642334,83166,16047212,8406,595122
overview,United Kingdom,K02000001,2022-01-20,100322,16550762,91040,15964046,9282,586716
overview,United Kingdom,K02000001,2022-01-19,111759,16450440,101248,15873006,10511,577434
overview,United Kingdom,K02000001,2022-01-18,118759,16338681,107515,15771758,11244,566923
overview,United Kingdom,K02000001,2022-01-17,131513,16219922,118980,15664243,12533,555679
overview,United Kingdom,K02000001,2022-01-16,98095,16088409,89145,15545263,8950,543146
overview,United Kingdom,K02000001,2022-01-15,77946,15990314,71309,15456118,6637,534196
overview,United Kingdom,K02000001,2022-01-14,86323,15912368,78643,15384809,7680,527559
overview,United Kingdom,K02000001,2022-01-13,96412,15826045,87551,15306166,8861,519879
overview,United Kingdom,K02000001,2022-01-12,103215,15729633,93479,15218615,9736,511018
overview,United Kingdom,K02000001,2022-01-11,115234,15626418,104440,15125136,10794,501282
overview,United Kingdom,K02000001,2022-01-10,132831,15511184,120308,15020696,12523,490488
overview,United Kingdom,K02000001,2022-01-09,95788,15378353,86985,14900388,8803,477965
overview,United Kingdom,K02000001,2022-01-08,93615,15282565,84989,14813403,8626,469162
overview,United Kingdom,K02000001,2022-01-07,120288,15188950,108580,14728414,11708,460536
overview,United Kingdom,K02000001,2022-01-06,172980,15068662,154999,14619834,17981,448828
overview,United Kingdom,K02000001,2022-01-05,222160,14895682,199359,14464835,22801,430847
