areaType,areaName,areaCode,date,newCasesBySpecimenDate,cumCasesBySpecimenDate,newFirstEpisodesBySpecimenDate,cumFirstEpisodesBySpecimenDate,newReinfectionsBySpecimenDate,cumReinfectionsBySpecimenDate
overview,United Kingdom,K02000001,2022-01-04,275648,14673522,247299,14265476,28349,408046
overview,United Kingdom,K02000001,2022-01-03,229899,14397874,206355,14018177,23544,379697
overview,United Kingdom,K02000001,2022-01-02,181069,14167975,163342,13811822,17727,356153
overview,United Kingdom,K02000001,2022-01-01,118213,13986906,107610,13648480,10603,338426
overview,United Kingdom,K02000001,2021-12-31,188563,13868693,171323,13540870,17240,327823
overview,United Kingdom,K02000001,2021-12-30,236573,13680130,214652,13369547,21921,310583
overview,United Kingdom,K02000001,2021-12-29,272788,13443557,248861,13154895,23927,288662
overview,United Kingdom,K02000001,2021-12-28,212462,13170769,194089,12906034,18373,264735
overview,United Kingdom,K02000001,2021-12-27,195006,12958307,178953,12711945,16053,246362
overview,United Kingdom,K02000001,2021-12-26,116276,12763301,107297,12532992,8979,230309
overview,United Kingdom,K02000001,2021-12-25,70361,12647025,65267,12425695,5094,221330
overview,United Kingdom,K02000001,2021-12-24,137268,12576664,126193,12360428,11075,216236
overview,United Kingdom,K02000001,2021-12-23,160632,12439396,147065,12234235,13567,205161
overview,United Kingdom,K02000001,2021-12-22,161559,12278764,147982,12087170,13577,191594
overview,United Kingdom,K02000001,2021-12-21,150292,12117205,138175,11939188,12117,178017
overview,United Kingdom,K02000001,2021-12-20,133966,11966913,123736,11801013,10230,165900
overview,United Kingdom,K02000001,2021-12-19,89129,11832947,82728,11677277,6401,155670
overview,United Kingdom,K02000001,2021-12-18,88883,11743818,82660,11594549,6223,149269
overview,United Kingdom,K02000001,2021-12-17,95877,11654935,89016,11511889,6861,143046
overview,United Kingdom,K02000001,2021-12-16,106046,11559058,98510,11422873,7536,136185
overview,United Kingdom,K02000001,2021-12-15,112700,11453012,105036,11324363,7664,128649
overview,United Kingdom,K02000001,2021-12-14,102782,11340312,96329,11219327,6453,120985
overview,United Kingdom,K02000001,2021-12-13,87170,11237530,82825,11122998,4345,114532
overview,United Kingdom,K02000001,2021-12-12,53156,11150360,51121,11040173,2035,110187
overview,United Kingdom,K02000001,2021-12-11,48594,11097204,47010,10989052,1584,108152
overview,United Kingdom,K02000001,2021-12-10,52490,11048610,50847,10942042,1643,106568
overview,United Kingdom,K02000001,2021-12-09,56993,10996120,55240,10891195,1753,104925
overview,United Kingdom,K02000001,2021-12-08,58823,10939127,57185,10835955,1638,103172
overview,United Kingdom,K02000001,2021-12-07,56252,10880304,54826,10778770,1426,101534
overview,United Kingdom,K02000001,2021-12-06,59690,10824052,58417,10723944,1273,100108
overview,United Kingdom,K02000001,2021-12-05,41043,10764362,40365,10665527,678,98835
overview,United Kingdom,K02000001,2021-12-04,38782,10723319,38139,10625162,643,98157
overview,United Kingdom,K02000001,2021-12-03,45667,10684537,44985,10587023,682,97514
overview,United Kingdom,K02000001,2021-12-02,50320,10638870,49566,10542038,754,96832
overview,United Kingdom,K02000001,2021-12-01,54820,10588550,54015,10492472,805,96078
overview,United Kingdom,K02000001,2021-11-30,55694,10533730,54896,10438457,798,95273
overview,United Kingdom,K02000001,2021-11-29,56290,10478036,55433,10383561,857,94475
overview,United Kingdom,K02000001,2021-11-28,39704,10421746,39192,10328128,512,93618
overview,United Kingdom,K02000001,2021-11-27,33300,10382042,32878,10288936,422,93106
overview,United Kingdom,K02000001,2021-11-26,39329,10348742,38803,10256058,526,92684
overview,United Kingdom,K02000001,2021-11-25,43424,10309413,42803,10217255,621,92158
overview,United Kingdom,K02000001,2021-11-24,46770,10265989,46100,10174452,670,91537
overview,United Kingdom,K02000001,2021-11-23,48196,10219219,47553,10128352,643,90867
overview,United Kingdom,K02000001,2021-11-22,50732,10171023,50065,10080799,667,90224
overview,United Kingdom,K02000001,2021-11-21,37252,10120291,36794,10030734,458,89557
overview,United Kingdom,K02000001,2021-11-20,35335,10083039,34891,9993940,444,89099
overview,United Kingdom,K02000001,2021-11-19,39607,10047704,39134,9959049,473,88655
overview,United Kingdom,K02000001,2021-11-18,44061,10008097,43463,9919915,598,88182
overview,United Kingdom,K02000001,2021-11-17,45894,9964036,45300,9876452,594,87584
overview,United Kingdom,K02000001,2021-11-16,46430,9918142,45771,9831152,659,86990
overview,United Kingdom,K02000001,2021-11-15,50948,9871712,50234,9785381,714,86331
overview,United Kingdom,K02000001,2021-11-14,35530,9820764,35118,9735147,412,85617
overview,United Kingdom,K02000001,2021-11-13,32883,9785234,32512,9700029,371,85205
overview,United Kingdom,K02000001,2021-11-12,37764,9752351,37275,9667517,489,84834
overview,United Kingdom,K02000001,2021-11-11,40998,9714587,40424,9630242,574,84345
overview,United Kingdom,K02000001,2021-11-10,42940,9673589,42380,9589818,560,83771
overview,United Kingdom,K02000001,2021-11-09,42246,9630649,41675,9547438,571,83211
overview,United Kingdom,K02000001,2021-11-08,44127,9588403,43505,9505763,622,82640
overview,United Kingdom,K02000001,2021-11-07,30586,9544276,30196,9462258,390,82018
overview,United Kingdom,K02000001,2021-11-06,27435,9513690,27088,9432062,347,81628
overview,United Kingdom,K02000001,2021-11-05,30318,9486255,29888,9404974,430,81281
overview,United Kingdom,K02000001,2021-11-04,33660,9455937,33238,9375086,422,80851
overview,United Kingdom,K02000001,2021-11-03,35986,9422277,35526,9341848,460,80429
overview,United Kingdom,K02000001,2021-11-02,38019,9386291,37529,9306322,490,79969
overview,United Kingdom,K02000001,2021-11-01,45109,9348272,44484,9268793,625,79479
overview,United Kingdom,K02000001,2021-10-31,34814,9303163,34366,9224309,448,78854
overview,United Kingdom,K02000001,2021-10-30,33567,9268349,33219,9189943,348,78406
overview,United Kingdom,K02000001,2021-10-29,40251,9234782,39750,9156724,501,78058
overview,United Kingdom,K02000001,2021-10-28,41391,9194531,40875,9116974,516,77557
overview,United Kingdom,K02000001,2021-10-27,43045,9153140,42538,9076099,507,77041
overview,United Kingdom,K02000001,2021-10-26,42124,9110095,41630,9033561,494,76534
overview,United Kingdom,K02000001,2021-10-25,47465,9067971,46883,8991931,582,76040
overview,United Kingdom,K02000001,2021-10-24,35765,9020506,35367,8945048,398,75458
overview,United Kingdom,K02000001,2021-10-23,35103,8984741,34720,8909681,383,75060
overview,United Kingdom,K02000001,2021-10-22,40665,8949638,40183,8874961,482,74677
overview,United Kingdom,K02000001,2021-10-21,45193,8908973,44652,8834778,541,74195
overview,United Kingdom,K02000001,2021-10-20,51661,8863780,51102,8790126,559,73654
overview,United Kingdom,K02000001,2021-10-19,52527,8812119,51907,8739024,620,73095
overview,United Kingdom,K02000001,2021-10-18,57742,8759592,57037,8687117,705,72475
overview,United Kingdom,K02000001,2021-10-17,43753,8701850,43308,8630080,445,71770
overview,United Kingdom,K02000001,2021-10-16,37878,8658097,37483,8586772,395,71325
overview,United Kingdom,K02000001,2021-10-15,43558,8620219,43094,8549289,464,70930
overview,United Kingdom,K02000001,2021-10-14,46421,8576661,45875,8506195,546,70466
overview,United Kingdom,K02000001,2021-10-13,47773,8530240,47238,8460320,535,69920
overview,United Kingdom,K02000001,2021-10-12,48319,8482467,47724,8413082,595,69385
overview,United Kingdom,K02000001,2021-10-11,50304,8434148,49762,8365358,542,68790
overview,United Kingdom,K02000001,2021-10-10,36418,8383844,36027,8315596,391,68248
overview,United Kingdom,K02000001,2021-10-09,32301,8347426,31940,8279569,361,67857
overview,United Kingdom,K02000001,2021-10-08,35609,8315125,35190,8247629,419,67496
overview,United Kingdom,K02000001,2021-10-07,38464,8279516,38022,8212439,442,67077
overview,United Kingdom,K02000001,2021-10-06,39263,8241052,38825,8174417,438,66635
overview,United Kingdom,K02000001,2021-10-05,39278,8201789,38810,8135592,468,66197
overview,United Kingdom,K02000001,2021-10-04,43734,8162511,43265,8096782,469,65729
overview,United Kingdom,K02000001,2021-10-03,32057,8118777,31717,8053517,340,65260
overview,United Kingdom,K02000001,2021-10-02,26315,8086720,26050,8021800,265,64920
overview,United Kingdom,K02000001,2021-10-01,29058,8060405,28749,7995750,309,64655
overview,United Kingdom,K02000001,2021-09-30,32605,8031347,32229,7967001,376,64346
overview,United Kingdom,K02000001,2021-09-29,34835,7998742,34439,7934772,396,63970
overview,United Kingdom,K02000001,2021-09-28,36547,7963907,36106,7900333,441,63574
overview,United Kingdom,K02000001,2021-09-27,41589,7927360,41089,7864227,500,63133
overview,United Kingdom,K02000001,2021-09-26,32082,7885771,31687,7823138,395,62633
overview,United Kingdom,K02000001,2021-09-25,28565,7853689,28239,7791451,326,62238
overview,United Kingdom,K02000001,2021-09-24,32109,7825124,31718,7763212,391,61912
overview,United Kingdom,K02000001,2021-09-23,35851,7793015,35355,7731494,496,61521
overview,United Kingdom,K02000001,2021-09-22,36756,7757164,36306,7696139,450,61025
overview,United Kingdom,K02000001,2021-09-21,38847,7720408,38393,7659833,454,60575
overview,United Kingdom,K02000001,2021-09-20,40768,7681561,40264,7621440,504,60121
overview,United Kingdom,K02000001,2021-09-19,31086,7640793,30713,7581176,373,59617
overview,United Kingdom,K02000001,2021-09-18,26646,7609707,26351,7550463,295,59244
overview,United Kingdom,K02000001,2021-09-17,29481,7583061,29139,7524112,342,58949
overview,United Kingdom,K02000001,2021-09-16,29701,7553580,29341,7494973,360,58607
overview,United Kingdom,K02000001,2021-09-15,30410,7523879,30055,7465632,355,58247
overview,United Kingdom,K02000001,2021-09-14,31432,7493469,31037,7435577,395,57892
overview,United Kingdom,K02000001,2021-09-13,34658,7462037,34230,7404540,428,57497
overview,United Kingdom,K02000001,2021-09-12,24061,7427379,23768,7370310,293,57069
overview,United Kingdom,K02000001,2021-09-11,23533,7403318,23249,7346542,284,56776
overview,United Kingdom,K02000001,2021-09-10,29183,7379785,28810,7323293,373,56492
overview,United Kingdom,K02000001,2021-09-09,33971,7350602,33551,7294483,420,56119
overview,United Kingdom,K02000001,2021-09-08,35847,7316631,35345,7260932,502,55699
overview,United Kingdom,K02000001,2021-09-07,38619,7280784,38136,7225587,483,55197
overview,United Kingdom,K02000001,2021-09-06,44926,7242165,44343,7187451,583,54714
overview,United Kingdom,K02000001,2021-09-05,31803,7197239,31422,7143108,381,54131
overview,United Kingdom,K02000001,2021-09-04,31810,7165436,31442,7111686,368,53750
overview,United Kingdom,K02000001,2021-09-03,38630,7133626,38169,7080244,461,53382
overview,United Kingdom,K02000001,2021-09-02,42326,7094996,41769,7042075,557,52921
overview,United Kingdom,K02000001,2021-09-01,43533,7052670,42997,7000306,536,52364
overview,United Kingdom,K02000001,2021-08-31,45212,7009137,44611,6957309,601,51828
overview,United Kingdom,K02000001,2021-08-30,34773,6963925,34320,6912698,453,51227
overview,United Kingdom,K02000001,2021-08-29,26135,6929152,25814,6878378,321,50774
overview,United Kingdom,K02000001,2021-08-28,27599,6903017,27291,6852564,308,50453
overview,United Kingdom,K02000001,2021-08-27,33744,6875418,33334,6825273,410,50145
overview,United Kingdom,K02000001,2021-08-26,37612,6841674,37116,6791939,496,49735
overview,United Kingdom,K02000001,2021-08-25,38777,6804062,38294,6754823,483,49239
overview,United Kingdom,K02000001,2021-08-24,37683,6765285,37178,6716529,505,48756
overview,United Kingdom,K02000001,2021-08-23,39715,6727602,39224,6679351,491,48251
overview,United Kingdom,K02000001,2021-08-22,28743,6687887,28434,6640127,309,47760
overview,United Kingdom,K02000001,2021-08-21,28533,6659144,28212,6611693,321,47451
overview,United Kingdom,K02000001,2021-08-20,32231,6630611,31821,6583481,410,47130
overview,United Kingdom,K02000001,2021-08-19,36500,6598380,36000,6551660,500,46720
overview,United Kingdom,K02000001,2021-08-18,38739,6561880,38206,6515660,533,46220
overview,United Kingdom,K02000001,2021-08-17,37918,6523141,37350,6477454,568,45687
overview,United Kingdom,K02000001,2021-08-16,36907,6485223,36406,6440104,501,45119
overview,United Kingdom,K02000001,2021-08-15,25326,6448316,25033,6403698,293,44618
overview,United Kingdom,K02000001,2021-08-14,25057,6422990,24784,6378665,273,44325
overview,United Kingdom,K02000001,2021-08-13,28973,6397933,28615,6353881,358,44052
overview,United Kingdom,K02000001,2021-08-12,31726,6368960,31285,6325266,441,43694
overview,United Kingdom,K02000001,2021-08-11,33348,6337234,32933,6293981,415,43253
overview,United Kingdom,K02000001,2021-08-10,31516,6303886,31065,6261048,451,42838
overview,United Kingdom,K02000001,2021-08-09,32161,6272370,31692,6229983,469,42387
overview,United Kingdom,K02000001,2021-08-08,22890,6240209,22612,6198291,278,41918
overview,United Kingdom,K02000001,2021-08-07,22567,6217319,22269,6175679,298,41640
overview,United Kingdom,K02000001,2021-08-06,28060,6194752,27670,6153410,390,41342
overview,United Kingdom,K02000001,2021-08-05,31666,6166692,31254,6125740,412,40952
overview,United Kingdom,K02000001,2021-08-04,32339,6135026,31892,6094486,447,40540
overview,United Kingdom,K02000001,2021-08-03,30475,6102687,30075,6062594,400,40093
overview,United Kingdom,K02000001,2021-08-02,29841,6072212,29419,6032519,422,39693
overview,United Kingdom,K02000001,2021-08-01,20908,6042371,20645,6003100,263,39271
overview,United Kingdom,K02000001,2021-07-31,20568,6021463,20268,5982455,300,39008
overview,United Kingdom,K02000001,2021-07-30,24749,6000895,24403,5962187,346,38708
overview,United Kingdom,K02000001,2021-07-29,28434,5976146,28051,5937784,383,38362
overview,United Kingdom,K02000001,2021-07-28,30237,5947712,29831,5909733,406,37979
overview,United Kingdom,K02000001,2021-07-27,29581,5917475,29156,5879902,425,37573
overview,United Kingdom,K02000001,2021-07-26,29980,5887894,29569,5850746,411,37148
overview,United Kingdom,K02000001,2021-07-25,22188,5857914,21908,5821177,280,36737
overview,United Kingdom,K02000001,2021-07-24,22852,5835726,22568,5799269,284,36457
overview,United Kingdom,K02000001,2021-07-23,27769,5812874,27429,5776701,340,36173
overview,United Kingdom,K02000001,2021-07-22,31276,5785105,30910,5749272,366,35833
overview,United Kingdom,K02000001,2021-07-21,35538,5753829,35117,5718362,421,35467
overview,United Kingdom,K02000001,2021-07-20,39875,5718291,39294,5683245,581,35046
overview,United Kingdom,K02000001,2021-07-19,47919,5678416,47288,5643951,631,34465
overview,United Kingdom,K02000001,2021-07-18,36181,5630497,35757,5596663,424,33834
overview,United Kingdom,K02000001,2021-07-17,38475,5594316,38066,5560906,409,33410
overview,United Kingdom,K02000001,2021-07-16,55263,5555841,54602,5522840,661,33001
overview,United Kingdom,K02000001,2021-07-15,61999,5500578,61196,5468238,803,32340
overview,United Kingdom,K02000001,2021-07-14,54909,5438579,54190,5407042,719,31537
overview,United Kingdom,K02000001,2021-07-13,47706,5383670,47070,5352852,636,30818
overview,United Kingdom,K02000001,2021-07-12,44513,5335964,43953,5305782,560,30182
