areaType,areaName,areaCode,date,newPeopleVaccinatedFirstDoseByVaccinationDate,cumPeopleVaccinatedFirstDoseByVaccinationDate,newPeopleVaccinatedSecondDoseByVaccinationDate,cumPeopleVaccinatedSecondDoseByVaccinationDate,newPeopleVaccinatedThirdInjectionByVaccinationDate,cumPeopleVaccinatedThirdInjectionByVaccinationDate
region,South West,E12000009,05/04/2021,448,2918285,4609,477115,0,137
region,South West,E12000009,04/04/2021,297,2917837,3852,472506,1,137
region,South West,E12000009,03/04/2021,5083,2917540,16947,468654,2,136
region,South West,E12000009,02/04/2021,3255,2912457,24697,451707,1,134
region,South West,E12000009,01/04/2021,8530,2909202,44785,427010,4,133
region,South West,E12000009,31/03/2021,13719,2900672,34476,382225,4,129
region,South West,E12000009,30/03/2021,12448,2886953,27093,347749,0,125
region,South West,E12000009,29/03/2021,13530,2874505,12140,320656,2,125
region,South West,E12000009,28/03/2021,14420,2860975,7950,308516,1,123
region,South West,E12000009,27/03/2021,39374,2846555,24808,300566,1,122
region,South West,E12000009,26/03/2021,29052,2807181,28176,275758,8,121
region,South West,E12000009,25/03/2021,26297,2778129,21477,247582,4,113
region,South West,E12000009,24/03/2021,32069,2751832,19763,226105,4,109
region,South West,E12000009,23/03/2021,30638,2719763,15110,206342,0,105
region,South West,E12000009,22/03/2021,31570,2689125,5666,191232,3,105
region,South West,E12000009,21/03/2021,29764,2657555,2912,185566,2,102
region,South West,E12000009,20/03/2021,84476,2627791,8137,182654,4,100
region,South West,E12000009,19/03/2021,65394,2543315,11412,174517,0,96
region,South West,E12000009,18/03/2021,53634,2477921,11867,163105,2,96
region,South West,E12000009,17/03/2021,48391,2424287,11765,151238,0,94
region,South West,E12000009,16/03/2021,41395,2375896,8204,139473,2,94
region,South West,E12000009,15/03/2021,29058,2334501,3163,131269,3,92
region,South West,E12000009,14/03/2021,19034,2305443,2610,128106,2,89
region,South West,E12000009,13/03/2021,58538,2286409,4119,125496,3,87
region,South West,E12000009,12/03/2021,33009,2227871,5283,121377,1,84
region,South West,E12000009,11/03/2021,13901,2194862,6142,116094,2,83
region,South West,E12000009,10/03/2021,20638,2180961,7477,109952,2,81
region,South West,E12000009,09/03/2021,14362,2160323,4648,102475,1,79
region,South West,E12000009,08/03/2021,16305,2145961,2634,97827,2,78
region,South West,E12000009,07/03/2021,9944,2129656,1242,95193,0,76
region,South West,E12000009,06/03/2021,43711,2119712,2621,93951,0,76
region,South West,E12000009,05/03/2021,35366,2076001,5160,91330,1,76
region,South West,E12000009,04/03/2021,39966,2040635,6019,86170,2,75
region,South West,E12000009,03/03/2021,34848,2000669,4607,80151,1,73
region,South West,E12000009,02/03/2021,19257,1965821,2977,75544,3,72
region,South West,E12000009,01/03/2021,17328,1946564,1773,72567,1,69
region,South West,E12000009,28/02/2021,14195,1929236,1844,70794,1,68
region,South West,E12000009,27/02/2021,42257,1915041,2294,68950,0,67
region,South West,E12000009,26/02/2021,48342,1872784,1905,66656,1,67
region,South West,E12000009,25/02/2021,49495,1824442,2375,64751,1,66
region,South West,E12000009,24/02/2021,47044,1774947,2020,62376,1,65
region,South West,E12000009,23/02/2021,31254,1727903,1454,60356,1,64
region,South West,E12000009,22/02/2021,14675,1696649,1208,58902,0,63
region,South West,E12000009,21/02/2021,6792,1681974,211,57694,1,63
region,South West,E12000009,20/02/2021,36905,1675182,314,57483,0,62
region,South West,E12000009,19/02/2021,34037,1638277,349,57169,0,62
region,South West,E12000009,18/02/2021,42599,1604240,357,56820,2,62
region,South West,E12000009,17/02/2021,46072,1561641,472,56463,1,60
region,South West,E12000009,16/02/2021,29432,1515569,295,55991,0,59
region,South West,E12000009,15/02/2021,22503,1486137,232,55696,0,59
region,South West,E12000009,14/02/2021,19329,1463634,59,55464,0,59
region,South West,E12000009,13/02/2021,55944,1444305,220,55405,5,59
region,South West,E12000009,12/02/2021,50263,1388361,365,55185,1,54
region,South West,E12000009,11/02/2021,52739,1338098,258,54820,3,53
region,South West,E12000009,10/02/2021,38112,1285359,162,54562,1,50
region,South West,E12000009,09/02/2021,40750,1247247,110,54400,1,49
region,South West,E12000009,08/02/2021,29427,1206497,45,54290,1,48
region,South West,E12000009,07/02/2021,31179,1177070,47,54245,1,47
region,South West,E12000009,06/02/2021,63171,1145891,118,54198,2,46
region,South West,E12000009,05/02/2021,46428,1082720,171,54080,1,44
region,South West,E12000009,04/02/2021,45470,1036292,173,53909,3,43
region,South West,E12000009,03/02/2021,41765,990822,130,53736,2,40
region,South West,E12000009,02/02/2021,32164,949057,144,53606,1,38
region,South West,E12000009,01/02/2021,27604,916893,168,53462,1,37
region,South West,E12000009,31/01/2021,26523,889289,344,53294,0,36
region,South West,E12000009,30/01/2021,59175,862766,330,52950,6,36
region,South West,E12000009,29/01/2021,53529,803591,247,52620,2,30
region,South West,E12000009,28/01/2021,35146,750062,52,52373,1,28
region,South West,E12000009,27/01/2021,26170,714916,38,52321,0,27
region,South West,E12000009,26/01/2021,27218,688746,47,52283,3,27
region,South West,E12000009,25/01/2021,22404,661528,22,52236,0,24
region,South West,E12000009,24/01/2021,20160,639124,63,52214,1,24
region,South West,E12000009,23/01/2021,59149,618964,81,52151,0,23
region,South West,E12000009,22/01/2021,52374,559815,50,52070,1,23
region,South West,E12000009,21/01/2021,29620,507441,85,52020,0,22
region,South West,E12000009,20/01/2021,33789,477821,49,51935,2,22
region,South West,E12000009,19/01/2021,29940,444032,61,51886,0,20
region,South West,E12000009,18/01/2021,13765,414092,25,51825,0,20
region,South West,E12000009,17/01/2021,15951,400327,81,51800,0,20
region,South West,E12000009,16/01/2021,32453,384376,121,51719,2,20
region,South West,E12000009,15/01/2021,35724,351923,86,51598,0,18
region,South West,E12000009,14/01/2021,28519,316199,160,51512,1,18
region,South West,E12000009,13/01/2021,26623,287680,119,51352,1,17
region,South West,E12000009,12/01/2021,19191,261057,229,51233,1,16
region,South West,E12000009,11/01/2021,11468,241866,712,51004,1,15
region,South West,E12000009,10/01/2021,9786,230398,6786,50292,1,14
region,South West,E12000009,09/01/2021,19544,220612,8621,43506,2,13
region,South West,E12000009,08/01/2021,25973,201068,5391,34885,0,11
region,South West,E12000009,07/01/2021,20758,175095,10153,29494,2,11
region,South West,E12000009,06/01/2021,8856,154337,9945,19341,0,9
region,South West,E12000009,05/01/2021,5557,145481,5264,9396,1,9
region,South West,E12000009,04/01/2021,2487,139924,885,4132,0,8
region,South West,E12000009,03/01/2021,3024,137437,580,3247,1,8
region,South West,E12000009,02/01/2021,5278,134413,649,2667,0,7
region,South West,E12000009,01/01/2021,2480,129135,30,2018,0,7
region,South West,E12000009,31/12/2020,11275,126655,372,1988,1,7
region,South West,E12000009,30/12/2020,10886,115380,369,1616,0,6
region,South West,E12000009,29/12/2020,3396,104494,89,1247,1,6
region,South West,E12000009,28/12/2020,2093,101098,2,1158,1,5
region,South West,E12000009,27/12/2020,951,99005,0,1156,0,4
region,South West,E12000009,26/12/2020,9,98054,0,1156,0,4
region,South West,E12000009,25/12/2020,5,98045,0,1156,0,4
region,South West,E12000009,24/12/2020,1940,98040,0,1156,0,4
region,South West,E12000009,23/12/2020,6302,96100,0,1156,0,4
region,South West,E12000009,22/12/2020,8182,89798,2,1156,0,4
region,South West,E12000009,21/12/2020,8377,81616,3,1154,1,4
region,South West,E12000009,20/12/2020,11364,73239,1,1151,0,3
region,South West,E12000009,19/12/2020,12195,61875,2,1150,1,3
region,South West,E12000009,18/12/2020,8342,49680,32,1148,0,2
region,South West,E12000009,17/12/2020,13221,41338,35,1116,1,2
region,South West,E12000009,16/12/2020,12847,28117,15,1081,0,1
region,South West,E12000009,15/12/2020,6327,15270,12,1066,0,1
region,South West,E12000009,14/12/2020,1162,8943,10,1054,0,1
region,South West,E12000009,13/12/2020,603,7781,0,1044,0,1
region,South West,E12000009,12/12/2020,2588,7178,7,1044,1,1
region,South West,E12000009,11/12/2020,1322,4590,13,1037,,
region,South West,E12000009,10/12/2020,887,3268,25,1024,,
region,South West,E12000009,09/12/2020,721,2381,30,999,,
region,South West,E12000009,08/12/2020,276,1660,20,969,,
region,Midlands,E12000005,12/07/2022,72,4468539,348,4238910,526,3284227
region,Midlands,E12000005,11/07/2022,99,4468467,392,4238562,608,3283701
region,Midlands,E12000005,10/07/2022,67,4468368,411,4238170,274,3283093
region,Midlands,E12000005,09/07/2022,194,4468301,1066,4237759,771,3282819
region,Midlands,E12000005,08/07/2022,100,4468107,437,4236693,616,3282048
region,Midlands,E12000005,07/07/2022,106,4468007,536,4236256,612,3281432
region,Midlands,E12000005,06/07/2022,104,4467901,443,4235720,606,3280820
region,Midlands,E12000005,05/07/2022,113,4467797,401,4235277,501,3280214
region,Midlands,E12000005,04/07/2022,97,4467684,427,4234876,581,3279713
region,Midlands,E12000005,03/07/2022,106,4467587,668,4234449,487,3279132
region,Midlands,E12000005,02/07/2022,176,4467481,974,4233781,684,3278645
region,Midlands,E12000005,01/07/2022,133,4467305,520,4232807,538,3277961
region,Midlands,E12000005,30/06/2022,126,4467172,540,4232287,647,3277423
region,Midlands,E12000005,29/06/2022,121,4467046,432,4231747,730,3276776
region,Midlands,E12000005,28/06/2022,104,4466925,352,4231315,630,3276046
region,Midlands,E12000005,27/06/2022,104,4466821,486,4230963,663,3275416
region,Midlands,E12000005,26/06/2022,88,4466717,416,4230477,495,3274753
region,Midlands,E12000005,25/06/2022,254,4466629,1016,4230061,962,3274258
region,Midlands,E12000005,24/06/2022,119,4466375,400,4229045,570,3273296
region,Midlands,E12000005,23/06/2022,118,4466256,401,4228645,673,3272726
region,Midlands,E12000005,22/06/2022,141,4466138,329,4228244,619,3272053
region,Midlands,E12000005,21/06/2022,80,4465997,312,4227915,566,3271434
region,Midlands,E12000005,20/06/2022,108,4465917,405,4227603,531,3270868
region,Midlands,E12000005,19/06/2022,100,4465809,398,4227198,345,3270337
region,Midlands,E12000005,18/06/2022,210,4465709,802,4226800,766,3269992
region,Midlands,E12000005,17/06/2022,108,4465499,375,4225998,551,3269226
region,Midlands,E12000005,16/06/2022,127,4465391,387,4225623,571,3268675
region,Midlands,E12000005,15/06/2022,113,4465264,346,4225236,590,3268104
region,Midlands,E12000005,14/06/2022,134,4465151,418,4224890,642,3267514
region,Midlands,E12000005,13/06/2022,121,4465017,343,4224472,635,3266872
region,Midlands,E12000005,12/06/2022,92,4464896,370,4224129,396,3266237
region,Midlands,E12000005,11/06/2022,312,4464804,1098,4223759,992,3265841
region,Midlands,E12000005,10/06/2022,149,4464492,533,4222661,715,3264849
region,Midlands,E12000005,09/06/2022,165,4464343,450,4222128,793,3264134
region,Midlands,E12000005,08/06/2022,138,4464178,394,4221678,694,3263341
region,Midlands,E12000005,07/06/2022,108,4464040,373,4221284,716,3262647
region,Midlands,E12000005,06/06/2022,131,4463932,402,4220911,657,3261931
region,Midlands,E12000005,05/06/2022,49,4463801,231,4220509,285,3261274
region,Midlands,E12000005,04/06/2022,149,4463752,629,4220278,464,3260989
region,Midlands,E12000005,03/06/2022,10,4463603,82,4219649,90,3260525
region,Midlands,E12000005,02/06/2022,48,4463593,152,4219567,230,3260435
region,Midlands,E12000005,01/06/2022,243,4463545,676,4219415,883,3260205
region,Midlands,E12000005,31/05/2022,213,4463302,713,4218739,926,3259322
region,Midlands,E12000005,30/05/2022,200,4463089,692,4218026,966,3258396
region,Midlands,E12000005,29/05/2022,114,4462889,372,4217334,448,3257430
region,Midlands,E12000005,28/05/2022,234,4462775,945,4216962,1042,3256982
region,Midlands,E12000005,27/05/2022,172,4462541,568,4216017,784,3255940
region,Midlands,E12000005,26/05/2022,161,4462369,503,4215449,735,3255156
region,Midlands,E12000005,25/05/2022,140,4462208,435,4214946,895,3254421
region,Midlands,E12000005,24/05/2022,155,4462068,423,4214511,787,3253526
region,Midlands,E12000005,23/05/2022,169,4461913,346,4214088,802,3252739
region,Midlands,E12000005,22/05/2022,143,4461744,417,4213742,504,3251937
region,Midlands,E12000005,21/05/2022,280,4461601,885,4213325,1083,3251433
region,Midlands,E12000005,20/05/2022,200,4461321,536,4212440,1002,3250350
region,Midlands,E12000005,19/05/2022,235,4461121,544,4211904,1018,3249348
region,Midlands,E12000005,18/05/2022,204,4460886,478,4211360,1070,3248330
region,Midlands,E12000005,17/05/2022,220,4460682,512,4210882,1111,3247260
region,Midlands,E12000005,16/05/2022,218,4460462,493,4210370,976,3246149
region,Midlands,E12000005,15/05/2022,158,4460244,424,4209877,571,3245173
region,Midlands,E12000005,14/05/2022,410,4460086,1128,4209453,1323,3244602
region,Midlands,E12000005,13/05/2022,267,4459676,680,4208325,1085,3243279
region,Midlands,E12000005,12/05/2022,240,4459409,618,4207645,1120,3242194
region,Midlands,E12000005,11/05/2022,265,4459169,733,4207027,1062,3241074
region,Midlands,E12000005,10/05/2022,266,4458904,687,4206294,1089,3240012
region,Midlands,E12000005,09/05/2022,266,4458638,700,4205607,1151,3238923
region,Midlands,E12000005,08/05/2022,225,4458372,692,4204907,746,3237772
region,Midlands,E12000005,07/05/2022,508,4458147,1487,4204215,1571,3237026
region,Midlands,E12000005,06/05/2022,328,4457639,759,4202728,1271,3235455
region,Midlands,E12000005,05/05/2022,322,4457311,773,4201969,1275,3234184
region,Midlands,E12000005,04/05/2022,313,4456989,779,4201196,1308,3232909
region,Midlands,E12000005,03/05/2022,244,4456676,619,4200417,1042,3231601
region,Midlands,E12000005,02/05/2022,57,4456432,156,4199798,260,3230559
region,Midlands,E12000005,01/05/2022,215,4456375,620,4199642,799,3230299
region,Midlands,E12000005,30/04/2022,511,4456160,1288,4199022,1493,3229500
region,Midlands,E12000005,29/04/2022,333,4455649,815,4197734,1216,3228007
region,Midlands,E12000005,28/04/2022,355,4455316,786,4196919,1247,3226791
region,Midlands,E12000005,27/04/2022,334,4454961,711,4196133,1393,3225544
region,Midlands,E12000005,26/04/2022,285,4454627,667,4195422,1129,3224151
region,Midlands,E12000005,25/04/2022,248,4454342,687,4194755,1061,3223022
region,Midlands,E12000005,24/04/2022,314,4454094,849,4194068,949,3221961
region,Midlands,E12000005,23/04/2022,555,4453780,1606,4193219,1554,3221012
region,Midlands,E12000005,22/04/2022,441,4453225,1028,4191613,1242,3219458
region,Midlands,E12000005,21/04/2022,542,4452784,1152,4190585,1441,3218216
region,Midlands,E12000005,20/04/2022,524,4452242,992,4189433,1304,3216775
region,Midlands,E12000005,19/04/2022,526,4451718,1194,4188441,1263,3215471
region,Midlands,E12000005,18/04/2022,147,4451192,321,4187247,389,3214208
region,Midlands,E12000005,17/04/2022,114,4451045,231,4186926,222,3213819
region,Midlands,E12000005,16/04/2022,457,4450931,1015,4186695,1019,3213597
region,Midlands,E12000005,15/04/2022,188,4450474,346,4185680,498,3212578
region,Midlands,E12000005,14/04/2022,537,4450286,1150,4185334,1484,3212080
region,Midlands,E12000005,13/04/2022,490,4449749,985,4184184,1269,3210596
region,Midlands,E12000005,12/04/2022,422,4449259,1046,4183199,1259,3209327
region,Midlands,E12000005,11/04/2022,473,4448837,970,4182153,1333,3208068
region,Midlands,E12000005,10/04/2022,374,4448364,861,4181183,899,3206735
region,Midlands,E12000005,09/04/2022,605,4447990,1526,4180322,1459,3205836
region,Midlands,E12000005,08/04/2022,346,4447385,939,4178796,1305,3204377
region,Midlands,E12000005,07/04/2022,330,4447039,751,4177857,1158,3203072
region,Midlands,E12000005,06/04/2022,379,4446709,728,4177106,1235,3201914
region,Midlands,E12000005,05/04/2022,308,4446330,763,4176378,1063,3200679
region,Midlands,E12000005,04/04/2022,266,4446022,716,4175615,1057,3199616
region,Midlands,E12000005,03/04/2022,228,4445756,704,4174899,664,3198559
region,Midlands,E12000005,02/04/2022,436,4445528,1468,4174195,1487,3197895
region,Midlands,E12000005,01/04/2022,309,4445092,1036,4172727,1143,3196408
region,Midlands,E12000005,31/03/2022,358,4444783,1130,4171691,1154,3195265
region,Midlands,E12000005,30/03/2022,364,4444425,1228,4170561,1247,3194111
region,Midlands,E12000005,29/03/2022,319,4444061,1109,4169333,973,3192864
region,Midlands,E12000005,28/03/2022,299,4443742,983,4168224,984,3191891
region,Midlands,E12000005,27/03/2022,173,4443443,669,4167241,509,3190907
region,Midlands,E12000005,26/03/2022,469,4443270,1538,4166572,1532,3190398
region,Midlands,E12000005,25/03/2022,377,4442801,1563,4165034,1348,3188866
region,Midlands,E12000005,24/03/2022,405,4442424,1208,4163471,1320,3187518
region,Midlands,E12000005,23/03/2022,362,4442019,1229,4162263,1235,3186198
region,Midlands,E12000005,22/03/2022,288,4441657,859,4161034,1034,3184963
region,Midlands,E12000005,21/03/2022,424,4441369,1213,4160175,1169,3183929
region,Midlands,E12000005,20/03/2022,216,4440945,781,4158962,837,3182760
region,Midlands,E12000005,19/03/2022,518,4440729,1585,4158181,1610,3181923
region,Midlands,E12000005,18/03/2022,401,4440211,1631,4156596,1270,3180313
region,Midlands,E12000005,17/03/2022,473,4439810,1462,4154965,1178,3179043
region,Midlands,E12000005,16/03/2022,370,4439337,1145,4153503,1088,3177865
region,Midlands,E12000005,15/03/2022,379,4438967,1184,4152358,1080,3176777
region,Midlands,E12000005,14/03/2022,396,4438588,1494,4151174,1068,3175697
region,Midlands,E12000005,13/03/2022,245,4438192,946,4149680,939,3174629
region,Midlands,E12000005,12/03/2022,577,4437947,1715,4148734,1849,3173690
region,Midlands,E12000005,11/03/2022,488,4437370,1304,4147019,1223,3171841
region,Midlands,E12000005,10/03/2022,545,4436882,1611,4145715,1337,3170618
region,Midlands,E12000005,09/03/2022,592,4436337,1410,4144104,1286,3169281
region,Midlands,E12000005,08/03/2022,484,4435745,1478,4142694,1060,3167995
region,Midlands,E12000005,07/03/2022,424,4435261,1305,4141216,1248,3166935
region,Midlands,E12000005,06/03/2022,223,4434837,802,4139911,907,3165687
region,Midlands,E12000005,05/03/2022,481,4434614,1607,4139109,1827,3164780
region,Midlands,E12000005,04/03/2022,627,4434133,1605,4137502,1542,3162953
region,Midlands,E12000005,03/03/2022,773,4433506,2130,4135897,1409,3161411
region,Midlands,E12000005,02/03/2022,530,4432733,1475,4133767,1325,3160002
region,Midlands,E12000005,01/03/2022,523,4432203,1468,4132292,1195,3158677
region,Midlands,E12000005,28/02/2022,581,4431680,1441,4130824,1375,3157482
region,Midlands,E12000005,27/02/2022,273,4431099,849,4129383,1025,3156107
region,Midlands,E12000005,26/02/2022,628,4430826,1737,4128534,1882,3155082
region,Midlands,E12000005,25/02/2022,606,4430198,1328,4126797,1658,3153200
region,Midlands,E12000005,24/02/2022,787,4429592,1505,4125469,1791,3151542
region,Midlands,E12000005,23/02/2022,681,4428805,1286,4123964,1516,3149751
region,Midlands,E12000005,22/02/2022,594,4428124,1305,4122678,1760,3148235
region,Midlands,E12000005,21/02/2022,632,4427530,1268,4121373,1604,3146475
region,Midlands,E12000005,20/02/2022,397,4426898,1048,4120105,1034,3144871
region,Midlands,E12000005,19/02/2022,791,4426501,1708,4119057,2040,3143837
region,Midlands,E12000005,18/02/2022,710,4425710,1693,4117349,1455,3141797
region,Midlands,E12000005,17/02/2022,735,4425000,2068,4115656,2258,3140342
region,Midlands,E12000005,16/02/2022,683,4424265,2124,4113588,1764,3138084
region,Midlands,E12000005,15/02/2022,643,4423582,1716,4111464,1850,3136320
region,Midlands,E12000005,14/02/2022,643,4422939,1733,4109748,1597,3134470
region,Midlands,E12000005,13/02/2022,399,4422296,1037,4108015,1305,3132873
region,Midlands,E12000005,12/02/2022,1057,4421897,2527,4106978,2781,3131568
region,Midlands,E12000005,11/02/2022,947,4420840,2247,4104451,2476,3128787
region,Midlands,E12000005,10/02/2022,921,4419893,2313,4102204,2176,3126311
region,Midlands,E12000005,09/02/2022,953,4418972,2220,4099891,1686,3124135
region,Midlands,E12000005,08/02/2022,813,4418019,2419,4097671,1624,3122449
region,Midlands,E12000005,07/02/2022,765,4417206,2192,4095252,1764,3120825
region,Midlands,E12000005,06/02/2022,429,4416441,1227,4093060,1111,3119061
region,Midlands,E12000005,05/02/2022,1013,4416012,2494,4091833,2817,3117950
region,Midlands,E12000005,04/02/2022,851,4414999,2256,4089339,2181,3115133
region,Midlands,E12000005,03/02/2022,1201,4414148,2912,4087083,2513,3112952
region,Midlands,E12000005,02/02/2022,1101,4412947,2803,4084171,2092,3110439
region,Midlands,E12000005,01/02/2022,1046,4411846,2941,4081368,2106,3108347
region,Midlands,E12000005,31/01/2022,1133,4410800,2267,4078427,2315,3106241
region,Midlands,E12000005,30/01/2022,1024,4409667,2338,4076160,2479,3103926
region,Midlands,E12000005,29/01/2022,1553,4408643,3439,4073822,3327,3101447
region,Midlands,E12000005,28/01/2022,1726,4407090,3408,4070383,3633,3098120
region,Midlands,E12000005,27/01/2022,1651,4405364,2514,4066975,3681,3094487
region,Midlands,E12000005,26/01/2022,1331,4403713,2329,4064461,3275,3090806
region,Midlands,E12000005,25/01/2022,1331,4402382,2549,4062132,3284,3087531
region,Midlands,E12000005,24/01/2022,1217,4401051,2484,4059583,3199,3084247
region,Midlands,E12000005,23/01/2022,937,4399834,2540,4057099,2594,3081048
region,Midlands,E12000005,22/01/2022,1729,4398897,3667,4054559,4562,3078454
region,Midlands,E12000005,21/01/2022,1730,4397168,3156,4050892,4612,3073892
region,Midlands,E12000005,20/01/2022,1681,4395438,2745,4047736,3746,3069280
region,Midlands,E12000005,19/01/2022,1519,4393757,2399,4044991,3740,3065534
region,Midlands,E12000005,18/01/2022,1502,4392238,2708,4042592,3962,3061794
region,Midlands,E12000005,17/01/2022,1528,4390736,2353,4039884,3755,3057832
region,Midlands,E12000005,16/01/2022,1451,4389208,2258,4037531,4201,3054077
region,Midlands,E12000005,15/01/2022,2182,4387757,3531,4035273,6415,3049876
region,Midlands,E12000005,14/01/2022,1897,4385575,2613,4031742,6971,3043461
region,Midlands,E12000005,13/01/2022,1843,4383678,2361,4029129,6869,3036490
region,Midlands,E12000005,12/01/2022,1773,4381835,2621,4026768,6587,3029621
region,Midlands,E12000005,11/01/2022,1552,4380062,1992,4024147,7007,3023034
region,Midlands,E12000005,10/01/2022,1502,4378510,1794,4022155,8321,3016027
region,Midlands,E12000005,09/01/2022,1771,4377008,2310,4020361,8176,3007706
region,Midlands,E12000005,08/01/2022,2690,4375237,3752,4018051,16965,2999530
region,Midlands,E12000005,07/01/2022,2138,4372547,2519,4014299,15134,2982565
region,Midlands,E12000005,06/01/2022,2218,4370409,2488,4011780,15028,2967431
region,Midlands,E12000005,05/01/2022,2309,4368191,2739,4009292,16150,2952403
region,Midlands,E12000005,04/01/2022,2155,4365882,2976,4006553,13803,2936253
region,Midlands,E12000005,03/01/2022,1582,4363727,2091,4003577,10195,2922450
region,Midlands,E12000005,02/01/2022,1298,4362145,1873,4001486,11049,2912255
region,Midlands,E12000005,01/01/2022,180,4360847,183,3999613,1185,2901206
region,Midlands,E12000005,31/12/2021,1275,4360667,1664,3999430,10259,2900021
region,Midlands,E12000005,30/12/2021,3218,4359392,3806,3997766,26943,2889762
region,Midlands,E12000005,29/12/2021,3191,4356174,3826,3993960,28076,2862819
region,Midlands,E12000005,28/12/2021,2303,4352983,2317,3990134,19800,2834743
region,Midlands,E12000005,27/12/2021,1660,4350680,1762,3987817,17620,2814943
region,Midlands,E12000005,26/12/2021,117,4349020,113,3986055,853,2797323
region,Midlands,E12000005,25/12/2021,40,4348903,38,3985942,200,2796470
region,Midlands,E12000005,24/12/2021,1038,4348863,1108,3985904,9067,2796270
region,Midlands,E12000005,23/12/2021,2524,4347825,3586,3984796,36258,2787203
region,Midlands,E12000005,22/12/2021,3341,4345301,4515,3981210,54102,2750945
region,Midlands,E12000005,21/12/2021,3341,4341960,4856,3976695,65189,2696843
region,Midlands,E12000005,20/12/2021,3478,4338619,4550,3971839,66625,2631654
region,Midlands,E12000005,19/12/2021,3150,4335141,3568,3967289,67702,2565029
region,Midlands,E12000005,18/12/2021,4080,4331991,4567,3963721,81420,2497327
region,Midlands,E12000005,17/12/2021,3145,4327911,4268,3959154,78132,2415907
region,Midlands,E12000005,16/12/2021,3092,4324766,4213,3954886,82560,2337775
region,Midlands,E12000005,15/12/2021,2862,4321674,3603,3950673,68047,2255215
region,Midlands,E12000005,14/12/2021,2339,4318812,3485,3947070,60647,2187168
region,Midlands,E12000005,13/12/2021,2170,4316473,2720,3943585,45931,2126521
region,Midlands,E12000005,12/12/2021,2205,4314303,2730,3940865,34264,2080590
region,Midlands,E12000005,11/12/2021,2442,4312098,4088,3938135,53698,2046326
region,Midlands,E12000005,10/12/2021,2136,4309656,3252,3934047,38570,1992628
region,Midlands,E12000005,09/12/2021,2123,4307520,3447,3930795,41179,1954058
region,Midlands,E12000005,08/12/2021,1666,4305397,2649,3927348,32919,1912879
region,Midlands,E12000005,07/12/2021,1662,4303731,2510,3924699,30834,1879960
region,Midlands,E12000005,06/12/2021,1539,4302069,2402,3922189,26292,1849126
region,Midlands,E12000005,05/12/2021,1222,4300530,2135,3919787,24829,1822834
region,Midlands,E12000005,04/12/2021,2562,4299308,3857,3917652,38888,1798005
region,Midlands,E12000005,03/12/2021,2443,4296746,2949,3913795,32383,1759117
region,Midlands,E12000005,02/12/2021,1995,4294303,3232,3910846,38571,1726734
region,Midlands,E12000005,01/12/2021,2181,4292308,3187,3907614,34964,1688163
region,Midlands,E12000005,30/11/2021,2145,4290127,3122,3904427,32352,1653199
region,Midlands,E12000005,29/11/2021,1864,4287982,2603,3901305,27139,1620847
region,Midlands,E12000005,28/11/2021,1563,4286118,2325,3898702,25616,1593708
region,Midlands,E12000005,27/11/2021,2261,4284555,3516,3896377,48060,1568092
region,Midlands,E12000005,26/11/2021,1990,4282294,2520,3892861,34979,1520032
region,Midlands,E12000005,25/11/2021,2453,4280304,2440,3890341,36856,1485053
region,Midlands,E12000005,24/11/2021,2421,4277851,2234,3887901,34952,1448197
region,Midlands,E12000005,23/11/2021,2289,4275430,1923,3885667,30537,1413245
region,Midlands,E12000005,22/11/2021,1899,4273141,1719,3883744,26512,1382708
region,Midlands,E12000005,21/11/2021,1095,4271242,1213,3882025,21854,1356196
region,Midlands,E12000005,20/11/2021,2585,4270147,2546,3880812,43807,1334342
region,Midlands,E12000005,19/11/2021,2491,4267562,1817,3878266,29396,1290535
region,Midlands,E12000005,18/11/2021,2335,4265071,2058,3876449,37513,1261139
region,Midlands,E12000005,17/11/2021,3248,4262736,2066,3874391,33121,1223626
region,Midlands,E12000005,16/11/2021,2404,4259488,1873,3872325,29101,1190505
region,Midlands,E12000005,15/11/2021,2492,4257084,1623,3870452,25047,1161404
region,Midlands,E12000005,14/11/2021,1798,4254592,1152,3868829,16928,1136357
region,Midlands,E12000005,13/11/2021,3096,4252794,2799,3867677,43635,1119429
region,Midlands,E12000005,12/11/2021,3374,4249698,1980,3864878,30292,1075794
region,Midlands,E12000005,11/11/2021,3640,4246324,2409,3862898,34514,1045502
region,Midlands,E12000005,10/11/2021,4574,4242684,2083,3860489,32026,1010988
region,Midlands,E12000005,09/11/2021,4556,4238110,1926,3858406,28297,978962
region,Midlands,E12000005,08/11/2021,3227,4233554,1799,3856480,25277,950665
region,Midlands,E12000005,07/11/2021,2793,4230327,1255,3854681,18615,925388
region,Midlands,E12000005,06/11/2021,3399,4227534,2800,3853426,40322,906773
region,Midlands,E12000005,05/11/2021,4302,4224135,1923,3850626,26983,866451
region,Midlands,E12000005,04/11/2021,4860,4219833,1775,3848703,30158,839468
region,Midlands,E12000005,03/11/2021,4425,4214973,1778,3846928,31850,809310
region,Midlands,E12000005,02/11/2021,4445,4210548,1630,3845150,23020,777460
region,Midlands,E12000005,01/11/2021,4042,4206103,1588,3843520,22349,754440
region,Midlands,E12000005,31/10/2021,2732,4202061,1447,3841932,13699,732091
region,Midlands,E12000005,30/10/2021,3044,4199329,2619,3840485,31445,718392
