areaType,areaName,areaCode,date,newPeopleVaccinatedFirstDoseByVaccinationDate,cumPeopleVaccinatedFirstDoseByVaccinationDate,newPeopleVaccinatedSecondDoseByVaccinationDate,cumPeopleVaccinatedSecondDoseByVaccinationDate,newPeopleVaccinatedThirdInjectionByVaccinationDate,cumPeopleVaccinatedThirdInjectionByVaccinationDate
region,East of England,E12000006,01/02/2022,1116,4870865,3467,4567170,2852,3618553
region,East of England,E12000006,31/01/2022,1040,4869749,2634,4563703,2829,3615701
region,East of England,E12000006,30/01/2022,985,4868709,3166,4561069,3447,3612872
region,East of England,E12000006,29/01/2022,1507,4867724,3838,4557903,5056,3609425
region,East of England,E12000006,28/01/2022,1392,4866217,3449,4554065,4737,3604369
region,East of England,E12000006,27/01/2022,1233,4864825,3323,4550616,3999,3599632
region,East of England,E12000006,26/01/2022,1199,4863592,3014,4547293,4133,3595633
region,East of England,E12000006,25/01/2022,1276,4862393,2964,4544279,4214,3591500
region,East of England,E12000006,24/01/2022,1233,4861117,3334,4541315,4798,3587286
region,East of England,E12000006,23/01/2022,991,4859884,2875,4537981,3286,3582488
region,East of England,E12000006,22/01/2022,1852,4858893,4721,4535106,6175,3579202
region,East of England,E12000006,21/01/2022,1317,4857041,2657,4530385,5920,3573027
region,East of England,E12000006,20/01/2022,1118,4855724,2320,4527728,4358,3567107
region,East of England,E12000006,19/01/2022,1285,4854606,2852,4525408,4699,3562749
region,East of England,E12000006,18/01/2022,1431,4853321,2621,4522556,4998,3558050
region,East of England,E12000006,17/01/2022,1221,4851890,2113,4519935,5163,3553052
region,East of England,E12000006,16/01/2022,1747,4850669,3527,4517822,5920,3547889
region,East of England,E12000006,15/01/2022,2552,4848922,4626,4514295,10333,3541969
region,East of England,E12000006,14/01/2022,1495,4846370,2490,4509669,8688,3531636
region,East of England,E12000006,13/01/2022,1541,4844875,2933,4507179,8210,3522948
region,East of England,E12000006,12/01/2022,1295,4843334,2353,4504246,9278,3514738
region,East of England,E12000006,11/01/2022,1416,4842039,2724,4501893,9912,3505460
region,East of England,E12000006,10/01/2022,1271,4840623,2146,4499169,10612,3495548
region,East of England,E12000006,09/01/2022,2157,4839352,4108,4497023,12965,3484936
region,East of England,E12000006,08/01/2022,2776,4837195,5045,4492915,22050,3471971
region,East of England,E12000006,07/01/2022,1844,4834419,3047,4487870,18719,3449921
region,East of England,E12000006,06/01/2022,2034,4832575,2992,4484823,19961,3431202
region,East of England,E12000006,05/01/2022,1935,4830541,3237,4481831,21403,3411241
region,East of England,E12000006,04/01/2022,2408,4828606,4699,4478594,22563,3389838
region,East of England,E12000006,03/01/2022,1891,4826198,3139,4473895,15636,3367275
region,East of England,E12000006,02/01/2022,1058,4824307,1678,4470756,12162,3351639
region,East of England,E12000006,01/01/2022,142,4823249,246,4469078,1789,3339477
region,East of England,E12000006,31/12/2021,1296,4823107,2435,4468832,18168,3337688
region,East of England,E12000006,30/12/2021,3249,4821811,6063,4466397,40244,3319520
region,East of England,E12000006,29/12/2021,3034,4818562,5209,4460334,42840,3279276
region,East of England,E12000006,28/12/2021,2370,4815528,3379,4455125,30098,3236436
region,East of England,E12000006,27/12/2021,1211,4813158,1759,4451746,22686,3206338
region,East of England,E12000006,26/12/2021,82,4811947,74,4449987,1694,3183652
region,East of England,E12000006,25/12/2021,12,4811865,19,4449913,217,3181958
region,East of England,E12000006,24/12/2021,792,4811853,1471,4449894,17786,3181741
region,East of England,E12000006,23/12/2021,2739,4811061,4453,4448423,53570,3163955
region,East of England,E12000006,22/12/2021,3334,4808322,5177,4443970,82296,3110385
region,East of England,E12000006,21/12/2021,3235,4804988,6032,4438793,93953,3028089
region,East of England,E12000006,20/12/2021,2936,4801753,4702,4432761,79592,2934136
region,East of England,E12000006,19/12/2021,2637,4798817,4050,4428059,92021,2854544
region,East of England,E12000006,18/12/2021,2772,4796180,4426,4424009,96604,2762523
region,East of England,E12000006,17/12/2021,2185,4793408,3728,4419583,81935,2665919
region,East of England,E12000006,16/12/2021,2866,4791223,4228,4415855,86902,2583984
region,East of England,E12000006,15/12/2021,2048,4788357,3674,4411627,73445,2497082
region,East of England,E12000006,14/12/2021,2290,4786309,3813,4407953,64107,2423637
region,East of England,E12000006,13/12/2021,1667,4784019,2913,4404140,50668,2359530
region,East of England,E12000006,12/12/2021,1534,4782352,2545,4401227,41286,2308862
region,East of England,E12000006,11/12/2021,1999,4780818,3708,4398682,54647,2267576
region,East of England,E12000006,10/12/2021,1729,4778819,2983,4394974,43808,2212929
region,East of England,E12000006,09/12/2021,2223,4777090,3492,4391991,44814,2169121
region,East of England,E12000006,08/12/2021,1450,4774867,2622,4388499,39603,2124307
region,East of England,E12000006,07/12/2021,1686,4773417,2624,4385877,36893,2084704
region,East of England,E12000006,06/12/2021,1513,4771731,2381,4383253,28515,2047811
region,East of England,E12000006,05/12/2021,1400,4770218,2410,4380872,26224,2019296
region,East of England,E12000006,04/12/2021,1997,4768818,3803,4378462,51610,1993072
region,East of England,E12000006,03/12/2021,1666,4766821,2840,4374659,39127,1941462
region,East of England,E12000006,02/12/2021,2154,4765155,3008,4371819,42182,1902335
region,East of England,E12000006,01/12/2021,1942,4763001,3023,4368811,38714,1860153
region,East of England,E12000006,30/11/2021,2122,4761059,3334,4365788,36823,1821439
region,East of England,E12000006,29/11/2021,1538,4758937,2630,4362454,28828,1784616
region,East of England,E12000006,28/11/2021,1906,4757399,3591,4359824,28972,1755788
region,East of England,E12000006,27/11/2021,2083,4755493,3628,4356233,47545,1726816
region,East of England,E12000006,26/11/2021,1441,4753410,2680,4352605,38788,1679271
region,East of England,E12000006,25/11/2021,1452,4751969,2303,4349925,37433,1640483
region,East of England,E12000006,24/11/2021,1532,4750517,1999,4347622,36507,1603050
region,East of England,E12000006,23/11/2021,1914,4748985,2039,4345623,35020,1566543
region,East of England,E12000006,22/11/2021,1555,4747071,1471,4343584,29551,1531523
region,East of England,E12000006,21/11/2021,1553,4745516,1497,4342113,24736,1501972
region,East of England,E12000006,20/11/2021,2337,4743963,2155,4340616,49758,1477236
region,East of England,E12000006,19/11/2021,1934,4741626,1776,4338461,36169,1427478
region,East of England,E12000006,18/11/2021,1934,4739692,1672,4336685,39218,1391309
region,East of England,E12000006,17/11/2021,2194,4737758,1737,4335013,37747,1352091
region,East of England,E12000006,16/11/2021,2214,4735564,1682,4333276,31786,1314344
region,East of England,E12000006,15/11/2021,2811,4733350,1415,4331594,27251,1282558
region,East of England,E12000006,14/11/2021,2102,4730539,1684,4330179,23305,1255307
region,East of England,E12000006,13/11/2021,3249,4728437,2248,4328495,45302,1232002
region,East of England,E12000006,12/11/2021,2434,4725188,1769,4326247,35384,1186700
region,East of England,E12000006,11/11/2021,3103,4722754,1829,4324478,37066,1151316
region,East of England,E12000006,10/11/2021,3211,4719651,1951,4322649,38419,1114250
region,East of England,E12000006,09/11/2021,3439,4716440,1805,4320698,35692,1075831
region,East of England,E12000006,08/11/2021,2994,4713001,1681,4318893,26852,1040139
region,East of England,E12000006,07/11/2021,2613,4710007,1607,4317212,22418,1013287
region,East of England,E12000006,06/11/2021,4084,4707394,2353,4315605,46463,990869
region,East of England,E12000006,05/11/2021,4251,4703310,1821,4313252,36112,944406
region,East of England,E12000006,04/11/2021,4736,4699059,1655,4311431,36213,908294
region,East of England,E12000006,03/11/2021,5249,4694323,1542,4309776,30171,872081
region,East of England,E12000006,02/11/2021,4940,4689074,1625,4308234,31800,841910
region,East of England,E12000006,01/11/2021,3979,4684134,1423,4306609,23910,810110
region,East of England,E12000006,31/10/2021,2423,4680155,1380,4305186,15335,786200
region,East of England,E12000006,30/10/2021,3029,4677732,2020,4303806,33828,770865
region,East of England,E12000006,29/10/2021,2535,4674703,1833,4301786,28292,737037
region,East of England,E12000006,28/10/2021,3635,4672168,1743,4299953,27714,708745
region,East of England,E12000006,27/10/2021,3603,4668533,2044,4298210,30276,681031
region,East of England,E12000006,26/10/2021,3146,4664930,2016,4296166,26445,650755
region,East of England,E12000006,25/10/2021,2769,4661784,1622,4294150,21439,624310
region,East of England,E12000006,24/10/2021,1123,4659015,1797,4292528,16770,602871
region,East of England,E12000006,23/10/2021,2037,4657892,2918,4290731,39489,586101
region,East of England,E12000006,22/10/2021,3690,4655855,2187,4287813,33043,546612
region,East of England,E12000006,21/10/2021,5712,4652165,2082,4285626,31297,513569
region,East of England,E12000006,20/10/2021,5834,4646453,2101,4283544,28223,482272
region,East of England,E12000006,19/10/2021,5963,4640619,2015,4281443,23537,454049
region,East of England,E12000006,18/10/2021,5262,4634656,1857,4279428,15952,430512
region,East of England,E12000006,17/10/2021,953,4629394,1772,4277571,13498,414560
region,East of England,E12000006,16/10/2021,2202,4628441,3390,4275799,31266,401062
region,East of England,E12000006,15/10/2021,4735,4626239,2548,4272409,22157,369796
region,East of England,E12000006,14/10/2021,4835,4621504,2210,4269861,23781,347639
region,East of England,E12000006,13/10/2021,5005,4616669,2350,4267651,23330,323858
region,East of England,E12000006,12/10/2021,5387,4611664,2186,4265301,20621,300528
region,East of England,E12000006,11/10/2021,4209,4606277,2005,4263115,15731,279907
region,East of England,E12000006,10/10/2021,1102,4602068,2315,4261110,11468,264176
region,East of England,E12000006,09/10/2021,1550,4600966,3167,4258795,25778,252708
region,East of England,E12000006,08/10/2021,4800,4599416,2790,4255628,21315,226930
region,East of England,E12000006,07/10/2021,4829,4594616,2626,4252838,20418,205615
region,East of England,E12000006,06/10/2021,5240,4589787,2643,4250212,18218,185197
region,East of England,E12000006,05/10/2021,5168,4584547,2707,4247569,15989,166979
region,East of England,E12000006,04/10/2021,4717,4579379,2774,4244862,11786,150990
region,East of England,E12000006,03/10/2021,1229,4574662,2282,4242088,7640,139204
region,East of England,E12000006,02/10/2021,1624,4573433,3224,4239806,20554,131564
region,East of England,E12000006,01/10/2021,4340,4571809,3010,4236582,15839,111010
region,East of England,E12000006,30/09/2021,5324,4567469,3282,4233572,15684,95171
region,East of England,E12000006,29/09/2021,5300,4562145,3226,4230290,13498,79487
region,East of England,E12000006,28/09/2021,5026,4556845,3144,4227064,11057,65989
region,East of England,E12000006,27/09/2021,3133,4551819,2619,4223920,7360,54932
region,East of England,E12000006,26/09/2021,732,4548686,2590,4221301,5324,47572
region,East of England,E12000006,25/09/2021,1409,4547954,4824,4218711,12892,42248
region,East of England,E12000006,24/09/2021,3082,4546545,4619,4213887,9747,29356
region,East of England,E12000006,23/09/2021,2963,4543463,5192,4209268,6751,19609
region,East of England,E12000006,22/09/2021,2503,4540500,5049,4204076,6859,12858
region,East of England,E12000006,21/09/2021,2166,4537997,4666,4199027,2256,5999
region,East of England,E12000006,20/09/2021,1599,4535831,4608,4194361,253,3743
region,East of England,E12000006,19/09/2021,1162,4534232,3629,4189753,966,3490
region,East of England,E12000006,18/09/2021,1488,4533070,5824,4186124,960,2524
region,East of England,E12000006,17/09/2021,1718,4531582,6455,4180300,120,1564
region,East of England,E12000006,16/09/2021,1837,4529864,6934,4173845,118,1444
region,East of England,E12000006,15/09/2021,2083,4528027,6908,4166911,22,1326
region,East of England,E12000006,14/09/2021,1780,4525944,7151,4160003,51,1304
region,East of England,E12000006,13/09/2021,1607,4524164,5640,4152852,18,1253
region,East of England,E12000006,12/09/2021,1354,4522557,5878,4147212,22,1235
region,East of England,E12000006,11/09/2021,2083,4521203,9822,4141334,2,1213
region,East of England,E12000006,10/09/2021,2468,4519120,10941,4131512,13,1211
region,East of England,E12000006,09/09/2021,2064,4516652,9891,4120571,25,1198
region,East of England,E12000006,08/09/2021,1889,4514588,8059,4110680,6,1173
region,East of England,E12000006,07/09/2021,1863,4512699,8148,4102621,12,1167
region,East of England,E12000006,06/09/2021,1548,4510836,6490,4094473,8,1155
region,East of England,E12000006,05/09/2021,1587,4509288,6796,4087983,5,1147
region,East of England,E12000006,04/09/2021,3295,4507701,12553,4081187,20,1142
region,East of England,E12000006,03/09/2021,3320,4504406,12155,4068634,2,1122
region,East of England,E12000006,02/09/2021,3184,4501086,11736,4056479,7,1120
region,East of England,E12000006,01/09/2021,3684,4497902,11537,4044743,3,1113
region,East of England,E12000006,31/08/2021,3987,4494218,12102,4033206,7,1110
region,East of England,E12000006,30/08/2021,1662,4490231,4498,4021104,4,1103
region,East of England,E12000006,29/08/2021,2421,4488569,6717,4016606,7,1099
region,East of England,E12000006,28/08/2021,3614,4486148,12105,4009889,3,1092
region,East of England,E12000006,27/08/2021,4619,4482534,13861,3997784,9,1089
region,East of England,E12000006,26/08/2021,5087,4477915,15023,3983923,8,1080
region,East of England,E12000006,25/08/2021,5443,4472828,14181,3968900,16,1072
region,East of England,E12000006,24/08/2021,5771,4467385,13761,3954719,11,1056
region,East of England,E12000006,23/08/2021,4223,4461614,9808,3940958,3,1045
region,East of England,E12000006,22/08/2021,4319,4457391,10468,3931150,1,1042
region,East of England,E12000006,21/08/2021,6046,4453072,15224,3920682,14,1041
region,East of England,E12000006,20/08/2021,6202,4447026,15680,3905458,9,1027
region,East of England,E12000006,19/08/2021,5461,4440824,16371,3889778,8,1018
region,East of England,E12000006,18/08/2021,5037,4435363,16621,3873407,12,1010
region,East of England,E12000006,17/08/2021,4104,4430326,12015,3856786,9,998
region,East of England,E12000006,16/08/2021,3670,4426222,11889,3844771,8,989
region,East of England,E12000006,15/08/2021,3011,4422552,10947,3832882,13,981
region,East of England,E12000006,14/08/2021,3932,4419541,15740,3821935,11,968
region,East of England,E12000006,13/08/2021,3237,4415609,15664,3806195,6,957
region,East of England,E12000006,12/08/2021,4168,4412372,17820,3790531,13,951
region,East of England,E12000006,11/08/2021,3609,4408204,17295,3772711,4,938
region,East of England,E12000006,10/08/2021,2473,4404595,11648,3755416,4,934
region,East of England,E12000006,09/08/2021,1968,4402122,10006,3743768,4,930
region,East of England,E12000006,08/08/2021,1769,4400154,9464,3733762,7,926
region,East of England,E12000006,07/08/2021,3276,4398385,20694,3724298,6,919
region,East of England,E12000006,06/08/2021,2533,4395109,15186,3703604,5,913
region,East of England,E12000006,05/08/2021,2607,4392576,14677,3688418,8,908
region,East of England,E12000006,04/08/2021,2334,4389969,13655,3673741,6,900
region,East of England,E12000006,03/08/2021,2263,4387635,10402,3660086,7,894
region,East of England,E12000006,02/08/2021,2076,4385372,7572,3649684,4,887
region,East of England,E12000006,01/08/2021,2124,4383296,12146,3642112,7,883
region,East of England,E12000006,31/07/2021,3196,4381172,21689,3629966,9,876
region,East of England,E12000006,30/07/2021,2956,4377976,18122,3608277,8,867
region,East of England,E12000006,29/07/2021,3604,4375020,20070,3590155,6,859
region,East of England,E12000006,28/07/2021,2879,4371416,16506,3570085,6,853
region,East of England,E12000006,27/07/2021,2676,4368537,13052,3553579,3,847
region,East of England,E12000006,26/07/2021,2473,4365861,10069,3540527,5,844
region,East of England,E12000006,25/07/2021,2189,4363388,10865,3530458,3,839
region,East of England,E12000006,24/07/2021,3546,4361199,18212,3519593,2,836
region,East of England,E12000006,23/07/2021,3669,4357653,18369,3501381,4,834
region,East of England,E12000006,22/07/2021,3508,4353984,17967,3483012,8,830
region,East of England,E12000006,21/07/2021,3568,4350476,15596,3465045,5,822
region,East of England,E12000006,20/07/2021,3414,4346908,12853,3449449,0,817
region,East of England,E12000006,19/07/2021,2907,4343494,10451,3436596,7,817
region,East of England,E12000006,18/07/2021,3050,4340587,11006,3426145,1,810
region,East of England,E12000006,17/07/2021,5948,4337537,25344,3415139,9,809
region,East of England,E12000006,16/07/2021,5489,4331589,20890,3389795,5,800
region,East of England,E12000006,15/07/2021,5495,4326100,21981,3368905,13,795
region,East of England,E12000006,14/07/2021,5445,4320605,15834,3346924,5,782
region,East of England,E12000006,13/07/2021,5041,4315160,12880,3331090,6,777
region,East of England,E12000006,12/07/2021,3602,4310119,11076,3318210,10,771
region,East of England,E12000006,11/07/2021,3494,4306517,8664,3307134,5,761
region,East of England,E12000006,10/07/2021,7942,4303023,18943,3298470,10,756
region,East of England,E12000006,09/07/2021,8478,4295081,17683,3279527,12,746
region,East of England,E12000006,08/07/2021,9161,4286603,15351,3261844,8,734
region,East of England,E12000006,07/07/2021,9807,4277442,14031,3246493,6,726
region,East of England,E12000006,06/07/2021,8174,4267635,11497,3232462,8,720
region,East of England,E12000006,05/07/2021,4824,4259461,12507,3220965,3,712
region,East of England,E12000006,04/07/2021,5149,4254637,9119,3208458,5,709
region,East of England,E12000006,03/07/2021,11609,4249488,16515,3199339,6,704
region,East of England,E12000006,02/07/2021,12455,4237879,14697,3182824,8,698
region,East of England,E12000006,01/07/2021,14176,4225424,14648,3168127,2,690
region,East of England,E12000006,30/06/2021,13532,4211248,14207,3153479,14,688
region,East of England,E12000006,29/06/2021,11776,4197716,11775,3139272,11,674
region,East of England,E12000006,28/06/2021,7897,4185940,11693,3127497,16,663
region,East of England,E12000006,27/06/2021,13368,4178043,11464,3115804,7,647
region,East of England,E12000006,26/06/2021,21663,4164675,20086,3104340,5,640
region,East of England,E12000006,25/06/2021,20807,4143012,13271,3084254,11,635
region,East of England,E12000006,24/06/2021,21203,4122205,16050,3070983,6,624
region,East of England,E12000006,23/06/2021,22784,4101002,11376,3054933,5,618
region,East of England,E12000006,22/06/2021,18526,4078218,13445,3043557,11,613
region,East of England,E12000006,21/06/2021,13174,4059692,11694,3030112,8,602
region,East of England,E12000006,20/06/2021,12706,4046518,9228,3018418,6,594
region,East of England,E12000006,19/06/2021,22180,4033812,20785,3009190,6,588
region,East of England,E12000006,18/06/2021,21206,4011632,17870,2988405,17,582
region,East of England,E12000006,17/06/2021,22111,3990426,19004,2970535,16,565
region,East of England,E12000006,16/06/2021,18521,3968315,20383,2951531,24,549
region,East of England,E12000006,15/06/2021,13940,3949794,23140,2931148,16,525
region,East of England,E12000006,14/06/2021,9285,3935854,20632,2908008,12,509
region,East of England,E12000006,13/06/2021,8448,3926569,15721,2887376,6,497
region,East of England,E12000006,12/06/2021,20630,3918121,30622,2871655,6,491
region,East of England,E12000006,11/06/2021,22897,3897491,26916,2841033,10,485
region,East of England,E12000006,10/06/2021,18655,3874594,28543,2814117,17,475
region,East of England,E12000006,09/06/2021,16787,3855939,28577,2785574,5,458
region,East of England,E12000006,08/06/2021,11658,3839152,30280,2756997,8,453
region,East of England,E12000006,07/06/2021,8399,3827494,27652,2726717,2,445
region,East of England,E12000006,06/06/2021,7828,3819095,25174,2699065,4,443
region,East of England,E12000006,05/06/2021,16451,3811267,46418,2673891,9,439
region,East of England,E12000006,04/06/2021,17629,3794816,36128,2627473,7,430
region,East of England,E12000006,03/06/2021,20666,3777187,37163,2591345,10,423
region,East of England,E12000006,02/06/2021,17409,3756521,33129,2554182,6,413
region,East of England,E12000006,01/06/2021,8473,3739112,36369,2521053,4,407
region,East of England,E12000006,31/05/2021,6299,3730639,21016,2484684,2,403
region,East of England,E12000006,30/05/2021,9034,3724340,17917,2463668,0,401
region,East of England,E12000006,29/05/2021,14150,3715306,48217,2445751,10,401
region,East of England,E12000006,28/05/2021,17982,3701156,43306,2397534,11,391
region,East of England,E12000006,27/05/2021,26716,3683174,40586,2354228,11,380
region,East of England,E12000006,26/05/2021,26078,3656458,42321,2313642,10,369
region,East of England,E12000006,25/05/2021,17786,3630380,33694,2271321,5,359
region,East of England,E12000006,24/05/2021,8164,3612594,30257,2237627,1,354
region,East of England,E12000006,23/05/2021,8086,3604430,30243,2207370,2,353
region,East of England,E12000006,22/05/2021,17327,3596344,67395,2177127,18,351
region,East of England,E12000006,21/05/2021,23125,3579017,40237,2109732,3,333
region,East of England,E12000006,20/05/2021,29303,3555892,42214,2069495,13,330
region,East of England,E12000006,19/05/2021,28530,3526589,40063,2027281,7,317
region,East of England,E12000006,18/05/2021,16304,3498059,33316,1987218,8,310
region,East of England,E12000006,17/05/2021,8321,3481755,24087,1953902,5,302
region,East of England,E12000006,16/05/2021,12767,3473434,16563,1929815,1,297
region,East of England,E12000006,15/05/2021,24183,3460667,40512,1913252,4,296
region,East of England,E12000006,14/05/2021,23861,3436484,33521,1872740,8,292
region,East of England,E12000006,13/05/2021,27109,3412623,45946,1839219,13,284
region,East of England,E12000006,12/05/2021,21477,3385514,44486,1793273,6,271
region,East of England,E12000006,11/05/2021,10360,3364037,34885,1748787,9,265
region,East of England,E12000006,10/05/2021,6296,3353677,20864,1713902,2,256
region,East of England,E12000006,09/05/2021,7483,3347381,13053,1693038,1,254
region,East of England,E12000006,08/05/2021,12584,3339898,41172,1679985,8,253
region,East of England,E12000006,07/05/2021,13352,3327314,47694,1638813,5,245
region,East of England,E12000006,06/05/2021,12842,3313962,45811,1591119,14,240
region,East of England,E12000006,05/05/2021,11145,3301120,39955,1545308,6,226
region,East of England,E12000006,04/05/2021,11278,3289975,21686,1505353,4,220
region,East of England,E12000006,03/05/2021,5840,3278697,8254,1483667,1,216
region,East of England,E12000006,02/05/2021,8006,3272857,14037,1475413,3,215
region,East of England,E12000006,01/05/2021,12776,3264851,39277,1461376,5,212
region,East of England,E12000006,30/04/2021,15472,3252075,36814,1422099,4,207
region,East of England,E12000006,29/04/2021,15979,3236603,43027,1385285,6,203
region,East of England,E12000006,28/04/2021,12248,3220624,47562,1342258,7,197
region,East of England,E12000006,27/04/2021,9643,3208376,34476,1294696,3,190
region,East of England,E12000006,26/04/2021,9193,3198733,29542,1260220,11,187
region,East of England,E12000006,25/04/2021,9110,3189540,26895,1230678,4,176
region,East of England,E12000006,24/04/2021,18131,3180430,60951,1203783,7,172
region,East of England,E12000006,23/04/2021,15069,3162299,36905,1142832,3,165
region,East of England,E12000006,22/04/2021,12551,3147230,35161,1105927,5,162
region,East of England,E12000006,21/04/2021,10020,3134679,34386,1070766,4,157
region,East of England,E12000006,20/04/2021,9575,3124659,26194,1036380,3,153
region,East of England,E12000006,19/04/2021,10410,3115084,21271,1010186,3,150
region,East of England,E12000006,18/04/2021,7103,3104674,23240,988915,9,147
region,East of England,E12000006,17/04/2021,11190,3097571,56363,965675,17,138
region,East of England,E12000006,16/04/2021,11792,3086381,52302,909312,3,121
region,East of England,E12000006,15/04/2021,8478,3074589,42898,857010,7,118
region,East of England,E12000006,14/04/2021,8861,3066111,31597,814112,5,111
region,East of England,E12000006,13/04/2021,2330,3057250,27650,782515,7,106
region,East of England,E12000006,12/04/2021,2181,3054920,20856,754865,3,99
region,East of England,E12000006,11/04/2021,4072,3052739,26641,734009,3,96
region,East of England,E12000006,10/04/2021,6832,3048667,58649,707368,6,93
region,East of England,E12000006,09/04/2021,5124,3041835,61275,648719,5,87
region,East of England,E12000006,08/04/2021,3778,3036711,58568,587444,8,82
region,East of England,E12000006,07/04/2021,2858,3032933,52928,528876,2,74
region,East of England,E12000006,06/04/2021,3586,3030075,19745,475948,2,72
region,East of England,E12000006,05/04/2021,1448,3026489,7245,456203,0,70
region,East of England,E12000006,04/04/2021,2770,3025041,6234,448958,1,70
region,East of England,E12000006,03/04/2021,7257,3022271,27012,442724,2,69
region,East of England,E12000006,02/04/2021,7378,3015014,32603,415712,2,67
region,East of England,E12000006,01/04/2021,9762,3007636,43107,383109,3,65
region,East of England,E12000006,31/03/2021,20368,2997874,32691,340002,3,62
region,East of England,E12000006,30/03/2021,21845,2977506,25824,307311,3,59
region,East of England,E12000006,29/03/2021,22747,2955661,12458,281487,0,56
region,East of England,E12000006,28/03/2021,28649,2932914,10424,269029,2,56
region,East of England,E12000006,27/03/2021,55369,2904265,22174,258605,3,54
region,East of England,E12000006,26/03/2021,36139,2848896,17791,236431,1,51
region,East of England,E12000006,25/03/2021,33552,2812757,17441,218640,4,50
region,East of England,E12000006,24/03/2021,33413,2779205,17483,201199,2,46
region,East of England,E12000006,23/03/2021,33889,2745792,13979,183716,1,44
region,East of England,E12000006,22/03/2021,36224,2711903,7837,169737,1,43
region,East of England,E12000006,21/03/2021,36148,2675679,6109,161900,1,42
region,East of England,E12000006,20/03/2021,80038,2639531,7453,155791,3,41
region,East of England,E12000006,19/03/2021,63456,2559493,9409,148338,1,38
region,East of England,E12000006,18/03/2021,60957,2496037,9062,138929,1,37
region,East of England,E12000006,17/03/2021,46736,2435080,8271,129867,4,36
region,East of England,E12000006,16/03/2021,45736,2388344,4793,121596,0,32
region,East of England,E12000006,15/03/2021,43925,2342608,3611,116803,0,32
region,East of England,E12000006,14/03/2021,29276,2298683,1695,113192,0,32
region,East of England,E12000006,13/03/2021,51455,2269407,2455,111497,1,32
region,East of England,E12000006,12/03/2021,36197,2217952,3921,109042,2,31
region,East of England,E12000006,11/03/2021,12755,2181755,4172,105121,3,29
region,East of England,E12000006,10/03/2021,25494,2169000,5930,100949,2,26
region,East of England,E12000006,09/03/2021,16082,2143506,5660,95019,1,24
region,East of England,E12000006,08/03/2021,15491,2127424,2379,89359,0,23
region,East of England,E12000006,07/03/2021,13618,2111933,1239,86980,0,23
region,East of England,E12000006,06/03/2021,39708,2098315,2183,85741,0,23
region,East of England,E12000006,05/03/2021,44920,2058607,2742,83558,0,23
region,East of England,E12000006,04/03/2021,40570,2013687,4689,80816,0,23
region,East of England,E12000006,03/03/2021,27508,1973117,4227,76127,0,23
region,East of England,E12000006,02/03/2021,16880,1945609,2521,71900,3,23
region,East of England,E12000006,01/03/2021,12649,1928729,1092,69379,1,20
region,East of England,E12000006,28/02/2021,17199,1916080,771,68287,0,19
region,East of England,E12000006,27/02/2021,36731,1898881,1510,67516,0,19
region,East of England,E12000006,26/02/2021,49607,1862150,2045,66006,0,19
region,East of England,E12000006,25/02/2021,48600,1812543,2051,63961,0,19
region,East of England,E12000006,24/02/2021,42027,1763943,1560,61910,0,19
region,East of England,E12000006,23/02/2021,30050,1721916,1290,60350,2,19
region,East of England,E12000006,22/02/2021,18172,1691866,632,59060,1,17
region,East of England,E12000006,21/02/2021,12893,1673694,348,58428,0,16
region,East of England,E12000006,20/02/2021,33474,1660801,518,58080,0,16
region,East of England,E12000006,19/02/2021,32710,1627327,579,57562,0,16
region,East of England,E12000006,18/02/2021,41435,1594617,484,56983,1,16
region,East of England,E12000006,17/02/2021,45354,1553182,526,56499,0,15
region,East of England,E12000006,16/02/2021,33798,1507828,374,55973,0,15
region,East of England,E12000006,15/02/2021,18832,1474030,353,55599,0,15
region,East of England,E12000006,14/02/2021,22161,1455198,147,55246,0,15
region,East of England,E12000006,13/02/2021,49155,1433037,310,55099,0,15
region,East of England,E12000006,12/02/2021,51543,1383882,369,54789,1,15
region,East of England,E12000006,11/02/2021,42515,1332339,302,54420,2,14
region,East of England,E12000006,10/02/2021,32592,1289824,347,54118,0,12
region,East of England,E12000006,09/02/2021,33445,1257232,181,53771,0,12
region,East of England,E12000006,08/02/2021,25756,1223787,91,53590,1,12
region,East of England,E12000006,07/02/2021,28876,1198031,60,53499,0,11
region,East of England,E12000006,06/02/2021,60728,1169155,136,53439,0,11
region,East of England,E12000006,05/02/2021,40104,1108427,462,53303,1,11
region,East of England,E12000006,04/02/2021,42018,1068323,249,52841,0,10
region,East of England,E12000006,03/02/2021,39405,1026305,184,52592,0,10
region,East of England,E12000006,02/02/2021,33231,986900,171,52408,1,10
region,East of England,E12000006,01/02/2021,31467,953669,190,52237,0,9
region,East of England,E12000006,31/01/2021,32699,922202,233,52047,0,9
region,East of England,E12000006,30/01/2021,51255,889503,240,51814,1,9
region,East of England,E12000006,29/01/2021,52419,838248,195,51574,0,8
region,East of England,E12000006,28/01/2021,36326,785829,140,51379,0,8
region,East of England,E12000006,27/01/2021,22645,749503,67,51239,1,8
region,East of England,E12000006,26/01/2021,25791,726858,45,51172,1,7
region,East of England,E12000006,25/01/2021,23519,701067,60,51127,0,6
region,East of England,E12000006,24/01/2021,30827,677548,61,51067,0,6
region,East of England,E12000006,23/01/2021,66446,646721,94,51006,0,6
region,East of England,E12000006,22/01/2021,61581,580275,70,50912,0,6
region,East of England,E12000006,21/01/2021,49515,518694,133,50842,0,6
